"nom","SIREN","COG","type","code_region","code_departement","regcode","url-ptf","nb-ptf","url-datagouv","nb-datagouv","id-datagouv","id-ods","pop-insee","lat","long","merge","depcode","CSP_chef","chef_executif","age_chef","partis_po_chef","part_plus65","nb_crea_entps","flux_migration_res","part_diplomes","depenses_hab","nb_etudiants","part_etudiants","niveau_rural","densite"
"L'Abergement-Clémenciat",210100012,1001,"COM",84,1,NA,NA,NA,NA,NA,NA,NA,785,NA,NA,NA,
