"nom","SIREN","COG","type","regcode","url-ptf","nb-ptf","url-datagouv","nb-datagouv","id-datagouv","id-ods","pop-insee","lat","long","merge","depcode","CSP_chef","chef_executif","age_chef","partis_po_chef","flux_migration_res","taux_chomage","PIB_habitant","primaire_VA","secondaire_VA","tertiaire_marchand_VA","tertiaire_non_mar_VA","part_plus65","niveau_vie","part_diplomes","nb_crea_entps","nb_nuitees_hotels","depenses_hab","nb_etudiants","part_etudiants","niveau_rural_mode","niveau_rural_insee","percent_pop_rurale"
"Guadeloupe",239710015,1,"REG",NA,NA,NA,NA,NA,NA,NA,400170,NA,NA,NA,
