"nom","SIREN","type","code_region","code_departement","regcode","url-ptf","nb-ptf","url-datagouv","nb-datagouv","id-datagouv","id-ods","pop-insee","lat","long","merge","depcode","CSP_chef","chef_executif","age_chef","partis_po_chef","part_plus65","nb_crea_entps","flux_migration_res","niveau_vie","part_diplomes","depenses_hab"
"Bordeaux Métropole",243300316,"MET",75,33,"NAQ-75","https://opendata.bordeaux-metropole.fr/explore/?disjunctive.publisher&disjunctive.frequence&disjunctive.territoire&sort=title&refine.publisher=Bordeaux+Métropole",187,"https://www.data.gouv.fr/fr/organizations/5b0d11f688ee382af4b18c95/",73,"5b0d11f688ee382af4b18c95","Bordeaux Métropole",796273,NA,NA,"ptf+datagouv",
