"nom","SIREN","COG","type","code_region","regcode","url-ptf","nb-ptf","url-datagouv","nb-datagouv","id-datagouv","id-ods","pop-insee","lat","long","merge","depcode","CSP_chef","chef_executif","age_chef","partis_po_chef","part_plus65","niveau_vie","part_diplomes","taux_chomage","nb_crea_entps","nb_nuitees_hotels","flux_migration_res","depenses_hab","nb_etudiants","part_etudiants","niveau_rural_mode","niveau_rural_insee","percent_pop_rurale"
"Ain",220100010,1,"DEP",84,"ARA-84","http://departement-ain.opendata.arcgis.com/datasets?source=D%C3%A9partement%20de%20l%27Ain",39,"https://www.data.gouv.fr/fr/organizations/5851009688ee3870fbc65bb3",12,"5851009688ee3870fbc65bb3",NA,655171,NA,NA,"ptf+datagouv",
