"nom","type","nb_publi","ouvre_data","code_region","code_departement","nb_ptf","nb_datagouv","pop_insee","CSP_chef","age_chef","partis_po_chef","part_plus65","nb_crea_entps","flux_migration_res","niveau_vie","part_diplomes","depenses_hab"
"CA Pornic Agglo Pays de Retz","CA",0,0,52,44,0,0,57449,"Industriels-Chefs entreprise",53,NA,23.6,701,244400404,22580,5.9,765.50980939616
"CA Porte de l'Isère (C.A.P.I)","CA",2,1,84,38,0,2,107535,"Vétérinaires",61,NA,14.1,1460,200046977,21630,7.8,1159.73575384758
"CA Portes de France-Thionville","CA",0,0,44,57,0,0,80823,"Médecins",64,NA,19,645,245701222,23480,10.7,587.366798930997
"CA Privas Centre Ardèche","CA",2,1,84,7,0,2,44955,"Sans profession déclarée",47,NA,23.1,369,200068781,20820,5.5,700.506668891113
"CA Provence-Alpes-Agglomération","CA",3,1,93,4,3,0,48951,"Médecins",61,"divers gauche",24.9,431,200054807,20480,6.2,705.708595738596
"CA Quimper Bretagne Occidentale","CA",7,1,53,29,0,7,104795,"Autres professions libérales",56,NA,19.6,938,242900314,21570,8.5,960.615622691922
"CA Quimperlé Communauté","CA",0,0,53,29,0,0,57117,"Permanents politiques",38,"Parti socialiste",23.9,375,200042174,21450,4.8,790.885900519985
"CA Rambouillet Territoires","CA",1,1,11,78,0,1,80359,"Autres professions libérales",61,NA,18.8,903,200054781,28240,16.7,245.600463669284
"CA Riom Limagne et Volcans","CA",0,0,84,63,0,0,68500,"Industriels-Chefs entreprise",59,NA,19.3,559,246300701,23850,9.2,659.070527445255
"CA Roannais Agglomération","CA",2,1,84,42,0,2,103824,NA,NA,NA,25.9,1043,200046977,20570,4.9,823.388644147789
"CA Rochefort Océan","CA",0,0,75,17,0,0,65068,"Avocats",52,NA,23.8,628,241700434,20780,5.2,949.681962101186
"CA Rodez Agglomération","CA",2,1,76,12,0,2,58526,"Retraités des entreprises publiques",68,"Parti socialiste",21.6,622,243100518,22170,8.1,1232.58468219253
"CA Royan Atlantique","CA",8,1,75,17,8,8,84241,"Huissiers",78,NA,38.2,969,241700434,21750,5,699.360740850655
"CA Saint-Avold Synergie","CA",0,0,44,57,0,0,54561,"Fonctionnaires de catégorie B",65,"Union pour un mouvement populaire",20.2,410,245700133,20370,4.1,516.339502391818
"CA Saint-Avold Synergie","CA",0,0,44,57,0,0,54561,"Fonctionnaires de catégorie B",65,"Parti radical",20.2,410,245700133,20370,4.1,516.339502391818
"CA Saint-Brieuc Armor Agglomération","CA",2,1,53,22,2,1,156652,"Industriels-Chefs entreprise",66,NA,22.8,1167,243500139,21560,7.1,1088.49114157496
"CA Saint-Lô Agglo","CA",0,0,28,50,0,0,79055,"Ingénieurs",66,NA,21.6,507,200065597,21020,4.6,785.497119853267
"CA Saint-Louis Agglomération","CA",1,1,44,68,0,1,79711,"Retraités salariés privés",69,NA,17.2,671,200066009,29800,10.4,701.620210886829
"CA Saumur Val de Loire","CA",0,0,52,49,0,0,103473,"Retraités de l'enseignement",73,"Les Verts",22.7,703,244900015,20110,4.8,655.102356170209
"CA Seine-Eure","CA",0,0,28,27,0,0,76026,NA,NA,NA,15.9,769,200023414,21780,6,NA
"CA Seine Normandie Agglomération","CA",0,0,28,27,0,0,85544,"Cadres supérieurs (secteur privé)",53,NA,19,761,200089456,22500,7.9,772.562937552604
"CA Sète Agglopôle Méditerranée","CA",25,1,76,34,25,1,126206,NA,NA,NA,25.9,1596,243400017,19970,6.4,1048.84069204317
"CA Sud Sainte-Baume","CA",0,0,93,83,0,0,62072,"Dentistes",69,NA,31.6,1074,248300543,24220,11.2,844.839541016884
"CA Tarbes-Lourdes-Pyrénées","CA",0,0,76,65,0,0,126088,"Autres retraités",76,"Union pour un mouvement populaire",24.8,1347,243100518,20310,6.5,547.858544032739
"CA Tarbes-Lourdes-Pyrénées","CA",0,0,76,65,0,0,126088,"Autres retraités",76,"Parti radical",24.8,1347,243100518,20310,6.5,547.858544032739
"CA Terre de Provence","CA",0,0,93,13,0,0,59870,NA,NA,NA,20.2,819,248400251,21130,6.5,349.698484549858
"CA Territoires Vendômois","CA",1,1,24,41,0,1,56604,"Fonctionnaires de catégorie B",49,NA,25.8,318,243700754,21300,5.7,627.962627376157
"CA Thonon Agglomération","CA",0,0,84,74,0,0,89290,"Retraités fonct.publique (sf enseig.)",75,NA,17.6,1027,200071967,27870,9.4,649.677770187031
"CA Troyes Champagne Métropole","CA",0,0,44,10,0,0,174658,"Avocats",56,"Union pour un mouvement populaire",19.6,1821,200054781,20220,6.7,771.436986167253
"CA Troyes Champagne Métropole","CA",0,0,44,10,0,0,174658,"Avocats",56,"Rassemblement pour la République",19.6,1821,200054781,20220,6.7,771.436986167253
"CA Troyes Champagne Métropole","CA",0,0,44,10,0,0,174658,"Avocats",56,"Les Républicains",19.6,1821,200054781,20220,6.7,771.436986167253
"CA Tulle Agglo","CA",0,0,75,19,0,0,46122,"Fonctionnaires de catégorie A",69,NA,26.3,276,200043172,21540,5,773.994484844543
"CA Val d'Europe Agglomération","CA",0,0,11,77,0,0,36079,"Ingénieurs",75,NA,9.6,849,247700594,26570,12.4,1895.31578646858
"CA Val d'Yerres Val de Seine","CA",0,0,11,91,0,0,179331,"Autres professions libérales",50,"Les Républicains",16,2514,200054781,23620,11.6,396.212571390334
"CA Val de Garonne Agglomération","CA",0,0,75,47,0,0,62228,"Médecins",60,NA,25.7,510,243300316,19560,4,755.092112714534
"CA Val Parisis","CA",0,0,11,95,0,0,276313,"Autres professions",51,NA,14.7,4253,200054781,24580,12.1,257.949891536048
"CA Valence Romans Agglo","CA",0,0,84,26,0,0,225881,NA,NA,NA,20.9,2882,200073096,21210,8.1,980.833917770862
"CA Valenciennes Métropole","CA",6,1,32,59,6,0,194673,"Autres cadres (secteur privé)",55,"Parti radical",16.8,1699,200042190,18530,6.5,718.540637787469
"CA Var Estérel Méditerranée (Cavem)","CA",5,1,93,83,5,6,114877,"Retraités fonct.publique (sf enseig.)",75,NA,31.1,2148,248300493,22000,7.2,942.495389677655
"CA Ventoux-Comtat-Venaissin (COVE)","CA",54,1,93,84,54,54,71153,"Retraités agricoles",84,NA,23.1,890,248400293,19710,6.7,664.449032226329
"CA Vichy Communauté","CA",0,0,84,3,0,0,84770,"Cadres (entreprises publiques)",46,NA,28.5,737,246300701,20580,5.9,1281.66151881562
"CA Vitré Communauté","CA",0,0,53,35,0,0,82412,NA,NA,NA,16.5,622,243500139,21680,5.4,478.712188758919
"CC Agly Fenouillèdes","CC",0,0,76,66,0,0,6015,"Artisans",61,NA,30.7,55,NA,16980,3.7,690.352945968412
"CC Airvaudais-Val du Thouet","CC",0,0,75,79,0,0,7055,"Employés (secteur privé)",46,NA,28.5,57,NA,19870,3.2,598.192996456414
"CC Albret Communauté","CC",0,0,75,47,0,0,27383,"Employés (autres entrep. publiques)",46,NA,28.1,181,200035459,20040,4.9,506.825276631487
"CC Alpes-Provence-Verdon - Sources de Lumière","CC",0,0,93,4,0,0,11614,"Professeurs du secondaire et techn.",62,NA,30,150,NA,19490,5.6,1171.37879714138
"CC Alpes d'Azur","CC",0,0,93,6,0,0,9802,"Industriels-Chefs entreprise",65,"Union pour un mouvement populaire",26.7,115,200030195,19760,5.6,1372.240005101
"CC Altitude 800","CC",0,0,27,25,0,0,6615,"Autres professions libérales",66,NA,17.3,37,NA,23140,2.9,368.364835978836
"CC Ambert Livradois Forez","CC",0,0,84,63,0,0,28446,"Enseignants 1er deg.-directeurs école",69,NA,28.7,210,NA,19910,4.5,865.002144765521
"CC Amognes Cœur du Nivernais","CC",0,0,27,58,0,0,8932,"Fonctionnaires de catégorie A",64,NA,24.9,42,NA,20680,4.1,530.511061352441
"CC Andaine - Passais","CC",0,0,28,61,0,0,13635,"Retraités des professions libérales",77,NA,31.4,87,NA,20070,3.3,666.556995966263
"CC Anjou Bleu Communauté","CC",0,0,52,49,0,0,36001,"Retraités des professions libérales",75,NA,21.4,212,244900015,19980,3.2,313.376609260854
"CC Anjou Loir et Sarthe","CC",0,0,52,49,0,0,28100,"Agriculteurs propriétaires exploit.",66,NA,18.3,207,244900015,21060,4.5,511.976829537367
"CC Arbois,Poligny,Salins,Cœur du Jura","CC",0,0,27,39,0,0,23142,NA,NA,NA,25.7,166,NA,21320,5.5,547.773647480771
"CC Arc Sud Bretagne","CC",0,0,53,56,0,0,27767,"Autres cadres (secteur privé)",52,NA,25.2,242,200067932,21520,4.2,543.899889076962
"CC Ardèche des Sources et Volcans","CC",0,0,84,7,0,0,9852,"Fonctionnaires de catégorie A",48,NA,30,86,NA,18950,4.3,542.00535728786
"CC Ardèche Rhône Coiron","CC",0,0,84,7,0,0,22919,"Autres cadres (secteur privé)",50,NA,18.3,235,200040459,20840,4.8,522.353768925346
"CC Ardenne,Rives de Meuse","CC",0,0,44,8,0,0,27990,"Pharmaciens",64,NA,20.8,164,200041630,18750,3.1,843.515339049661
"CC Ardennes Thiérache","CC",0,0,44,8,0,0,10171,"Autres cadres (secteur privé)",45,NA,20.9,64,NA,19240,3,748.692522859109
"CC Argentan Intercom","CC",0,0,28,61,0,0,35206,"Fonctionnaires de catégorie A",69,"Parti socialiste",24.6,208,NA,20110,3.8,815.463483781174
"CC Argonne-Meuse","CC",0,0,44,55,0,0,7408,"Salariés du secteur médical",45,NA,25.9,28,NA,20380,3.3,541.890202483801
"CC Arize Lèze","CC",0,0,76,9,0,0,10908,"Cadres supérieurs (secteur privé)",44,NA,25.2,118,NA,19110,6,693.054465529886
"CC Armagnac Adour","CC",0,0,76,32,0,0,7106,"Professions rattachées à enseignt.",64,NA,30.1,58,NA,19630,4,811.617680833099
"CC Arnon Boischaut Cher","CC",0,0,24,18,0,0,8371,"Agriculteurs propriétaires exploit.",52,NA,27,50,NA,20830,2.9,500.211363039063
"CC Artagnan de Fezensac","CC",0,0,76,32,0,0,7244,"Retraités agricoles",73,NA,33.3,72,NA,19650,4.6,306.545027609056
"CC Arve et Salève","CC",0,0,84,74,0,0,20270,"Retraités salariés privés",76,NA,14.9,185,NA,32570,9.6,301.951018746917
"CC Astarac Arros en Gascogne","CC",0,0,76,32,0,0,7568,"Fonctionnaires de catégorie B",57,NA,28.1,59,NA,20270,4.5,712.583044397463
"CC Aubrac Lot Causses Tarn","CC",0,0,76,48,0,0,8191,"Retraités des professions libérales",81,"Union pour un mouvement populaire",22.3,50,NA,20920,5,476.678050299109
"CC Aubrac Lot Causses Tarn","CC",0,0,76,48,0,0,8191,"Retraités des professions libérales",81,"Démocratie libérale",22.3,50,NA,20920,5,476.678050299109
"CC Aubrac Lot Causses Tarn","CC",0,0,76,48,0,0,8191,"Retraités des professions libérales",81,"Union pour la démocratie française",22.3,50,NA,20920,5,476.678050299109
"CC Aubrac Lot Causses Tarn","CC",0,0,76,48,0,0,8191,"Retraités des professions libérales",81,"républicains indépendants",22.3,50,NA,20920,5,476.678050299109
"CC Aubrac Lot Causses Tarn","CC",0,0,76,48,0,0,8191,"Retraités des professions libérales",81,"Parti républicain",22.3,50,NA,20920,5,476.678050299109
"CC Aubrac,Carladez et Viadène","CC",0,0,76,12,0,0,10531,"Retraités fonct.publique (sf enseig.)",69,NA,34.7,69,NA,19560,3.8,859.49508878549
"CC Aunis Atlantique","CC",0,0,75,17,0,0,29981,"Professeurs de faculté",55,NA,17,307,241700434,21410,4.5,481.852057302959
"CC Aunis Sud","CC",0,0,75,17,0,0,32182,"Agriculteurs propriétaires exploit.",63,NA,20.5,308,241700434,20870,4.2,418.94444689578
"CC Auray Quiberon Terre Atlantique","CC",0,0,53,56,0,0,88628,NA,NA,NA,25,880,200067932,22100,6.8,634.049260955906
"CC Aure-Louron","CC",1,1,76,65,1,0,7113,"Employés (autres entrep. publiques)",61,NA,25,85,NA,20520,6.7,743.257231829046
"CC Auxonne Pontailler Val de Saône","CC",0,0,27,21,0,0,23768,"Professions rattachées à enseignt.",51,NA,19,153,242100410,21220,3.4,417.750531386738
"CC Auzon Communauté","CC",0,0,84,43,0,0,9485,"Autres cadres (secteur privé)",65,NA,25.6,68,NA,20230,2.7,365.464201370585
"CC Avallon,Vézelay,Morvan","CC",0,0,27,89,0,0,19823,"Industriels-Chefs entreprise",68,NA,26.7,132,NA,20300,5,563.129169651415
"CC Aveyron Bas Ségala Viaur","CC",0,0,76,12,0,0,5776,"Retraités des professions libérales",72,NA,32.3,44,NA,19090,4.2,505.534130886427
"CC Avre Luce Noye","CC",0,0,32,80,0,0,22231,NA,NA,NA,16.6,112,248000531,22150,5.8,581.064405559804
"CC Aygues-Ouvèze en Provence (CCAOP)","CC",0,0,93,84,0,0,19506,"Retraités agricoles",80,NA,19.5,225,248400236,21970,6.1,402.159307392597
"CC Bassée-Montois","CC",0,0,11,77,0,0,24039,"Agriculteurs propriétaires exploit.",68,NA,18.5,207,NA,22500,3.8,378.318856441616
"CC Bassin Auterivain Haut-Garonnais","CC",0,0,76,31,0,0,31894,"Retraités salariés privés",69,NA,17.4,387,243100518,22400,8.7,548.777225810497
"CC Bastides de Lomagne","CC",0,0,76,32,0,0,11513,"Retraités fonct.publique (sf enseig.)",73,NA,24.8,95,NA,21410,7.5,649.164946582125
"CC Bastides et Vallons du Gers","CC",0,0,76,32,0,0,7516,"Retraités agricoles",77,NA,32.7,66,NA,19070,5.3,620.315554816392
"CC Baugeois Vallée","CC",4,1,52,49,0,4,36201,"Avocats",58,NA,20.7,177,244900015,20270,3.8,463.564542692191
"CC Bazois Loire Morvan","CC",0,0,27,58,0,0,15954,"Retraités de l'enseignement",72,NA,35.6,95,NA,18880,3.7,695.838216121349
"CC Beaucaire Terre d'Argence","CC",0,0,76,30,0,0,31272,"Autres professions libérales",52,NA,18.4,310,243000643,18930,4.2,807.551581286774
"CC Beauce Val de Loire","CC",0,0,24,41,0,0,20352,"Retr.artis.commerc.chefs d'entrep.",83,NA,21.5,142,200030385,21650,4.2,898.29481918239
"CC Beaujolais Pierres Dorées","CC",0,0,84,69,0,0,53111,"Retraités salariés privés",73,NA,18.1,728,200046977,26320,11.3,424.387759974393
"CC Berg et Coiron","CC",0,0,84,7,0,0,7841,"Agriculteurs propriétaires exploit.",66,"Parti socialiste",21.7,67,NA,20510,6,375.846755515878
"CC Berg et Coiron","CC",0,0,84,7,0,0,7841,"Agriculteurs propriétaires exploit.",66,"Parti socialiste unifié",21.7,67,NA,20510,6,375.846755515878
"CC Berry-Loire-Vauvise","CC",0,0,24,18,0,0,5757,"Industriels-Chefs entreprise",60,NA,27.5,30,NA,20060,2.3,360.427795726941
"CC Berry Grand Sud","CC",0,0,24,18,0,0,12264,"Autres professions",59,NA,32.9,70,NA,19030,3.3,341.556357632094
"CC Berry Loire Puisaye","CC",0,0,24,45,0,0,18960,"Retraités salariés privés",69,"Parti socialiste",26.6,101,244500211,20890,3.7,433.314646097046
"CC Bièvre Isère","CC",0,0,84,38,0,0,55571,NA,NA,NA,19.2,605,243800604,21930,5,794.090283781109
"CC Billom Communauté","CC",0,0,84,63,0,0,26076,"Retraités fonct.publique (sf enseig.)",71,NA,17.7,191,246300701,22680,7,293.792666820064
"CC Bouzonvillois-Trois Frontières","CC",0,0,44,57,0,0,25648,"Autres professions",59,NA,17,130,NA,23290,5,429.979014348097
"CC Brenne - Val de Creuse","CC",0,0,24,36,0,0,18791,"Enseignants 1er deg.-directeurs école",67,NA,29,111,NA,19630,3.9,472.417366292374
"CC Bresse et Saône","CC",0,0,84,1,0,0,25831,"Employés (secteur privé)",62,"divers droite",19.9,210,200070308,22390,4,533.35736053579
"CC Bresse Haute Seille","CC",0,0,27,39,0,0,19367,NA,NA,NA,24.1,157,200071116,21920,4.9,495.443640729075
"CC Bresse Louhannaise Intercom'","CC",0,0,27,71,0,0,29196,"Fonctionnaires de catégorie B",38,NA,27.3,224,NA,20390,2.7,525.121096383066
"CC Bresse Nord Intercom","CC",0,0,27,71,0,0,6674,"Retr.artis.commerc.chefs d'entrep.",72,NA,30.3,53,NA,20010,2.5,339.055227749476
"CC Bresse Revermont 71","CC",0,0,27,71,0,0,10019,NA,NA,NA,27.6,68,NA,20360,3.3,304.738219383172
"CC Bretagne porte de Loire Communauté","CC",0,0,53,35,0,0,32447,NA,NA,NA,15.1,224,243500139,21250,5.6,423.291535118809
"CC Bretagne Romantique","CC",0,0,53,35,0,0,35699,"Industriels-Chefs entreprise",73,NA,17.7,230,243500139,21330,6.4,595.148194067061
"CC Briance-Combade","CC",0,0,75,87,0,0,5618,"Employés (secteur privé)",61,NA,30,31,NA,19620,3.2,797.114562121752
"CC Briance Sud Haute Vienne","CC",0,0,75,87,0,0,9302,"Médecins",68,NA,24.3,74,NA,20880,5.7,487.306913566975
"CC Brie des Rivières et Châteaux","CC",0,0,11,77,0,0,39445,"Industriels-Chefs entreprise",59,NA,13.9,448,247700057,25960,7,512.172885790341
"CC Brie Nangissienne","CC",0,0,11,77,0,0,27871,"Fonctionnaires de catégorie B",60,NA,13.9,268,NA,22490,4.3,341.405905421406
"CC Bruyères-Vallons des Vosges","CC",0,0,44,88,0,0,15691,"Retraités fonct.publique (sf enseig.)",77,NA,22.3,111,200068757,19980,3,495.723043145752
"CC Buëch-Dévoluy","CC",0,0,93,5,0,0,9636,"Retraités fonct.publique (sf enseig.)",72,"Les Républicains",27.2,111,NA,20130,6.4,746.048847031964
"CC Bugey Sud","CC",0,0,84,1,0,0,34828,"Fonctionnaires de catégorie B",62,NA,21.5,325,NA,21600,5.3,716.081134719191
"CC Cagire Garonne Salat","CC",0,0,76,31,0,0,18282,"Architectes",55,NA,28.3,165,200072643,20570,5.2,792.058465156985
"CC Campagne-de-Caux","CC",0,0,28,76,0,0,15314,"Salariés du secteur médical",47,NA,16.5,88,200084952,22920,4.5,416.413598667886
"CC Canaux et Forêts en Gâtinais","CC",0,0,24,45,0,0,28623,"Ouvriers (secteur privé)",72,NA,25,195,244500203,21100,3.6,391.174684694127
"CC Cap Sizun - Pointe du Raz","CC",0,0,53,29,0,0,15784,"Retraités salariés privés",66,NA,37.1,98,NA,20710,5,513.305856563609
"CC Carmausin-Ségala","CC",0,0,76,81,0,0,30250,"Retraités salariés privés",69,NA,28,223,248100737,19280,3.1,543.744563966942
"CC Carnelle Pays-De-France","CC",0,0,11,95,0,0,32097,"Cadres supérieurs (secteur privé)",62,NA,16.7,406,200056380,26900,8.5,316.37128859395
"CC Castelnaudary Lauragais Audois","CC",0,0,76,11,0,0,27281,"Fonctionnaires de catégorie A",49,NA,21.2,222,200035707,20020,6.8,371.578349400682
"CC Causses Aigoual Cévennes","CC",0,0,76,30,0,0,5681,"Sans profession déclarée",46,NA,30.3,63,NA,17650,6.9,808.185263157895
"CC Causses et Vallée de la Dordogne","CC",2,1,76,46,0,2,47067,NA,NA,NA,29.5,430,NA,20570,5.3,644.45971551193
"CC Caux - Austreberthe","CC",0,0,28,76,0,0,25535,"Retraités de l'enseignement",70,NA,18.3,154,200023414,21230,4,407.848830233014
"CC Cazals-Salviac","CC",0,0,76,46,0,0,5446,"Autres professions",64,NA,33.8,74,NA,19210,5,807.260725302975
"CC Centre Morbihan Communauté","CC",0,0,53,56,0,0,43793,"Agriculteurs propriétaires exploit.",72,NA,20.5,290,245614433,20730,3.4,783.683347566963
"CC Centre Tarn","CC",0,0,76,81,0,0,11207,"Artisans",58,NA,22.8,92,NA,20050,4.6,525.003635227982
"CC Cère et Goul en Carladès","CC",0,0,84,15,0,0,5043,"Retraités fonct.publique (sf enseig.)",71,NA,28.4,42,NA,20440,3.6,1050.14014078921
"CC Chablis,Villages et Terroirs","CC",0,0,27,89,0,0,15552,"Retraités de l'enseignement",67,NA,22.6,91,200067114,21850,4.1,501.844303626543
"CC Chabris - Pays de Bazelle","CC",0,0,24,36,0,0,6409,"Autres professions",61,NA,32,30,NA,20130,2.4,857.706294273678
"CC Challans-Gois Communauté","CC",0,0,52,85,0,0,47368,"Retr.artis.commerc.chefs d'entrep.",68,NA,25.3,371,244400404,20930,3.2,403.213398496876
"CC Chalosse Tursan","CC",0,0,75,40,0,0,26721,"Agriculteurs propriétaires exploit.",54,NA,23.7,192,NA,20920,3.9,386.741748437558
"CC Champagne Boischauts","CC",0,0,24,36,0,0,10197,"Autres retraités",75,NA,22.8,58,NA,21040,3.1,443.119156614691
"CC Champagnole Nozeroy Jura","CC",0,0,27,39,0,0,23024,NA,NA,NA,24.3,176,NA,22030,3.8,535.851456740792
"CC Champsaur-Valgaudemar","CC",0,0,93,5,0,0,11474,"Cadres supérieurs (secteur privé)",66,NA,25.2,148,NA,20800,6.3,823.058012027192
"CC Charlieu-Belmont","CC",0,0,84,42,0,0,24277,"Agriculteurs propriétaires exploit.",61,NA,23.7,181,200035731,20980,3.7,517.953495901471
"CC Châteaubriant-Derval","CC",0,0,52,44,0,0,45779,"Notaires",61,"Les Républicains",20.4,289,244400404,19660,3.7,473.135417331091
"CC Chavanon Combrailles et Volcans","CC",0,0,84,63,0,0,13224,"Fonctionnaires de catégorie B",44,NA,27.8,84,NA,19650,3,418.083018753781
"CC Chinon,Vienne et Loire","CC",0,0,24,37,0,0,24389,"Fonctionnaires de catégorie A",54,NA,24,163,243700754,21520,5.4,1488.23326909672
"CC Cingal-Suisse Normande","CC",0,0,28,14,0,0,24474,"Autres retraités",74,NA,16.8,204,200065597,21700,5.4,522.043372150037
"CC Cluses-Arve et Montagnes","CC",1,1,84,74,0,1,46886,"Retraités salariés privés",71,NA,15.2,472,200000172,23000,4.6,572.684125965107
"CC Cœur Côte Fleurie","CC",47,1,28,14,47,47,21555,"Retr.artis.commerc.chefs d'entrep.",71,"Union pour la démocratie française",35.8,311,241400878,21580,7.7,1012.02568731153
"CC Cœur Côte Fleurie","CC",47,1,28,14,47,47,21555,"Retr.artis.commerc.chefs d'entrep.",71,"républicains indépendants",35.8,311,241400878,21580,7.7,1012.02568731153
"CC Cœur d'Astarac en Gascogne","CC",0,0,76,32,0,0,8250,"Médecins",66,NA,31.3,74,NA,19250,4.4,517.581273939394
"CC Cœur d'Ostrevent","CC",1,1,32,59,0,1,72119,"Cadres supérieurs (secteur privé)",52,NA,17,416,200044618,18730,3.5,389.754261983666
"CC Cœur d'Yvelines","CC",0,0,11,78,0,0,50521,"Sans profession déclarée",70,NA,18.1,676,200054781,30760,17.6,352.900550068288
"CC Cœur de Beauce","CC",0,0,24,28,0,0,25308,"Agriculteurs propriétaires exploit.",69,NA,18.9,153,NA,22030,3.4,840.57277224593
"CC Cœur de Berry","CC",0,0,24,18,0,0,8576,"Salariés du secteur médical",50,NA,21.6,36,NA,22200,4.5,411.430679804104
"CC Cœur de Brenne","CC",0,0,24,36,0,0,4900,"Retraités salariés privés",69,NA,32.8,23,NA,19290,2.7,634.918371428571
"CC Cœur de Charente","CC",0,0,75,16,0,0,22539,"Retraités fonct.publique (sf enseig.)",73,NA,26.6,168,200071827,20120,3.6,462.677971072363
"CC Cœur de France","CC",0,0,24,18,0,0,19260,"Grands corps de l'état",59,NA,31,100,NA,19690,3.3,429.609814122534
"CC Cœur de Garonne","CC",1,1,76,31,1,0,35339,"Retraités salariés privés",68,NA,19.6,391,243100518,21620,6,750.064544271202
"CC Cœur de l'Avesnois","CC",0,0,32,59,0,0,30997,"Retraités fonct.publique (sf enseig.)",73,"Les Républicains",20.1,176,200043396,19270,4.1,352.956947769139
"CC Cœur de Loire","CC",0,0,27,58,0,0,26522,"Agriculteurs propriétaires exploit.",65,NA,30.9,173,NA,20470,4.1,578.228124198778
"CC Cœur de Lozère","CC",0,0,76,48,0,0,16108,"Autres cadres (secteur privé)",56,NA,18.7,100,NA,21900,7.3,713.579995033524
"CC Cœur de Maurienne Arvan","CC",0,0,84,73,0,0,15341,"Retraités des entreprises publiques",68,NA,23.7,148,NA,22590,4.6,1057.32675314517
"CC Cœur de Nacre","CC",0,0,28,14,0,0,24442,"Professeurs du secondaire et techn.",52,NA,26.4,225,200065597,24230,9.9,644.606640209475
"CC Cœur de Saintonge","CC",0,0,75,17,0,0,17727,"Cadres supérieurs (secteur privé)",66,NA,20.7,155,200036473,20790,4.3,288.462905737011
"CC Cœur de Savoie","CC",0,0,84,73,0,0,37381,"Retraités fonct.publique (sf enseig.)",56,"Parti socialiste",18.4,385,200069110,23640,7.5,526.503027741366
"CC Cœur de Sologne","CC",0,0,24,41,0,0,10809,"Industriels-Chefs entreprise",55,NA,25,52,NA,21380,4.9,153.202504394486
"CC Cœur de Tarentaise","CC",0,0,84,73,0,0,9755,"Permanents politiques",46,NA,18.9,206,NA,22320,5.5,1539.47182265505
"CC Cœur du Perche","CC",0,0,28,61,0,0,11843,"Artisans",65,NA,24,99,NA,20860,5,693.462234231191
"CC Cœur du Var","CC",0,0,93,83,0,0,43451,"Médecins",62,NA,21.1,604,248300543,20740,4.7,378.742074981013
"CC Cœur et Coteaux du Comminges","CC",0,0,76,31,0,0,45524,"Retraités salariés privés",68,NA,29,432,NA,19900,5.2,636.954353527809
"CC Cœur Haute Lande","CC",0,0,75,40,0,0,15989,"Ingénieurs",69,NA,24.3,140,NA,20100,4.6,813.488302583026
"CC Combrailles Sioule et Morge","CC",3,1,84,63,3,0,19098,"Cadres (entreprises publiques)",65,NA,20.2,146,NA,22250,5.7,940.342157293957
"CC Commentry Montmarault Néris Communauté","CC",0,0,84,3,0,0,26995,"Enseignants 1er deg.-directeurs école",64,NA,26.4,135,200071082,20280,3.5,255.526364141508
"CC Communauté Bray-Eawy","CC",0,0,28,76,0,0,26122,"Fonctionnaires de catégorie B",38,NA,20.3,161,200023414,20520,3.6,384.960158869918
"CC Communauté Lesneven Côte des Légendes","CC",0,0,53,29,0,0,28248,"Fonctionnaires de catégorie A",66,NA,22,173,242900314,21500,5,473.625163551402
"CC Comtal Lot et Truyère","CC",0,0,76,12,0,0,19651,"Retraités de l'enseignement",74,NA,28.4,163,241200187,21330,5,529.561909317592
"CC Conflent-Canigó","CC",0,0,76,66,0,0,21511,"Grands corps de l'état",56,"La République en marche",29.3,200,NA,18460,6.4,676.509511412766
"CC Conques-Marcillac","CC",0,0,76,12,0,0,12227,"Agriculteurs propriétaires exploit.",61,NA,25.6,98,NA,22090,6.1,837.704937433549
"CC Convergence Garonne","CC",0,0,75,33,0,0,32846,"Fonctionnaires de catégorie B",68,NA,18.8,339,243300316,21360,5.7,442.132475187237
"CC Côte Landes Nature","CC",0,0,75,40,0,0,11784,"Industriels-Chefs entreprise",66,NA,27.5,170,NA,21710,5.2,623.090392057026
"CC Côte Ouest Centre Manche","CC",0,0,28,50,0,0,22616,"Autres retraités",74,NA,27.4,120,NA,19740,2.9,530.741121772197
"CC Coteaux et Plaines du Pays Lafrançaisain","CC",0,0,76,82,0,0,11254,"Professeurs du secondaire et techn.",47,NA,20.9,84,NA,20330,4.1,568.664808068242
"CC Coteaux et Vallées des Luys","CC",0,0,75,40,0,0,7798,"Employés (secteur privé)",56,NA,26.8,52,NA,20750,3.8,337.561059245961
"CC Côtes de Champagne et Val de Saulx","CC",0,0,44,51,0,0,12251,"Agriculteurs propriétaires exploit.",66,NA,20.8,72,NA,20780,2.9,690.621081544364
"CC Côtes de Meuse Woëvre","CC",0,0,44,55,0,0,6196,"Autres professions libérales",57,NA,18.3,51,NA,21010,4.1,649.013369916075
"CC Couesnon Marches de Bretagne","CC",0,0,53,35,0,0,22424,"Retraités agricoles",73,NA,22,124,200072452,20340,3.1,734.900558776311
"CC Couserans-Pyrénées","CC",0,0,76,9,0,0,30819,"Professeurs du secondaire et techn.",52,NA,28.5,386,NA,19220,6.2,1086.46215516402
"CC Coutances Mer et Bocage","CC",0,0,28,50,0,0,50606,"Retraités salariés privés",72,NA,26.3,329,200042604,20610,5,691.079111567798
"CC Creuse Confluence","CC",0,0,75,23,0,0,17242,"Commercants",43,NA,30.6,110,NA,18960,3.6,539.269401461547
