"nom","type","nb_publi","ouvre_data","code_region","code_departement","nb_ptf","nb_datagouv","pop_insee","CSP_chef","age_chef","partis_po_chef","part_plus65","nb_crea_entps","flux_migration_res","niveau_vie","part_diplomes","depenses_hab"
"CC des Grands Lacs","CC",0,0,75,40,0,0,29920,"Retraités fonct.publique (sf enseig.)",69,NA,25.8,406,243300316,22040,5.7,384.107338235294
"CC des Hautes-Vosges","CC",0,0,44,88,0,0,37772,"Employés (secteur privé)",51,NA,26.8,306,200068757,20640,3.8,289.706227893678
"CC des Hautes Terres de l'Aubrac","CC",0,0,76,48,0,0,5270,"Agents d'assurances",68,NA,29.4,28,NA,19450,3.6,555.03720683112
"CC des Hauts de Flandre","CC",0,0,32,59,0,0,54566,"Retraités agricoles",68,NA,17.8,310,245900428,21770,4.8,567.956078876956
"CC des Hauts du Perche","CC",0,0,28,61,0,0,8520,"Retr.artis.commerc.chefs d'entrep.",76,NA,27.9,58,NA,19620,3.6,1000.29665023474
"CC des Hauts du Val de Saône","CC",0,0,27,70,0,0,8931,"Permanents politiques",37,NA,29.3,47,NA,19130,2.3,363.361603403874
"CC des Hauts Tolosans","CC",0,0,76,31,0,0,33629,"Retraités salariés privés",78,NA,13.9,413,243100518,23770,10.7,422.719995539564
"CC des Lacs de Champagne","CC",0,0,44,10,0,0,9757,"Retraités fonct.publique (sf enseig.)",67,NA,25.9,54,200069250,20720,3.1,409.136862765194
"CC des Lacs et Montagnes du Haut-Doubs","CC",0,0,27,25,0,0,16124,"Artisans",69,NA,12.4,156,242500338,32500,7.5,679.856341478541
"CC des Landes d'Armagnac","CC",0,0,75,40,0,0,11303,"Retr.artis.commerc.chefs d'entrep.",70,NA,29.9,77,NA,20290,3.6,497.571577457312
"CC des Lisières de l'Oise","CC",0,0,32,60,0,0,16936,"Autres retraités",75,NA,18.9,122,NA,22850,6.9,508.482972957015
"CC des Loges","CC",0,0,24,45,0,0,42813,"Retraités fonct.publique (sf enseig.)",68,NA,18.5,341,244500468,23670,7.6,248.782173405274
"CC des Luys en Béarn","CC",0,0,75,64,0,0,29067,"Retraités de l'enseignement",74,NA,19.2,255,200067254,22770,7.4,695.91807100836
"CC des Montagnes du Giffre","CC",0,0,84,74,0,0,12382,"Professeurs du secondaire et techn.",46,NA,18.3,201,NA,25310,7.4,807.751500565337
"CC des Monts d'Alban et du Villefranchois","CC",0,0,76,81,0,0,6505,"Retraités salariés privés",72,NA,25.5,57,NA,19250,3.9,600.073239046887
"CC des Monts de Gy","CC",0,0,27,70,0,0,6306,"Retraités salariés privés",67,NA,18.8,39,NA,21130,4.2,773.483112908341
"CC des Monts du Pilat","CC",0,0,84,42,0,0,15549,"Sans profession déclarée",37,"Parti socialiste",22.3,124,244200770,22350,7.2,473.150850858576
"CC des Pays d'Oise et d'Halatte","CC",0,0,32,60,0,0,34628,"Retraités salariés privés",73,NA,16,297,NA,23400,6.7,488.574820376574
"CC des Pays de Cayres et de Pradelles","CC",0,0,84,43,0,0,5371,"Autres cadres (secteur privé)",60,NA,28.5,23,NA,18870,2.8,587.581826475517
"CC des Pays de L'Aigle","CC",0,0,28,61,0,0,26743,"Vétérinaires",65,NA,23.2,177,NA,19980,3.6,888.742206184796
"CC des Pays du Sel et du Vermois","CC",0,0,44,54,0,0,29737,"Industriels-Chefs entreprise",53,NA,20.7,218,245400676,22030,4.8,382.534278171974
"CC des Paysages de la Champagne","CC",0,0,44,51,0,0,22125,"Enseignants 1er deg.-directeurs école",62,"Les Républicains",20.9,141,200067684,23420,3.8,638.722495367232
"CC des Portes d'Ariège Pyrénées","CC",0,0,76,9,0,0,41004,"Retr.artis.commerc.chefs d'entrep.",95,NA,21,403,200067791,19860,5,546.404964393718
"CC des Portes de l'Entre-deux-Mers","CC",0,0,75,33,0,0,21275,"Sans profession déclarée",61,NA,20,358,243300316,24830,12,676.026643948296
"CC des Portes de la Thiérache","CC",0,0,32,2,0,0,7177,"Autres retraités",68,NA,22.7,37,NA,17970,2.6,477.996176675491
"CC des Portes de Meuse","CC",0,0,44,55,0,0,17343,"Représentants de commerce",45,NA,21.7,91,200033025,21020,2.6,854.066463702935
"CC des Portes de Romilly-sur-Seine","CC",0,0,44,10,0,0,19030,"Notaires",50,NA,23.1,134,NA,17940,2.9,553.091196531792
"CC des Portes de Rosheim","CC",0,0,44,67,0,0,18275,"Artisans",54,NA,19.4,161,NA,26150,10,520.965699589603
"CC des Portes de Sologne","CC",0,0,24,45,0,0,15738,"Cadres supérieurs (secteur privé)",72,NA,19.6,126,244500468,24090,8.6,349.702556233321
"CC des Portes de Vassivière","CC",0,0,75,87,0,0,5691,"Retraités de l'enseignement",72,NA,33.2,56,NA,18920,5.4,469.69881215955
"CC des Portes du Haut-Doubs","CC",0,0,27,25,0,0,26478,"Retraités salariés privés",75,NA,16.1,196,242500361,23510,4.1,305.886283707229
"CC des Portes du Luxembourg","CC",0,0,44,8,0,0,20778,"Professions rattachées à enseignt.",50,NA,20.4,133,200041630,19550,2.4,552.865593897391
"CC des Portes Euréliennes d'Île-de-France","CC",0,0,24,28,0,0,49427,"Autres cadres (secteur privé)",52,NA,17.1,403,200033181,24330,7.4,395.189497036033
"CC des Quatre Rivières","CC",0,0,27,70,0,0,9905,"Retraités fonct.publique (sf enseig.)",72,NA,27.9,76,NA,20430,2.8,413.788982332156
"CC des Quatre Rivières","CC",0,0,84,74,0,0,19414,"Industriels-Chefs entreprise",58,NA,14.1,195,NA,30200,8.4,364.171489131555
"CC des Quatre Vallées","CC",0,0,24,45,0,0,17763,NA,NA,NA,21.9,118,NA,21740,3.8,367.747172211901
"CC des Rives du Haut-Allier","CC",0,0,84,43,0,0,17656,"Professeurs du secondaire et techn.",58,NA,29.6,93,NA,19130,3.6,584.605981536022
"CC des Sablons","CC",0,0,32,60,0,0,38884,"Retraités des professions libérales",72,NA,13.8,333,200067999,22560,4.5,611.061759335459
"CC des Sept Vallées","CC",0,0,32,62,0,0,30420,"Agriculteurs propriétaires exploit.",58,NA,22.5,180,200069029,18980,3.2,495.577834648258
"CC des Sorgues du Comtat","CC",0,0,93,84,0,0,49245,"Retraités salariés privés",76,NA,19.9,682,248400251,20330,5.4,1152.31363488679
"CC des Sources de l'Orne","CC",0,0,28,61,0,0,12723,"Agriculteurs propriétaires exploit.",73,NA,23.7,69,NA,20090,4,778.291663915743
"CC des Sources du Lac d'Annecy","CC",0,0,84,74,0,0,15643,"Retraités salariés privés",69,NA,22.9,183,200066793,23670,6.3,636.583377229432
"CC des Sucs","CC",0,0,84,43,0,0,18495,"Médecins",71,NA,22.5,139,NA,20770,4.4,479.001745336577
"CC des Terres d'Apcher-Margeride-Aubrac","CC",0,0,76,48,0,0,11417,"Retraités des professions libérales",78,NA,26.3,48,NA,20700,4.1,552.831771919068
"CC des Terres d'Auxois","CC",0,0,27,21,0,0,16540,"Retraités des professions libérales",68,NA,24.8,137,NA,21030,6.2,617.439646916566
"CC des Terres du Lauragais","CC",0,0,76,31,0,0,39773,"Retraités de l'enseignement",71,NA,15.7,453,243100518,23920,12.9,584.638629220828
"CC des Trois Forêts","CC",0,0,44,52,0,0,7854,"Retraités des professions libérales",71,NA,25.9,36,200068658,20710,2.9,186.955998217469
"CC des Trois Rivières","CC",0,0,32,2,0,0,22079,"Autres professions",64,NA,21,88,NA,17550,2.3,402.733621087912
"CC des Vallées d'Aigueblanche","CC",0,0,84,73,0,0,7327,"Retraités salariés privés",67,NA,19.5,90,NA,22970,3.9,1814.8078626996
"CC des Vallées d'Auge et du Merlerault","CC",0,0,28,61,0,0,15406,"Retraités des professions libérales",80,NA,30.1,108,NA,19130,3.3,893.582234843567
"CC des Vallées de la Braye et de l'Anille","CC",0,0,52,72,0,0,16053,"Retraités de l'enseignement",73,NA,27.4,61,NA,20700,2.2,489.649165887996
"CC des Vallées de la Tille et de l'Ignon","CC",0,0,27,21,0,0,13707,"Ingénieurs",61,NA,17.8,123,242100410,23350,7.5,540.623768877216
"CC des Vallées de Thônes","CC",0,0,84,74,0,0,19124,"Agriculteurs propriétaires exploit.",67,NA,16.9,263,200066793,24820,7.8,544.479363103953
"CC des Vallées du Clain","CC",0,0,75,86,0,0,26765,NA,NA,NA,17.8,207,200069854,22430,6.5,459.084110965814
"CC des Vallées du Haut-Anjou","CC",0,0,52,49,0,0,36918,"Autres cadres (secteur privé)",52,NA,15.9,271,244900015,20820,4.9,652.580870307167
"CC des Vallons du Lyonnais (CCVL)","CC",0,0,84,69,0,0,29804,"Agents généraux d'assurances",57,NA,17.7,401,200046977,26270,13.2,587.883894443699
"CC des Vals d'Aix et Isable","CC",0,0,84,42,0,0,6190,"Sans profession déclarée",65,NA,25,53,NA,20360,4.3,727.663505654281
"CC des Vals de Saintonge Communauté","CC",0,0,75,17,0,0,54269,"Retraités salariés privés",73,NA,27.8,469,200036473,19480,3.7,499.234211243988
"CC des Vosges côté Sud Ouest","CC",0,0,44,88,0,0,12595,"Cadres supérieurs (secteur privé)",67,NA,27.7,55,NA,19690,2.3,538.488402540691
"CC des Vosges du Sud","CC",0,0,27,90,0,0,15900,"Professeurs du secondaire et techn.",52,NA,21.5,102,200069052,22910,6,762.728762893082
"CC Dieulefit-Bourdeaux","CC",0,0,84,26,0,0,9715,"Fonctionnaires de catégorie A",64,NA,28.9,133,NA,20410,9.5,484.096363355636
"CC Dombes Saône Vallée","CC",0,0,84,1,0,0,38793,"Retraités salariés privés",71,NA,15.4,472,200046977,25550,9.6,578.352897945506
"CC Dômes Sancy Artense","CC",0,0,84,63,0,0,12653,"Agriculteurs propriétaires exploit.",63,NA,23,81,NA,20810,5.2,444.678997075792
"CC Domfront Tinchebray Interco","CC",0,0,28,61,0,0,16530,"Autres professions",48,"Les Républicains",26,92,200035814,19840,3.3,805.368639443436
"CC Douarnenez Communauté","CC",0,0,53,29,0,0,18949,"Employés (secteur privé)",50,NA,28.4,120,NA,20710,6.6,1570.48828856404
"CC Drôme Sud Provence","CC",0,0,84,26,0,0,43196,NA,NA,NA,19.3,409,200040459,21650,6.5,197.486839059172
"CC Dronne et Belle","CC",0,0,75,24,0,0,11565,"Retraités fonct.publique (sf enseig.)",71,NA,30.7,118,NA,20430,4.6,772.303277129269
"CC du Barséquanais en Champagne","CC",0,0,44,10,0,0,19581,"Sans profession déclarée",47,NA,22.9,97,200069250,21950,3.4,228.4771257852
"CC du Bas Armagnac","CC",0,0,76,32,0,0,8930,"Autres professions",72,NA,29.4,75,NA,20140,4.5,505.051913773796
"CC du Bassin d'Aubenas","CC",0,0,84,7,0,0,41173,NA,NA,NA,26,479,200039824,20080,5.9,532.529059092123
"CC du Bassin de Joinville en Champagne","CC",0,0,44,52,0,0,13159,"Commercants",67,NA,25.3,60,NA,18840,2.8,614.109338855536
"CC du Bassin de Marennes","CC",0,0,75,17,0,0,15775,"Grands corps de l'état",42,NA,28.7,131,NA,20020,3.1,390.563239936609
"CC du Bassin de Pompey","CC",2,1,44,54,2,0,41075,"Autres professions libérales",59,NA,21.3,317,245400676,22100,6.2,773.996138283627
"CC du Bassin de Pont-à-Mousson","CC",1,1,44,54,0,1,40960,"Cadres sup. (entreprises publiques)",64,NA,18.1,314,245400676,21410,5.2,496.905391357422
"CC du Bazadais","CC",0,0,75,33,0,0,16289,"Professeurs du secondaire et techn.",48,NA,25.9,143,200043974,19730,4.2,433.90327337467
"CC du Béarn des Gaves","CC",0,0,75,64,0,0,18331,"Autres retraités",78,NA,29.8,152,200039204,20350,5.1,444.826379902897
"CC du Bocage Bourbonnais","CC",0,0,84,3,0,0,14123,"Fonctionnaires de catégorie A",46,NA,28,84,NA,19900,4.2,232.262899525597
"CC du Bocage Mayennais","CC",0,0,52,53,0,0,19659,"Agriculteurs propriétaires exploit.",61,NA,28.8,140,200055887,19450,2.2,673.908165216949
"CC du Bonnevalais","CC",0,0,24,28,0,0,12977,"Autres retraités",68,"Union pour un mouvement populaire",22.6,74,NA,21770,3.3,670.655352546814
"CC du Bonnevalais","CC",0,0,24,28,0,0,12977,"Autres retraités",68,"Démocratie libérale",22.6,74,NA,21770,3.3,670.655352546814
"CC du Briançonnais","CC",1,1,93,5,1,0,21210,"Retraités des professions libérales",77,NA,21.3,301,NA,20820,8.5,833.850326261198
"CC du Canton d'Erstein","CC",0,0,44,67,0,0,48482,"Fonctionnaires de catégorie A",54,NA,18,347,246700488,23940,6.1,629.538160554433
"CC du Canton d'Oulchy-le-Château","CC",0,0,32,2,0,0,5842,"Agriculteurs propriétaires exploit.",69,NA,16.9,38,NA,21240,4.3,190.164394043136
"CC du Canton de Charly-sur-Marne","CC",0,0,32,2,0,0,16035,"Retraités des professions libérales",74,NA,18.8,118,200072031,21690,3.9,468.530490177736
"CC du Canton de la Chambre","CC",0,0,84,73,0,0,7546,NA,NA,NA,22.3,49,NA,23110,4.2,554.675898489266
"CC du Canton de Semur-en-Brionnais","CC",0,0,27,71,0,0,5335,"Retr.artis.commerc.chefs d'entrep.",75,NA,26.9,24,NA,21120,5.4,381.261996251172
"CC du Castelrenaudais","CC",0,0,24,37,0,0,17164,"Retraités salariés privés",65,NA,18.7,90,NA,21330,5.1,316.679606735027
"CC du Causse de Labastide-Murat","CC",0,0,76,46,0,0,3959,"Retraités de l'enseignement",68,NA,32,34,NA,20310,6.1,702.126370295529
"CC du Centre du Haut-Rhin","CC",0,0,44,68,0,0,15541,NA,NA,NA,16.9,118,200066009,24150,4.9,976.169489093366
"CC du Chaourçois et du Val d'Armance","CC",0,0,44,10,0,0,10835,"Industriels-Chefs entreprise",68,NA,25,63,200069250,20440,3.5,326.035277341947
"CC du Châtillonnais en Berry","CC",0,0,24,36,0,0,6397,"Médecins",74,NA,37.6,34,NA,19480,2.5,784.133296857902
"CC du Chemin des Dames","CC",0,0,32,2,0,0,5534,"Fonctionnaires de catégorie A",68,NA,18.6,33,NA,20990,3.9,289.678420672208
"CC du Civraisien en Poitou","CC",0,0,75,86,0,0,28346,"Agriculteurs propriétaires exploit.",63,NA,28.7,234,200069854,19560,3.9,479.128933535596
"CC du Clermontais","CC",0,0,76,34,0,0,27964,"Fonctionnaires de catégorie A",64,NA,21.7,317,243400694,19390,6.8,871.47600271778
"CC du Clermontois","CC",0,0,32,60,0,0,38340,"Professions rattachées à enseignt.",64,NA,16.1,256,200067999,22830,5.6,605.69875247783
"CC du Clunisois","CC",0,0,27,71,0,0,14438,NA,NA,NA,27.9,116,NA,21510,8.6,627.520474442444
"CC du Confluent et des Coteaux de Prayssas","CC",0,0,75,47,0,0,18789,"Industriels-Chefs entreprise",55,NA,24.5,154,243300316,19700,4.6,399.205824684656
"CC du Cordais et du Causse (4 C)","CC",0,0,76,81,0,0,4756,"Autres retraités",79,"Parti socialiste",32.2,53,NA,18280,8.4,933.288000420521
"CC du Créonnais","CC",0,0,75,33,0,0,17212,"Fonctionnaires de catégorie A",52,NA,15.7,225,243300316,22720,6.6,333.697214152917
"CC du Crestois et de Pays de Saillans Cœur de Drôme","CC",0,0,84,26,0,0,15608,NA,NA,NA,24.3,226,NA,20120,8.7,653.577600589441
"CC du Diois","CC",0,0,84,26,0,0,11920,"Enseignants 1er deg.-directeurs école",63,NA,26.8,176,NA,19160,8.4,573.440072147651
"CC du District Urbain de Faulquemont (DUF)","CC",0,0,44,57,0,0,25122,"Salariés du secteur médical",78,NA,18.8,174,200067502,21470,4.1,870.5755242417
"CC du Doubs Baumois","CC",0,0,27,25,0,0,16552,"Retraités salariés privés",72,NA,20.7,103,242500361,21730,5.1,561.993193571774
"CC du Fronsadais","CC",0,0,75,33,0,0,17256,"Retraités agricoles",72,NA,18.9,210,200070092,22280,6,372.540687876681
"CC du Frontonnais","CC",1,1,76,31,0,1,26317,"Sans profession déclarée",63,NA,14.5,357,243100518,23990,9.5,575.127327582931
"CC du Gâtinais en Bourgogne","CC",0,0,27,89,0,0,17798,"Retraités agricoles",72,"Union pour un mouvement populaire",20.3,144,248900334,22130,4,324.837049106641
"CC du Gâtinais en Bourgogne","CC",0,0,27,89,0,0,17798,"Retraités agricoles",72,"Union pour la démocratie française",20.3,144,248900334,22130,4,324.837049106641
"CC du Gâtinais en Bourgogne","CC",0,0,27,89,0,0,17798,"Retraités agricoles",72,"Parti républicain",20.3,144,248900334,22130,4,324.837049106641
"CC du Gâtinais en Bourgogne","CC",0,0,27,89,0,0,17798,"Retraités agricoles",72,"Les Républicains",20.3,144,248900334,22130,4,324.837049106641
"CC du Genevois","CC",0,0,84,74,0,0,45141,"Fonctionnaires de catégorie A",41,NA,12.4,408,200011773,37480,15.5,840.938447309541
"CC du Gévaudan","CC",0,0,76,48,0,0,10284,"Retraités de l'enseignement",64,NA,25,62,NA,20980,4.7,715.770188642552
"CC du Golfe de Saint-Tropez","CC",0,0,93,83,0,0,58463,"Agents d'assurances",55,NA,26.9,1334,200030195,21870,6.5,895.416843644698
"CC du Grand Armagnac","CC",0,0,76,32,0,0,13522,"Médecins",67,NA,30.8,120,NA,19340,4.4,519.324474929744
"CC du Grand Autunois Morvan","CC",1,1,27,71,0,1,38141,"Conseillers juridiques",51,NA,28.1,278,NA,20060,5.3,1059.21421331376
"CC du Grand Chambord","CC",0,0,24,41,0,0,21064,"Autres professions",67,NA,20.9,137,200030385,23280,5,709.36248955564
"CC du Grand Châteaudun","CC",0,0,24,28,0,0,41898,"Retr.artis.commerc.chefs d'entrep.",74,"Union pour un mouvement populaire",26.1,242,NA,20550,3.3,461.691684567282
"CC du Grand Cubzaguais","CC",0,0,75,33,0,0,34996,"Retraités des professions libérales",73,NA,16.2,437,243300316,21520,5.5,486.663737284261
"CC du Grand Langres","CC",0,0,44,52,0,0,22007,"Sans profession déclarée",65,NA,23.4,150,NA,21040,4.5,885.010394419957
"CC du Grand Pic Saint-Loup","CC",0,0,76,34,0,0,48793,"Autres cadres (secteur privé)",65,NA,19.9,742,243400017,26150,18.9,620.713335929334
"CC du Grand Pontarlier","CC",0,0,27,25,0,0,28052,"Cadres supérieurs (secteur privé)",59,NA,18.5,294,242500361,25300,6,685.871666191359
"CC du Grand Roye","CC",0,0,32,80,0,0,26253,"Fonctionnaires de catégorie A",53,NA,19.3,150,NA,19840,3,444.439251895022
"CC du Grand Saint-Émilionnais","CC",0,0,75,33,0,0,15268,"Salariés agricoles",64,NA,21.5,154,200070092,21550,6,388.098284647629
"CC du Guillestrois et du Queyras","CC",0,0,93,5,0,0,8187,"Administrateurs de sociétés",63,NA,22.4,130,NA,20850,7.3,1908.37994625626
"CC du Haut-Allier","CC",0,0,76,48,0,0,5443,"Retraités fonct.publique (sf enseig.)",76,NA,28.1,39,NA,19620,3.8,659.980389491089
"CC du Haut-Béarn","CC",0,0,75,64,0,0,33587,"Retraités fonct.publique (sf enseig.)",72,NA,25.7,257,200067254,21160,5.8,605.683735076071
"CC du Haut-Chablais","CC",0,0,84,74,0,0,12937,"Sans profession déclarée",61,NA,17.7,457,NA,24570,6.3,1165.3184749169
"CC du Haut-Jura - ARCADE","CC",0,0,27,39,0,0,9836,"Vétérinaires",59,NA,16.8,73,NA,24710,4.5,693.542153314355
"CC du Haut-Lignon","CC",0,0,84,43,0,0,8348,"Autres cadres (secteur privé)",44,NA,28,67,NA,20010,5.1,781.711146382367
"CC du Haut-Poitou","CC",0,0,75,86,0,0,42323,"Retraités de l'enseignement",66,NA,17.7,316,200069854,21590,5.7,407.040452000095
"CC du Haut Pays Bigouden","CC",0,0,53,29,0,0,18465,"Agents technique et techniciens",61,"Parti socialiste",23.4,116,200068120,21270,4.5,600.528223666396
"CC du Haut Pays du Montreuillois","CC",0,0,32,62,0,0,16483,"Agriculteurs propriétaires exploit.",46,NA,19.1,84,NA,18840,3.1,824.283507249894
"CC du Haut Val d'Oise","CC",0,0,11,95,0,0,38498,NA,NA,NA,12.2,506,200067973,21470,5.4,252.079142812614
"CC du Haut Vallespir","CC",0,0,76,66,0,0,9872,"Retraités fonct.publique (sf enseig.)",67,NA,36.5,104,NA,18070,4.9,1193.23785149919
"CC du Jovinien","CC",0,0,27,89,0,0,22401,"Cadres supérieurs (secteur privé)",40,NA,23.1,180,248900383,19860,4.6,417.090407571091
"CC du Kochersberg","CC",0,0,44,67,0,0,25419,"Retraités fonct.publique (sf enseig.)",68,NA,18.4,260,246700488,27360,12.7,512.615647350407
"CC du Kreiz-Breizh (CCKB)","CC",0,0,53,22,0,0,19356,"Architectes",68,NA,28.7,125,NA,19420,4.3,516.078959495764
"CC du Lac d'Aiguebelette (CCLA)","CC",0,0,84,73,0,0,5892,"Retr.artis.commerc.chefs d'entrep.",72,NA,18.4,74,NA,24650,10.5,1125.97010862186
"CC du Lautrécois et du Pays d'Agout","CC",0,0,76,81,0,0,14890,"Agriculteurs propriétaires exploit.",69,NA,21.5,141,NA,20830,5.3,619.752981867025
"CC du Liancourtois","CC",0,0,32,60,0,0,23934,"Professeurs du secondaire et techn.",49,NA,16,200,246000376,22160,4.4,787.671492855352
"CC du Limouxin","CC",0,0,76,11,0,0,29425,NA,NA,NA,27.8,297,200035715,19100,5.3,662.511302973662
"CC du Massif du Vercors","CC",0,0,84,38,0,0,12288,"Industriels-Chefs entreprise",51,NA,18.9,185,200040715,24180,15.6,1102.90910970052
"CC du Minervois au Caroux","CC",0,0,76,34,0,0,15173,NA,NA,NA,29.7,146,NA,17670,6.1,503.267332762143
"CC du Mont des Avaloirs","CC",0,0,52,53,0,0,16815,"Retraités agricoles",67,NA,27.3,93,NA,19500,2.6,1108.67861195361
"CC du Montbardois","CC",0,0,27,21,0,0,11259,"Employés (autres entrep. publiques)",56,NA,27.5,70,NA,20750,4.2,396.355782041034
"CC du Nivernais Bourbonnais","CC",0,0,27,58,0,0,5668,"Vétérinaires",72,NA,25.2,31,NA,19880,3.3,240.713292166549
"CC du Nogentais","CC",0,0,44,10,0,0,17118,"Retraités de l'enseignement",72,NA,19.5,93,NA,20690,4.3,228.971223273747
"CC du Nord Est Béarn","CC",0,0,75,64,0,0,34837,"Cadres supérieurs (secteur privé)",71,NA,19.7,293,200067254,23160,8.8,382.433469873985
"CC du Pays Arnay Liernais","CC",0,0,27,21,0,0,7432,"Retr.artis.commerc.chefs d'entrep.",76,NA,30.1,56,NA,20320,4.4,458.451727664155
"CC du Pays Beaume-Drobie","CC",0,0,84,7,0,0,8912,"Retraités de l'enseignement",71,NA,30.1,114,NA,19340,6.2,721.123030745063
"CC du Pays Bellegardien (CCPB)","CC",0,0,84,1,0,0,22203,"Agents généraux d'assurances",58,NA,16.4,198,240100750,23330,5.5,453.49957528262
"CC du Pays Bigouden Sud","CC",0,0,53,29,0,0,38565,"Employés (secteur privé)",65,"La République en marche",30.3,293,200068120,22120,6.3,722.462625178271
"CC du Pays Châtillonnais","CC",0,0,27,21,0,0,21021,"Fonctionnaires de catégorie B",39,NA,28,118,NA,19980,3.7,355.997513914657
"CC du Pays d'Alésia et de la Seine","CC",0,0,27,21,0,0,7763,"Autres cadres (secteur privé)",51,NA,24.6,50,NA,20820,4.2,455.017566662373
"CC du Pays d'Étain","CC",0,0,44,55,0,0,7893,"Agriculteurs propriétaires exploit.",54,NA,19.4,51,NA,20150,2.9,920.024396300519
"CC du Pays d'Huriel","CC",0,0,84,3,0,0,7747,"Retraités fonct.publique (sf enseig.)",67,NA,23.5,39,NA,20370,3.4,195.440413063121
"CC du Pays d'Iroise","CC",0,0,53,29,0,0,49068,"Industriels-Chefs entreprise",70,NA,20.9,309,242900314,23440,9.1,676.201937515285
"CC du Pays d'Olmes","CC",0,0,76,9,0,0,15542,"Artisans",53,NA,31.3,159,NA,18460,3,597.44887916613
"CC du Pays d'Othe","CC",0,0,44,10,0,0,8029,"Retraités de l'enseignement",74,NA,23.9,57,NA,20390,4.1,459.43984182339
"CC du Pays d'Urfé","CC",0,0,84,42,0,0,5363,"Fonctionnaires de catégorie B",64,NA,27.2,34,NA,19440,2.9,503.347945179937
"CC du Pays d'Uzerche","CC",0,0,75,19,0,0,9937,"Cadres supérieurs (secteur privé)",65,NA,28.5,80,NA,20870,4.8,430.718234879742
"CC du Pays de Barr","CC",0,0,44,67,0,0,24640,"Retraités salariés privés",68,NA,18.7,191,246700488,23850,7.3,396.883229301948
"CC du Pays de Bitche","CC",0,0,44,57,0,0,35428,"Fonctionnaires de catégorie A",60,NA,21.1,197,200070746,21870,3.4,808.498103477475
"CC du Pays de Bray","CC",0,0,32,60,0,0,18731,NA,NA,NA,15.8,114,200067999,21840,4,458.973594041963
"CC du Pays de Château-Gontier","CC",0,0,52,53,0,0,31400,"Cadres supérieurs (secteur privé)",50,NA,21.4,206,NA,20920,4.6,1123.51104394904
"CC du Pays de Conches","CC",0,0,28,27,0,0,19193,"Retraités de l'enseignement",76,"Parti socialiste",17.7,132,200071454,21650,4.3,784.463975928724
"CC du Pays de Conches","CC",0,0,28,27,0,0,19193,"Retraités de l'enseignement",76,"La République en marche",17.7,132,200071454,21650,4.3,784.463975928724
"CC du Pays de Craon","CC",0,0,52,53,0,0,29430,NA,NA,NA,21.7,150,200083392,20020,2.6,847.680958205912
"CC du Pays de Cruseilles","CC",0,0,84,74,0,0,15659,"Professeurs du secondaire et techn.",59,NA,11.8,184,200066793,35010,14.5,1410.98546011878
"CC du Pays de Dol et de la Baie du Mont-Saint-Michel","CC",0,0,53,35,0,0,24141,NA,NA,NA,23.8,145,243500782,20350,3.2,809.586230479268
"CC du Pays de Duras","CC",0,0,75,47,0,0,5839,"Retraités agricoles",73,NA,30.1,74,NA,18680,5.1,609.876424045213
"CC du Pays de Falaise","CC",0,0,28,14,0,0,28902,"Retraités fonct.publique (sf enseig.)",80,"Union des démocrates et indépendants",19.4,175,200065597,20630,4.4,557.145223167947
"CC du Pays de Fayence","CC",0,0,93,83,0,0,28187,"Retraités fonct.publique (sf enseig.)",75,NA,24.6,550,NA,22710,8.7,474.044355553979
"CC du Pays de Fénelon","CC",0,0,75,24,0,0,9961,"Architectes",67,NA,28.2,110,NA,20430,4.1,343.611164541713
"CC du Pays de l'Arbresle (CCPA)","CC",0,0,84,69,0,0,38336,"Professeurs du secondaire et techn.",67,NA,17.7,474,200046977,25570,11.9,631.982376617279
"CC du Pays de l'Huisne Sarthoise","CC",0,0,52,72,0,0,29548,"Cadres supérieurs (secteur privé)",62,NA,22.1,127,200072684,21100,3.6,301.646187559226
"CC du Pays de l'Ourcq","CC",0,0,11,77,0,0,18337,"Agriculteurs propriétaires exploit.",58,NA,13.4,165,NA,22630,4.2,549.09731526422
"CC du Pays de l'Ozon","CC",0,0,84,69,0,0,25971,"Administrateurs de sociétés",64,NA,18.3,354,200046977,26620,10.8,467.967047861076
"CC du Pays de la Châtaigneraie","CC",0,0,52,85,0,0,15995,"Professions rattachées à enseignt.",66,NA,24.8,101,NA,19660,2.2,404.19635948734
"CC du Pays de la Serre","CC",0,0,32,2,0,0,14879,"Sans profession déclarée",37,NA,19.3,56,NA,19660,2.7,387.240504738222
"CC du Pays de la Zorn","CC",0,0,44,67,0,0,16092,"Retraités fonct.publique (sf enseig.)",62,NA,18.3,106,NA,24760,6.1,395.062632363908
"CC du Pays de Lalbenque-Limogne","CC",0,0,76,46,0,0,8486,"Retraités de l'enseignement",74,NA,27.9,106,NA,20960,6.5,680.846613245345
"CC du Pays de Lamastre","CC",0,0,84,7,0,0,6816,"Fonctionnaires de catégorie C",58,NA,28,60,NA,18830,4.6,516.952356220657
"CC du Pays de Landerneau-Daoulas","CC",0,0,53,29,0,0,49653,"Commercants",52,NA,17.8,326,242900314,22910,8.3,477.788948704006
"CC du Pays de Landivisiau","CC",0,0,53,29,0,0,34026,"Retraités salariés privés",73,NA,17.7,198,242900314,20710,4.3,418.233410039382
"CC du Pays de Lapalisse","CC",2,1,84,3,2,0,8700,"Fonctionnaires de catégorie C",60,NA,26.6,51,NA,19600,2.6,696.385732183908
