rentrée;Rentrée universitaire;Niveau géographique;Unité géographique;regroupement;Regroupements de formations ou d’établissements;secteur;Secteur de l’établissement d’inscription;sexe;Sexe de l’étudiant;Nombre total d’étudiants inscrits;Nombre total d’étudiants inscrits hors doubles inscriptions université/CPGE (voir documentation);A des effectifs en formations de DUT;Nombre d’étudiants inscrits en DUT;A des effectifs en formations d'ingénieurs;Nombre d’étudiants inscrits dans les formations d’Ingénieur;diffusable;Données diffusables;secret;Données soumises au secret statistique;niveau_geo;Identifiant de l’unité géographique;Identifiant de la région;Identifiant de l'académie;Identifiant du département;Identifiant de l'unité urbaine
2018;2018-19;Commune;Bourg-en-Bresse;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;671;671;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;01053;R84;A10;D001;UU01501
2018;2018-19;Commune;Misérieux;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;22;22;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;01250;R84;A10;D001;UU00758
2018;2018-19;Commune;Montluel;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;18;18;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;01262;R84;A10;D001;UU00758
2018;2018-19;Commune;Montluel;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;9;9;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;01262;R84;A10;D001;UU00758
2018;2018-19;Commune;Oyonnax;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;9;9;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;01283;R84;A10;D001;UU01401
2018;2018-19;Commune;Saint-Genis-Pouilly;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;18;18;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;01354;R84;A10;D001;UU00652
2018;2018-19;Commune;Château-Thierry;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;44;44;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;02168;R32;A20;D002;UU02401
2018;2018-19;Commune;Crézancy;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;31;31;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;02239;R32;A20;D002;CR02239
2018;2018-19;Commune;Cuffies;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;206;206;oui;149;non;;oui;Données diffusables;non;Autres données;COMMUNE;02245;R32;A20;D002;UU02404
2018;2018-19;Commune;Hirson;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;58;58;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;02381;R32;A20;D002;UU02302
2018;2018-19;Commune;Saint-Quentin;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;760;760;oui;41;non;;oui;Données diffusables;non;Autres données;COMMUNE;02691;R32;A20;D002;UU02501
2018;2018-19;Commune;Soissons;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;526;526;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;02722;R32;A20;D002;UU02404
2018;2018-19;Commune;Soissons;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;414;414;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;02722;R32;A20;D002;UU02404
2018;2018-19;Commune;Cusset;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;272;272;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;03095;R84;A06;D003;UU03502
2018;2018-19;Commune;Gannat;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;1;1;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;03118;R84;A06;D003;UU03202
2018;2018-19;Commune;Montluçon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;1070;1070;oui;547;non;;oui;Données diffusables;non;Autres données;COMMUNE;03185;R84;A06;D003;UU03501
2018;2018-19;Commune;Moulins;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;39;39;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;03190;R84;A06;D003;UU03401
2018;2018-19;Commune;Manosque;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;33;33;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;04112;R93;A02;D004;UU04401
2018;2018-19;Commune;Cannes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;259;259;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;06029;R93;A23;D006;UU06701
2018;2018-19;Commune;Drap;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;16;16;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;06054;R93;A23;D006;UU06701
2018;2018-19;Commune;Grasse;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;19;19;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;06069;R93;A23;D006;UU06701
2018;2018-19;Commune;Mougins;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;254;254;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;06085;R93;A23;D006;UU06701
2018;2018-19;Commune;Valbonne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;1043;1043;non;;oui;14;oui;Données diffusables;non;Autres données;COMMUNE;06152;R93;A23;D006;UU06701
2018;2018-19;Commune;Aubenas;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;139;139;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;07019;R84;A08;D007;UU07402
2018;2018-19;Commune;Aubenas;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;22;22;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;07019;R84;A08;D007;UU07402
2018;2018-19;Commune;Privas;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;12;12;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;07186;R84;A08;D007;UU07301
2018;2018-19;Commune;Le Teil;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;13;13;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;07319;R84;A08;D007;UU00551
2018;2018-19;Commune;Tournon-sur-Rhône;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;56;56;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;07324;R84;A08;D007;UU00457
2018;2018-19;Commune;Tournon-sur-Rhône;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;13;13;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;07324;R84;A08;D007;UU00457
2018;2018-19;Commune;Charleville-Mézières;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;814;814;oui;171;oui;11;oui;Données diffusables;non;Autres données;COMMUNE;08105;R44;A19;D008;UU08501
2018;2018-19;Commune;Ferrières-sur-Ariège;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;7;7;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;09121;R76;A16;D009;UU09301
2018;2018-19;Commune;Les Loges-Margueron;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;10;10;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;10202;R44;A19;D010;CR10202
2018;2018-19;Commune;Saint-Pouange;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;6;6;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;10360;R44;A19;D010;CR10360
2018;2018-19;Commune;Troyes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;675;675;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;10387;R44;A19;D010;UU10601
2018;2018-19;Commune;Narbonne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;67;67;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;11262;R76;A11;D011;UU11502
2018;2018-19;Commune;Souilhanels;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;37;37;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;11382;R76;A11;D011;CR11382
2018;2018-19;Commune;Decazeville;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;37;37;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;12089;R76;A16;D012;UU12302
2018;2018-19;Commune;Decazeville;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;75;75;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;12089;R76;A16;D012;UU12302
2018;2018-19;Commune;Millau;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;179;179;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;12145;R76;A16;D012;UU12401
2018;2018-19;Commune;Millau;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;51;51;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;12145;R76;A16;D012;UU12401
2018;2018-19;Commune;Rignac;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;3;3;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;12199;R76;A16;D012;CR12199
2018;2018-19;Commune;Rodez;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;1055;1055;oui;236;non;;oui;Données diffusables;non;Autres données;COMMUNE;12202;R76;A16;D012;UU12402
2018;2018-19;Commune;Saint-Affrique;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;40;40;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;12208;R76;A16;D012;UU12202
2018;2018-19;Commune;Saint-Affrique;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;9;9;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;12208;R76;A16;D012;UU12202
2018;2018-19;Commune;Villefranche-de-Rouergue;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;27;27;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;12300;R76;A16;D012;UU12301
2018;2018-19;Commune;Villefranche-de-Rouergue;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;18;18;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;12300;R76;A16;D012;UU12301
2018;2018-19;Commune;Aix-en-Provence;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;13216;12903;oui;816;oui;601;oui;Données diffusables;non;Autres données;COMMUNE;13001;R93;A02;D013;UU00759
2018;2018-19;Commune;Arles;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;497;497;oui;39;non;;oui;Données diffusables;non;Autres données;COMMUNE;13004;R93;A02;D013;UU00552
2018;2018-19;Commune;Aubagne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;32;32;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13005;R93;A02;D013;UU00759
2018;2018-19;Commune;Gignac-la-Nerthe;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;14;14;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13043;R93;A02;D013;UU00759
2018;2018-19;Commune;Lambesc;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;5;5;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13050;R93;A02;D013;UU13213
2018;2018-19;Commune;Marignane;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;40;40;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13054;R93;A02;D013;UU00759
2018;2018-19;Commune;Marignane;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;28;28;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13054;R93;A02;D013;UU00759
2018;2018-19;Commune;Martigues;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;278;278;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13056;R93;A02;D013;UU00759
2018;2018-19;Commune;Miramas;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;23;23;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13063;R93;A02;D013;UU00759
2018;2018-19;Commune;Les Pennes-Mirabeau;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;45;45;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13071;R93;A02;D013;UU00759
2018;2018-19;Commune;Port-Saint-Louis-du-Rhône;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;4;4;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13078;R93;A02;D013;UU13214
2018;2018-19;Commune;Marseille  7e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;320;320;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13207;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille  8e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;427;427;non;;oui;34;oui;Données diffusables;non;Autres données;COMMUNE;13208;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille  8e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;552;552;non;;oui;317;oui;Données diffusables;non;Autres données;COMMUNE;13208;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille 11e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;140;140;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13211;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille 13e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;953;953;non;;oui;287;oui;Données diffusables;non;Autres données;COMMUNE;13213;R93;A02;D013;UU00759
2018;2018-19;Commune;Marseille 14e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;40;40;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13214;R93;A02;D013;UU00759
2018;2018-19;Commune;Bayeux;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;20;20;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;14047;R28;A70;D014;UU14303
2018;2018-19;Commune;Hérouville-Saint-Clair;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;153;153;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;14327;R28;A70;D014;UU14601
2018;2018-19;Commune;Ifs;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;207;207;oui;158;non;;oui;Données diffusables;non;Autres données;COMMUNE;14341;R28;A70;D014;UU14601
2018;2018-19;Commune;Lisieux;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;385;385;oui;76;non;;oui;Données diffusables;non;Autres données;COMMUNE;14366;R28;A70;D014;UU14401
2018;2018-19;Commune;Les Moutiers-en-Cinglais;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;23;23;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;14458;R28;A70;D014;CR14458
2018;2018-19;Commune;Vire;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;94;94;oui;66;non;;oui;Données diffusables;non;Autres données;COMMUNE;14762;R28;A70;D014;UU14301
2018;2018-19;Commune;Aurillac;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;562;562;oui;213;non;;oui;Données diffusables;non;Autres données;COMMUNE;15014;R84;A06;D015;UU15401
2018;2018-19;Commune;Aurillac;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;182;182;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;15014;R84;A06;D015;UU15401
2018;2018-19;Commune;Aurillac;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;60;60;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;15014;R84;A06;D015;UU15401
2018;2018-19;Commune;Saint-Flour;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;44;44;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;15187;R84;A06;D015;UU15201
2018;2018-19;Commune;Saint-Flour;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;33;33;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;15187;R84;A06;D015;UU15201
2018;2018-19;Commune;Cognac;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;52;52;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;16102;R75;A13;D016;UU16401
2018;2018-19;Commune;La Couronne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;336;336;non;;oui;288;oui;Données diffusables;non;Autres données;COMMUNE;16113;R75;A13;D016;UU16601
2018;2018-19;Commune;L'Isle-d'Espagnac;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;36;36;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;16166;R75;A13;D016;UU16601
2018;2018-19;Commune;Ruffec;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;20;20;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;16292;R75;A13;D016;UU16106
2018;2018-19;Commune;Saint-Yrieix-sur-Charente;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;26;26;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;16358;R75;A13;D016;UU16601
2018;2018-19;Commune;Soyaux;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;17;17;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;16374;R75;A13;D016;UU16601
2018;2018-19;Commune;Bourcefranc-le-Chapus;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;36;36;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;17058;R75;A13;D017;UU17206
2018;2018-19;Commune;Jonzac;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;6;6;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;17197;R75;A13;D017;UU17201
2018;2018-19;Commune;Pons;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;22;22;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;17283;R75;A13;D017;UU17116
2018;2018-19;Commune;La Rochelle;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;2145;2145;non;;oui;176;oui;Données diffusables;non;Autres données;COMMUNE;17300;R75;A13;D017;UU17601
2018;2018-19;Commune;Saint-Jean-d'Angély;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;48;48;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;17347;R75;A13;D017;UU17207
2018;2018-19;Commune;Surgères;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;23;23;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;17434;R75;A13;D017;UU17203
2018;2018-19;Commune;Bourges;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;1429;1429;oui;266;oui;221;oui;Données diffusables;non;Autres données;COMMUNE;18033;R24;A18;D018;UU18501
2018;2018-19;Commune;Bourges;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;196;196;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;18033;R24;A18;D018;UU18501
2018;2018-19;Commune;Vierzon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;176;176;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;18279;R24;A18;D018;UU18401
2018;2018-19;Commune;Égletons;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;64;64;oui;28;non;;oui;Données diffusables;non;Autres données;COMMUNE;19073;R75;A22;D019;UU19106
2018;2018-19;Commune;Égletons;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;401;401;oui;141;non;;oui;Données diffusables;non;Autres données;COMMUNE;19073;R75;A22;D019;UU19106
2018;2018-19;Commune;Meymac;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;20;20;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;19136;R75;A22;D019;UU19101
2018;2018-19;Commune;Neuvic;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;124;124;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;19148;R75;A22;D019;CR19148
2018;2018-19;Commune;Ussel;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;23;23;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;19275;R75;A22;D019;UU19301
2018;2018-19;Commune;Brochon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;22;22;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;21110;R27;A07;D021;UU21110
2018;2018-19;Commune;Châtillon-sur-Seine;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;12;12;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;21154;R27;A07;D021;UU21203
2018;2018-19;Commune;Dijon;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;2622;2622;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;21231;R27;A07;D021;UU21701
2018;2018-19;Commune;Quetigny;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;64;64;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;21515;R27;A07;D021;UU21701
2018;2018-19;Commune;Quetigny;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;149;149;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;21515;R27;A07;D021;UU21701
2018;2018-19;Commune;Quetigny;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;25;25;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;21515;R27;A07;D021;UU21701
2018;2018-19;Commune;Semur-en-Auxois;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;158;158;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;21603;R27;A07;D021;UU21109
2018;2018-19;Commune;Semur-en-Auxois;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;13;13;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;21603;R27;A07;D021;UU21109
2018;2018-19;Commune;Dinan;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;172;172;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;22050;R53;A14;D022;UU22402
2018;2018-19;Commune;Dinan;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;125;125;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;22050;R53;A14;D022;UU22402
2018;2018-19;Commune;Lamballe;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;6;6;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;22093;R53;A14;D022;UU22301
2018;2018-19;Commune;Langueux;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;46;46;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;22106;R53;A14;D022;UU22501
2018;2018-19;Commune;Lannion;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;15;15;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;22113;R53;A14;D022;UU22403
2018;2018-19;Commune;Loudéac;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;66;66;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;22136;R53;A14;D022;UU22205
2018;2018-19;Commune;Merdrignac;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;13;13;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;22147;R53;A14;D022;UU22103
2018;2018-19;Commune;Paimpol;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;15;15;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;22162;R53;A14;D022;UU22303
2018;2018-19;Commune;Quessoy;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;37;37;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;22258;R53;A14;D022;CR22258
2018;2018-19;Commune;Rostrenen;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;117;117;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;22266;R53;A14;D022;UU22110
2018;2018-19;Commune;Tréguier;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;18;18;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;22362;R53;A14;D022;UU22204
2018;2018-19;Commune;Felletin;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;16;16;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;23079;R75;A22;D023;CR23079
2018;2018-19;Commune;Bergerac;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;100;100;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;24037;R75;A04;D024;UU00553
2018;2018-19;Commune;Bergerac;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;112;112;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;24037;R75;A04;D024;UU00553
2018;2018-19;Commune;Boulazac;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;42;42;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;24053;R75;A04;D024;UU24501
2018;2018-19;Commune;Coulounieix-Chamiers;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;68;68;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;24138;R75;A04;D024;UU24501
2018;2018-19;Commune;Sarlat-la-Canéda;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;13;13;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;24520;R75;A04;D024;UU24205
2018;2018-19;Commune;Sarlat-la-Canéda;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;52;52;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;24520;R75;A04;D024;UU24205
2018;2018-19;Commune;Savignac-les-Églises;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;186;186;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;24527;R75;A04;D024;CR24527
2018;2018-19;Commune;Audincourt;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;7;7;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;25031;R27;A03;D025;UU25601
2018;2018-19;Commune;Mamirolle;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;85;85;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;25364;R27;A03;D025;CR25364
2018;2018-19;Commune;Mamirolle;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;76;76;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;25364;R27;A03;D025;CR25364
