rentrée;Rentrée universitaire;Niveau géographique;Unité géographique;regroupement;Regroupements de formations ou d’établissements;secteur;Secteur de l’établissement d’inscription;sexe;Sexe de l’étudiant;Nombre total d’étudiants inscrits;Nombre total d’étudiants inscrits hors doubles inscriptions université/CPGE (voir documentation);A des effectifs en formations de DUT;Nombre d’étudiants inscrits en DUT;A des effectifs en formations d'ingénieurs;Nombre d’étudiants inscrits dans les formations d’Ingénieur;diffusable;Données diffusables;secret;Données soumises au secret statistique;niveau_geo;Identifiant de l’unité géographique;Identifiant de la région;Identifiant de l'académie;Identifiant du département;Identifiant de l'unité urbaine
2018;2018-19;Commune;Armentières;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;35;35;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59017;R32;A09;D059;UU59501
2018;2018-19;Commune;Avesnes-sur-Helpe;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;39;39;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59036;R32;A09;D059;UU59209
2018;2018-19;Commune;Beaucamps-Ligny;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;34;34;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59056;R32;A09;D059;CR59056
2018;2018-19;Commune;Condé-sur-l'Escaut;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;136;136;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59153;R32;A09;D059;UU59701
2018;2018-19;Commune;Dechy;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;58;58;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59170;R32;A09;D059;UU00756
2018;2018-19;Commune;Douai;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;872;872;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59178;R32;A09;D059;UU00756
2018;2018-19;Commune;Fourmies;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;44;44;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59249;R32;A09;D059;UU59305
2018;2018-19;Commune;Fourmies;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;32;32;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59249;R32;A09;D059;UU59305
2018;2018-19;Commune;Grande-Synthe;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;103;103;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59271;R32;A09;D059;UU59602
2018;2018-19;Commune;Grande-Synthe;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;65;65;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59271;R32;A09;D059;UU59602
2018;2018-19;Commune;Gravelines;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;157;157;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59273;R32;A09;D059;UU59602
2018;2018-19;Commune;Haubourdin;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;11;11;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59286;R32;A09;D059;UU59702
2018;2018-19;Commune;Hautmont;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;56;56;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59291;R32;A09;D059;UU59601
2018;2018-19;Commune;Landrecies;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;32;32;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59331;R32;A09;D059;UU59123
2018;2018-19;Commune;Loos;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;1243;1243;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59360;R32;A09;D059;UU59702
2018;2018-19;Commune;Marcq-en-Baroeul;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;18;18;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59378;R32;A09;D059;UU59702
2018;2018-19;Commune;Marcq-en-Baroeul;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;13;13;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59378;R32;A09;D059;UU59702
2018;2018-19;Commune;Orchies;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;14;14;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59449;R32;A09;D059;UU59306
2018;2018-19;Commune;Le Quesnoy;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;1;1;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59481;R32;A09;D059;UU59302
2018;2018-19;Commune;Ronchin;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;824;824;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59507;R32;A09;D059;UU59702
2018;2018-19;Commune;Roubaix;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;1890;1888;oui;399;oui;109;oui;Données diffusables;non;Autres données;COMMUNE;59512;R32;A09;D059;UU59702
2018;2018-19;Commune;Saint-Amand-les-Eaux;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;24;24;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59526;R32;A09;D059;UU59402
2018;2018-19;Commune;Saint-André-lez-Lille;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;255;255;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59527;R32;A09;D059;UU59702
2018;2018-19;Commune;Tourcoing;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;1277;1265;oui;415;non;;oui;Données diffusables;non;Autres données;COMMUNE;59599;R32;A09;D059;UU59702
2018;2018-19;Commune;Chantilly;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;31;31;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;60141;R32;A20;D060;UU60402
2018;2018-19;Commune;Chantilly;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;23;23;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;60141;R32;A20;D060;UU60402
2018;2018-19;Commune;Clermont;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;44;44;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;60157;R32;A20;D060;UU60401
2018;2018-19;Commune;Compiègne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;256;256;non;;oui;128;oui;Données diffusables;non;Autres données;COMMUNE;60159;R32;A20;D060;UU60502
2018;2018-19;Commune;Creil;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;429;429;oui;170;non;;oui;Données diffusables;non;Autres données;COMMUNE;60175;R32;A20;D060;UU60601
2018;2018-19;Commune;Fitz-James;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;298;298;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;60234;R32;A20;D060;UU60401
2018;2018-19;Commune;Gouvieux;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;7;7;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;60282;R32;A20;D060;UU60402
2018;2018-19;Commune;Nogent-sur-Oise;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;67;67;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;60463;R32;A20;D060;UU60601
2018;2018-19;Commune;Pont-Sainte-Maxence;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;17;17;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;60509;R32;A20;D060;UU60305
2018;2018-19;Commune;Alençon;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;150;150;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;61001;R28;A70;D061;UU00461
2018;2018-19;Commune;Argentan;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;29;29;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;61006;R28;A70;D061;UU61302
2018;2018-19;Commune;Argentan;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;55;55;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;61006;R28;A70;D061;UU61302
2018;2018-19;Commune;Caligny;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;4;4;non;;oui;4;oui;Données diffusables;non;Autres données;COMMUNE;61070;R28;A70;D061;CR61070
2018;2018-19;Commune;Caligny;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;39;39;non;;oui;39;oui;Données diffusables;non;Autres données;COMMUNE;61070;R28;A70;D061;CR61070
2018;2018-19;Commune;Damigny;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;442;442;oui;169;non;;oui;Données diffusables;non;Autres données;COMMUNE;61143;R28;A70;D061;UU00461
2018;2018-19;Commune;Domfront;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;1;1;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;61145;R28;A70;D061;UU61106
2018;2018-19;Commune;La Ferté-Macé;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;56;56;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;61168;R28;A70;D061;UU61202
2018;2018-19;Commune;Giel-Courteilles;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;23;23;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;61189;R28;A70;D061;CR61189
2018;2018-19;Commune;Giel-Courteilles;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;13;13;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;61189;R28;A70;D061;CR61189
2018;2018-19;Commune;Aire-sur-la-Lys;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;21;21;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62014;R32;A09;D062;UU00752
2018;2018-19;Commune;Aire-sur-la-Lys;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;30;30;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62014;R32;A09;D062;UU00752
2018;2018-19;Commune;Aire-sur-la-Lys;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;19;19;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62014;R32;A09;D062;UU00752
2018;2018-19;Commune;Arras;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;2745;2715;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62041;R32;A09;D062;UU62502
2018;2018-19;Commune;Arras;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;746;746;non;;oui;344;oui;Données diffusables;non;Autres données;COMMUNE;62041;R32;A09;D062;UU62502
2018;2018-19;Commune;Bapaume;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;16;16;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62080;R32;A09;D062;UU62116
2018;2018-19;Commune;Berck;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;296;296;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62108;R32;A09;D062;UU62401
2018;2018-19;Commune;Béthune;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;231;231;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62119;R32;A09;D062;UU00752
2018;2018-19;Commune;Béthune;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;46;46;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62119;R32;A09;D062;UU00752
2018;2018-19;Commune;Boulogne-sur-Mer;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;1476;1473;oui;49;non;;oui;Données diffusables;non;Autres données;COMMUNE;62160;R32;A09;D062;UU62503
2018;2018-19;Commune;Calais;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;270;270;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62193;R32;A09;D062;UU62504
2018;2018-19;Commune;Étaples;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;27;27;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62318;R32;A09;D062;UU62401
2018;2018-19;Commune;Hénin-Beaumont;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;278;278;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62427;R32;A09;D062;UU00756
2018;2018-19;Commune;Lumbres;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;1;1;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62534;R32;A09;D062;UU62210
2018;2018-19;Commune;Montreuil;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;30;30;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62588;R32;A09;D062;UU62201
2018;2018-19;Commune;Noeux-les-Mines;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;36;36;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62617;R32;A09;D062;UU00752
2018;2018-19;Commune;Le Portel;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;45;45;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62667;R32;A09;D062;UU62503
2018;2018-19;Commune;Le Portel;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;5;5;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62667;R32;A09;D062;UU62503
2018;2018-19;Commune;Rollancourt;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;38;38;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62719;R32;A09;D062;UU62107
2018;2018-19;Commune;Saint-Pol-sur-Ternoise;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;47;47;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62767;R32;A09;D062;UU62209
2018;2018-19;Commune;Tilloy-lès-Mofflaines;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;34;34;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62817;R32;A09;D062;UU62502
2018;2018-19;Commune;Le Touquet-Paris-Plage;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;73;73;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62826;R32;A09;D062;UU62401
2018;2018-19;Commune;Le Touquet-Paris-Plage;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;82;82;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62826;R32;A09;D062;UU62401
2018;2018-19;Commune;Clermont-Ferrand;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;1510;1510;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;63113;R84;A06;D063;UU63701
2018;2018-19;Commune;Pontaumur;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;4;4;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;63283;R84;A06;D063;CR63283
2018;2018-19;Commune;Pont-du-Château;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;34;34;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;63284;R84;A06;D063;UU63302
2018;2018-19;Commune;Rochefort-Montagne;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;17;17;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;63305;R84;A06;D063;CR63305
2018;2018-19;Commune;Saint-Gervais-d'Auvergne;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;6;6;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;63354;R84;A06;D063;CR63354
2018;2018-19;Commune;Saint-Gervais-d'Auvergne;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;5;5;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;63354;R84;A06;D063;CR63354
2018;2018-19;Commune;Anglet;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;1141;1107;oui;237;oui;176;oui;Données diffusables;non;Autres données;COMMUNE;64024;R75;A04;D064;UU00751
2018;2018-19;Commune;Orthez;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;147;147;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;64430;R75;A04;D064;UU64301
2018;2018-19;Commune;Pau;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;963;963;non;;oui;210;oui;Données diffusables;non;Autres données;COMMUNE;64445;R75;A04;D064;UU64601
2018;2018-19;Commune;Lourdes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;6;6;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;65286;R76;A16;D065;UU65302
2018;2018-19;Commune;Lourdes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;21;21;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;65286;R76;A16;D065;UU65302
2018;2018-19;Commune;Tarbes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;1727;1727;oui;344;oui;155;oui;Données diffusables;non;Autres données;COMMUNE;65440;R76;A16;D065;UU65501
2018;2018-19;Commune;Tarbes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;214;214;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;65440;R76;A16;D065;UU65501
2018;2018-19;Commune;Vic-en-Bigorre;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;67;67;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;65460;R76;A16;D065;UU65201
2018;2018-19;Commune;Font-Romeu-Odeillo-Via;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;372;372;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;66124;R76;A11;D066;CR66124
2018;2018-19;Commune;Perpignan;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;557;557;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;66136;R76;A11;D066;UU66601
2018;2018-19;Commune;Théza;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;36;36;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;66208;R76;A11;D066;UU66401
2018;2018-19;Commune;Illkirch-Graffenstaden;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;2068;2068;oui;417;oui;242;oui;Données diffusables;non;Autres données;COMMUNE;67218;R44;A15;D067;UU67701
2018;2018-19;Commune;Illkirch-Graffenstaden;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;134;134;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;67218;R44;A15;D067;UU67701
2018;2018-19;Commune;Molsheim;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;61;61;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;67300;R44;A15;D067;UU67401
2018;2018-19;Commune;Schiltigheim;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;378;378;oui;293;non;;oui;Données diffusables;non;Autres données;COMMUNE;67447;R44;A15;D067;UU67701
2018;2018-19;Commune;Altkirch;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;8;8;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;68004;R44;A15;D068;UU68206
2018;2018-19;Commune;Colmar;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;74;74;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;68066;R44;A15;D068;UU68501
2018;2018-19;Commune;Ingersheim;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;11;11;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;68155;R44;A15;D068;UU68501
2018;2018-19;Commune;Mulhouse;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;381;381;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;68224;R44;A15;D068;UU68701
2018;2018-19;Commune;Givors;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;77;77;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69091;R84;A10;D069;UU00758
2018;2018-19;Commune;Limonest;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;535;535;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69116;R84;A10;D069;UU00758
2018;2018-19;Commune;Limonest;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;402;402;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69116;R84;A10;D069;UU00758
2018;2018-19;Commune;Lyon;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;1;1;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69123;R84;A10;D069;UU00758
2018;2018-19;Commune;Oullins;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;3062;3062;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69149;R84;A10;D069;UU00758
2018;2018-19;Commune;Oullins;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;80;80;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69149;R84;A10;D069;UU00758
2018;2018-19;Commune;Oullins;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;1611;1611;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69149;R84;A10;D069;UU00758
2018;2018-19;Commune;Saint-Genis-Laval;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;451;451;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69204;R84;A10;D069;UU00758
2018;2018-19;Commune;Villefranche-sur-Saône;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;231;231;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69264;R84;A10;D069;UU00758
2018;2018-19;Commune;Décines-Charpieu;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;56;56;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69275;R84;A10;D069;UU00758
2018;2018-19;Commune;Lyon 2e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;490;490;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69382;R84;A10;D069;UU00758
2018;2018-19;Commune;Lyon 2e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;252;252;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69382;R84;A10;D069;UU00758
2018;2018-19;Commune;Lyon 3e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;1818;1818;non;;oui;1;oui;Données diffusables;non;Autres données;COMMUNE;69383;R84;A10;D069;UU00758
2018;2018-19;Commune;Lyon 4e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;518;518;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69384;R84;A10;D069;UU00758
2018;2018-19;Commune;Lyon 5e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;800;800;non;;oui;197;oui;Données diffusables;non;Autres données;COMMUNE;69385;R84;A10;D069;UU00758
2018;2018-19;Commune;Lyon 5e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;342;342;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69385;R84;A10;D069;UU00758
2018;2018-19;Commune;Lyon 8e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;808;808;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69388;R84;A10;D069;UU00758
2018;2018-19;Commune;Lyon 9e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;2586;2586;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;69389;R84;A10;D069;UU00758
2018;2018-19;Commune;Fougerolles;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;10;10;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;70245;R27;A03;D070;UU70104
2018;2018-19;Commune;Héricourt;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;38;38;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;70285;R27;A03;D070;UU70303
2018;2018-19;Commune;Lure;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;50;50;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;70310;R27;A03;D070;UU70302
2018;2018-19;Commune;Luxeuil-les-Bains;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;22;22;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;70311;R27;A03;D070;UU70304
2018;2018-19;Commune;Vesoul;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;189;189;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;70550;R27;A03;D070;UU70401
2018;2018-19;Commune;Vesoul;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;15;15;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;70550;R27;A03;D070;UU70401
2018;2018-19;Commune;Le Creusot;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;404;404;oui;154;non;;oui;Données diffusables;non;Autres données;COMMUNE;71153;R27;A07;D071;UU71401
2018;2018-19;Commune;Louhans;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;23;23;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;71263;R27;A07;D071;UU71301
2018;2018-19;Commune;Paray-le-Monial;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;56;56;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;71342;R27;A07;D071;UU71205
2018;2018-19;Commune;Paray-le-Monial;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;123;123;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;71342;R27;A07;D071;UU71205
2018;2018-19;Commune;La Ferté-Bernard;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;17;17;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;72132;R52;A17;D072;UU72301
2018;2018-19;Commune;Le Mans;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;5973;5783;oui;292;oui;119;oui;Données diffusables;non;Autres données;COMMUNE;72181;R52;A17;D072;UU72701
2018;2018-19;Commune;Le Mans;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;503;503;non;;oui;209;oui;Données diffusables;non;Autres données;COMMUNE;72181;R52;A17;D072;UU72701
2018;2018-19;Commune;Sablé-sur-Sarthe;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;26;26;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;72264;R52;A17;D072;UU72302
