Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Part des pers. âgées de 65 ans ou + 2017;Nb créations d'entreprises 2020;Flux principal de migration résidentielle 2017;Part des diplômés d'un BAC+5 ou plus dans la pop. non scolarisée de 15 ans ou + 2017
64085;Aydius;19.8;1;null;7.1
64086;Ayherre;15.8;10;null;3.9
64087;Baigts-de-Béarn;21.2;7;null;3.8
64088;Balansun;21.8;1;null;5.1
64089;Baleix;21.7;1;null;6.5
64090;Baliracq-Maumusson;27.9;2;null;4.9
64091;Baliros;18.6;6;null;9.5
64092;Banca;19.9;1;null;3
64093;Barcus;27;4;null;5.4
64094;Bardos;23.1;22;null;7.2
64095;Barinque;11.9;5;null;7.8
64096;Barraute-Camu;23.1;2;null;6
64097;Barzun;20.8;3;null;7.1
64098;Bassillon-Vauzé;15.6;0;null;6
64099;Bastanès;24.5;0;null;10.1
64100;Bassussarry;19.3;64;null;17.5
64101;Baudreix;12;4;null;6.6
64102;Bayonne;20.3;946;64024;11.6
64103;Bédeille;17.9;3;null;5.1
64104;Bedous;26.5;9;null;6.1
64105;Béguios;31.6;2;null;2.2
64106;Béhasque-Lapiste;25.5;2;null;4.8
64107;Béhorléguy;19.2;1;null;5.6
64108;Bellocq;26.4;6;null;2
64109;Bénéjacq;22.6;14;null;7.3
64110;Béost;24.4;4;null;7.5
64111;Bentayou-Sérée;22.9;1;null;3.7
64112;Bérenx;26.4;4;null;3.7
64113;Bergouey-Viellenave;28.6;0;null;5.3
64114;Bernadets;17.6;5;null;10
64115;Berrogain-Laruns;18.9;3;null;3
64116;Bescat;29;4;null;13.1
64117;Bésingrand;17;0;null;0
64118;Bétracq;50;0;null;4.5
64119;Beuste;19.1;5;null;10.3
64120;Beyrie-sur-Joyeuse;22.8;3;null;5.3
64121;Beyrie-en-Béarn;10.4;2;null;9.8
64122;Biarritz;37.9;660;64102;15.4
64123;Bidache;21.5;10;null;6.4
64124;Bidarray;22;5;null;4.1
64125;Bidart;19.8;180;null;11.4
64126;Bidos;32.6;4;null;5
64127;Bielle;34.4;3;null;6.3
64128;Bilhères;22.8;0;null;4.6
64129;Billère;24.2;177;64445;9.2
64130;Biriatou;16.7;12;null;8
64131;Biron;22.8;4;null;4.3
64132;Bizanos;26.1;46;64445;16.8
64133;Boeil-Bezing;17.4;13;null;8.1
64134;Bonloc;13.7;5;null;4.6
64135;Bonnut;18.7;6;null;7.6
64136;Borce;18.7;1;null;4.9
64137;Bordères;25;5;null;7.6
64138;Bordes;15.1;13;null;6.9
64139;Bosdarros;21.6;5;null;12
64140;Boucau;21.6;85;64102;5.3
64141;Boueilh-Boueilho-Lasque;22.9;2;null;7.3
64142;Bougarber;13.4;8;null;7.9
64143;Bouillon;14.7;0;null;3.9
64144;Boumourt;13.9;0;null;2.7
64145;Bourdettes;15;1;null;8.2
64146;Bournos;15;1;null;6.2
64147;Briscous;16.9;23;null;7.6
64148;Bruges-Capbis-Mifaget;21.3;7;null;6.7
64149;Bugnein;23.5;1;null;2.3
64150;Bunus;19.4;1;null;1.9
64151;Burgaronne;20.4;1;null;8.3
64152;Buros;17;14;null;18.9
64153;Burosse-Mendousse;36.4;0;null;1.8
64154;Bussunarits-Sarrasquette;15.8;1;null;7.2
64155;Bustince-Iriberry;18.4;0;null;5.1
64156;Buziet;20.5;2;null;7.7
64157;Buzy;27.6;9;null;7.9
64158;Cabidos;23.4;2;null;10.5
64159;Cadillon;19.1;1;null;7.8
64160;Cambo-les-Bains;32;45;null;5.5
64161;Came;22.1;12;null;3.2
64162;Camou-Cihigue;17.8;0;null;3.8
64165;Cardesse;22.1;2;null;3.3
64166;Caro;20.2;2;null;7.2
64167;Carrère;17.2;0;null;5.7
64168;Carresse-Cassaber;21.2;6;null;3.5
64170;Castagnède;26;1;null;6.9
64171;Casteide-Cami;11.6;6;null;4.2
64172;Casteide-Candau;16.6;2;null;4.7
64173;Casteide-Doat;20.2;2;null;4.1
64174;Castéra-Loubix;25.5;0;null;11.4
64175;Castet;31.2;1;null;5.5
64176;Castetbon;18.8;1;null;7.5
64177;Castétis;22.3;7;null;5
64178;Castetnau-Camblong;27.2;3;null;7.3
64179;Castetner;32.1;0;null;6.5
64180;Castetpugon;21;2;null;5
64181;Castillon (Canton d'Arthez-de-Béarn);16.4;6;null;7.5
64182;Castillon (Canton de Lembeye);26.1;1;null;9.4
64183;Caubios-Loos;16.7;6;null;13
64184;Cescau;12;5;null;9.3
64185;Cette-Eygun;19.7;1;null;5.5
64186;Charre;23.7;1;null;2.3
64187;Charritte-de-Bas;26.4;2;null;3.5
64188;Chéraute;27.1;4;null;2.3
64189;Ciboure;31.9;74;64483;8.7
64190;Claracq;21.6;4;null;2.9
64191;Coarraze;20.2;20;null;7.1
64192;Conchez-de-Béarn;22.5;2;null;9.1
64193;Corbère-Abères;20.4;0;null;6.2
64194;Coslédaà-Lube-Boast;16.6;0;null;4.4
64195;Coublucq;28.4;0;null;5.1
64196;Crouseilles;31;0;null;1.9
64197;Cuqueron;19.3;1;null;8.3
64198;Denguin;15.9;19;null;6
64199;Diusse;20.4;0;null;7.1
64200;Doazon;17.7;4;null;1.4
64201;Dognen;22.5;3;null;4
64202;Domezain-Berraute;26.1;2;null;7.3
64203;Doumy;15.8;1;null;4.5
64204;Eaux-Bonnes;33.6;4;null;3.5
64205;Escos;26.2;1;null;2.8
64206;Escot;25.8;1;null;0
64207;Escou;17.7;2;null;5.6
64208;Escoubès;11.9;3;null;3.8
64209;Escout;15.8;3;null;5.1
64210;Escurès;27.7;1;null;6.4
64211;Eslourenties-Daban;9.9;1;null;9.2
64212;Espéchède;19.7;1;null;9.7
64213;Espelette;22.2;25;null;6.6
64214;Espès-Undurein;29.1;0;null;3.8
64215;Espiute;18.5;0;null;1
64216;Espoey;19.1;13;null;12.4
64217;Esquiule;24.7;4;null;5.2
64218;Estérençuby;25.3;0;null;1.6
64219;Estialescq;23.5;4;null;7.7
64220;Estos;20.3;0;null;8.3
64221;Etcharry;20.8;1;null;4.2
64222;Etchebar;17.3;1;null;8.8
64223;Etsaut;33.9;0;null;7.4
64224;Eysus;26.3;4;null;7.1
64225;Ance Féas;24.9;6;null;7.7
64226;Fichous-Riumayou;18.9;2;null;2.3
64227;Gabaston;21.9;2;null;8.1
64228;Gabat;19.9;3;null;7.7
64229;Gamarthe;15.9;1;null;3.5
64230;Gan;23.6;36;null;10
64231;Garindein;31.7;3;null;3.3
64232;Garlède-Mondebat;24.5;0;null;7.8
64233;Garlin;30.2;10;null;5.6
64234;Garos;17.5;3;null;5.6
64235;Garris;28.8;4;null;7.8
64236;Gayon;40;0;null;5.7
64237;Gelos;24.2;40;null;13.9
64238;Ger;21.2;18;null;7.2
64239;Gerderest;17.5;0;null;9
64240;Gère-Bélesten;33.2;1;null;4.3
64241;Géronce;19.7;3;null;4.6
64242;Gestas;38.4;0;null;1.6
64243;Géus-d'Arzacq;11.6;3;null;5.7
64244;Geüs-d'Oloron;19.4;3;null;5.2
64245;Goès;25.4;2;null;3.6
64246;Gomer;15.8;2;null;7.7
64247;Gotein-Libarrenx;26.6;4;null;3.8
64249;Guéthary;28.9;35;null;14.9
64250;Guiche;17.3;12;null;4.8
64251;Guinarthe-Parenties;27.7;5;null;4
64252;Gurmençon;27.1;5;null;6.3
64253;Gurs;25.1;3;null;5.6
64254;Hagetaubin;18.4;2;null;3.8
64255;Halsou;18.3;3;null;6.7
64256;Hasparren;20;68;null;6.1
64257;Haut-de-Bosdarros;18;3;null;7.9
64258;Haux;36;1;null;2.9
64259;Hélette;17.8;9;null;5.2
64260;Hendaye;18.5;171;64545;9
64261;Herrère;20;3;null;6.6
64262;Higuères-Souye;21.5;2;null;5.5
64263;L'Hôpital-d'Orion;32;1;null;10.2
64264;L'Hôpital-Saint-Blaise;16.4;0;null;8.5
64265;Hosta;20;0;null;6.2
64266;Hours;16.5;1;null;8.4
64267;Ibarrolle;19;0;null;1.5
64268;Idaux-Mendy;24.7;3;null;4.2
64269;Idron;18.4;57;null;22.1
64270;Igon;25.4;7;null;5.4
64271;Iholdy;30.7;3;null;1.4
64272;Ilharre;28.3;0;null;3.8
64273;Irissarry;19.9;3;null;3.4
64274;Irouléguy;19.8;3;null;4.5
64275;Ispoure;37.7;6;null;4.3
64276;Issor;33.5;1;null;3.1
64277;Isturits;27.6;1;null;3.7
64279;Itxassou;20.3;19;null;6.8
64280;Izeste;28.9;2;null;4.4
64281;Jasses;38.6;0;null;4.1
64282;Jatxou;15.4;11;null;11.7
64283;Jaxu;22.1;2;null;7.4
64284;Jurançon;26.8;68;64445;11.2
64285;Juxue;20.9;2;null;2.6
64286;Laà-Mondrans;22.8;3;null;7.6
64287;Laàs;38.1;3;null;9.6
64288;Labastide-Cézéracq;14.7;4;null;5.8
64289;La Bastide-Clairence;21.3;13;null;7.5
64290;Labastide-Monréjeau;10.2;4;null;5.7
64291;Labastide-Villefranche;26.1;2;null;5.6
64292;Labatmale;18.5;1;null;9.8
64293;Labatut;28.2;1;null;6.4
64294;Labets-Biscay;26.6;2;null;0.8
64295;Labeyrie;23.1;2;null;3.4
64296;Lacadée;17.8;0;null;5.8
64297;Lacarre;18.9;0;null;3.2
64298;Lacarry-Arhan-Charritte-de-Haut;24.6;0;null;3.7
64299;Lacommande;23.1;0;null;8.3
64300;Lacq;21.3;7;null;3.6
64301;Lagor;23.1;5;null;5.1
64302;Lagos;21.2;4;null;8.9
64303;Laguinge-Restoue;20.9;0;null;1.6
64304;Lahonce;16.5;19;null;7.3
64305;Lahontan;23.2;2;null;4.5
64306;Lahourcade;25.2;2;null;4.1
64307;Lalongue;21.1;1;null;8.8
64308;Lalonquette;21.2;1;null;4.3
64309;Lamayou;24;1;null;6.8
64310;Lanne-en-Barétous;24.1;3;null;2.8
64311;Lannecaube;26.2;0;null;2.4
64312;Lanneplaà;14.1;1;null;8.4
64313;Lantabat;23.7;2;null;0.9
64314;Larceveau-Arros-Cibits;27.7;4;null;4.9
64315;Laroin;18.7;10;null;7.2
64316;Larrau;27.9;3;null;2.5
64317;Larressore;15.9;19;null;8.3
64318;Larreule;17;0;null;3.8
64319;Larribar-Sorhapuru;29.8;1;null;3.7
64320;Laruns;33.2;14;null;5.4
64321;Lasclaveries;19.3;1;null;5.1
64322;Lasse;18.6;3;null;7.1
64323;Lasserre;24.7;0;null;1.4
64324;Lasseube;20.3;18;null;10.4
64325;Lasseubetat;29.5;0;null;11.9
64326;Lay-Lamidou;29.7;1;null;4.4
64327;Lecumberry;28.9;3;null;7.9
64328;Ledeuix;27.4;7;null;6.2
64329;Lée;17.7;11;null;21.8
64330;Lées-Athas;17.1;3;null;3.5
64331;Lembeye;29.4;12;null;4.2
64332;Lème;22.4;2;null;3.9
64334;Léren;29.1;2;null;6.3
64335;Lescar;19.6;103;64445;13.9
64336;Lescun;37.3;1;null;11.7
64337;Lespielle;28.7;1;null;1.8
64338;Lespourcy;23.2;1;null;3.1
64339;Lestelle-Bétharram;27.3;11;null;6.2
64340;Lichans-Sunhar;31.2;2;null;3.1
64341;Lichos;34.2;1;null;4.2
64342;Licq-Athérey;25.9;0;null;4.2
64343;Limendous;12.7;4;null;8.4
64344;Livron;19.9;4;null;7.7
64345;Lohitzun-Oyhercq;22.1;2;null;3.1
64346;Lombia;20.9;0;null;7.5
64347;Lonçon;11.5;0;null;7.1
64348;Lons;21;140;64445;13.8
64349;Loubieng;20.7;8;null;4.6
64350;Louhossoa;14.5;16;null;3.5
64351;Lourdios-Ichère;22.7;2;null;3.8
64352;Lourenties;14;2;null;6.6
64353;Louvie-Juzon;24.8;7;null;4.6
64354;Louvie-Soubiron;23.5;1;null;3.1
64355;Louvigny;27.3;2;null;3.8
64356;Luc-Armau;28.3;3;null;6.9
64357;Lucarré;36.5;1;null;7.5
64358;Lucgarier;23.1;3;null;5.2
64359;Lucq-de-Béarn;26.4;5;null;6.3
64360;Lurbe-Saint-Christau;26.9;2;null;2.5
64361;Lussagnet-Lusson;12;0;null;3.4
64362;Luxe-Sumberraute;14.9;3;null;9.6
64363;Lys;21.9;2;null;6.7
64364;Macaye;17.7;3;null;3.8
64365;Malaussanne;29.7;5;null;1.1
64366;Mascaraàs-Haron;23.4;0;null;5.6
64367;Maslacq;19.4;4;null;5
64368;Masparraute;18.8;8;null;5
64369;Maspie-Lalonquère-Juillacq;21;2;null;4.6
64370;Maucor;20.4;5;null;12.7
64371;Mauléon-Licharre;34.3;34;null;5
64372;Maure;25.5;1;null;2.5
64373;Mazères-Lezons;32;12;null;9.7
64374;Mazerolles;15.2;11;null;5.3
64375;Méharin;19.4;0;null;2.1
64376;Meillon;20.5;7;null;7.1
64377;Mendionde;20;2;null;4.7
64378;Menditte;19;2;null;2
64379;Mendive;30.1;1;null;3.9
64380;Méracq;24;5;null;5.2
64381;Méritein;40.1;2;null;5.4
64382;Mesplède;20.3;4;null;4.4
64383;Mialos;21.7;2;null;4.3
64385;Miossens-Lanusse;17.6;2;null;5.5
64386;Mirepeix;20.8;12;null;8.2
64387;Momas;14;2;null;7.3
64388;Momy;30.2;0;null;6.7
64389;Monassut-Audiracq;19;6;null;7.4
64390;Moncaup;34.6;2;null;7.9
64391;Moncayolle-Larrory-Mendibieu;20.1;1;null;4.6
64392;Moncla;25;0;null;1.3
64393;Monein;24;34;null;6.7
64394;Monpezat;32.9;0;null;1.4
64395;Monségur;29.5;0;null;11.4
64396;Mont;13;8;null;3.6
64397;Montagut;22;3;null;5.7
64398;Montaner;30.3;2;null;3.9
64399;Montardon;15.6;22;null;12.3
64400;Montaut;21.8;7;null;5.7
64401;Mont-Disse;17.8;0;null;0
64403;Montfort;22.7;1;null;5
64404;Montory;28.7;2;null;4.3
64405;Morlaàs;21.3;47;64445;10.2
64406;Morlanne;22.6;7;null;7.9
64407;Mouguerre;18.4;63;null;10.9
64408;Mouhous;24.6;0;null;4.7
64409;Moumour;22.5;9;null;5.5
64410;Mourenx;25.5;25;null;2
64411;Musculdy;28.4;0;null;1.6
64412;Nabas;29.1;0;null;1.1
64413;Narcastet;17.9;10;null;9
64414;Narp;30.2;0;null;4.2
64415;Navailles-Angos;16.7;18;null;7.8
64416;Navarrenx;30.5;7;null;4.4
64417;Nay;28.6;31;null;7.5
64418;Noguères;20;3;null;4.5
64419;Nousty;13.1;20;null;12.8
64420;Ogenne-Camptort;26.5;1;null;6.1
64421;Ogeu-les-Bains;19.4;6;null;6.4
64422;Oloron-Sainte-Marie;28.7;99;null;5.5
64423;Oraàs;29.1;0;null;5.9
64424;Ordiarp;23.7;4;null;4.2
64425;Orègue;19.2;6;null;3
64426;Orin;21.2;3;null;3.8
64427;Orion;22;0;null;7
64428;Orriule;38.4;2;null;5.3
64429;Orsanco;17.4;0;null;10.1
64430;Orthez;28.9;87;null;5.8
64431;Os-Marsillon;15.7;2;null;2.5
64432;Ossas-Suhare;23.8;0;null;6
64433;Osse-en-Aspe;37.5;1;null;3.3
64434;Ossenx;26.5;0;null;7.5
64435;Osserain-Rivareyte;25.9;1;null;2.4
64436;Ossès;19.9;9;null;4.7
64437;Ostabat-Asme;25.3;3;null;3.2
64438;Ouillon;15.2;3;null;12.1
64439;Ousse;16.4;14;null;14.4
64440;Ozenx-Montestrucq;23.6;2;null;7.6
64441;Pagolle;23;2;null;3.7
64442;Parbayse;12.5;4;null;6
64443;Pardies;28.3;5;null;4.6
64444;Pardies-Piétat;20.3;3;null;7.3
64445;Pau;22.8;1100;64129;13.6
64446;Peyrelongue-Abos;21.3;1;null;7
64447;Piets-Plasence-Moustrou;22.1;0;null;4.5
64448;Poey-de-Lescar;20.3;16;null;9.3
64449;Poey-d'Oloron;28.2;0;null;0
64450;Pomps;15.8;1;null;3.6
64451;Ponson-Debat-Pouts;22.7;4;null;11.1
64452;Ponson-Dessus;18.8;5;null;4.5
64453;Pontacq;25;14;null;5.2
64454;Pontiacq-Viellepinte;19;3;null;5.4
64455;Portet;33.9;1;null;4.8
64456;Pouliacq;9.6;0;null;12.2
64457;Poursiugues-Boucoue;24.4;1;null;5
64458;Préchacq-Josbaig;26.1;2;null;3.9
64459;Préchacq-Navarrenx;21.9;0;null;7.3
64460;Précilhon;20.8;4;null;7.2
64461;Puyoô;24.6;12;null;3.6
64462;Ramous;24.5;2;null;3.5
64463;Rébénacq;18.6;5;null;11.4
64464;Ribarrouy;21.7;0;null;1.5
64465;Riupeyrous;15.2;2;null;11
64466;Rivehaute;28.4;8;null;5.8
64467;Rontignon;20.6;5;null;11.3
64468;Roquiague;33.6;1;null;2
64469;Saint-Abit;11;8;null;8.8
64470;Saint-Armou;18.6;4;null;5.4
64471;Saint-Boès;24.5;1;null;5.1
64472;Saint-Castin;13.6;9;null;9.8
64473;Sainte-Colome;21.9;2;null;5.9
64474;Saint-Dos;23.8;2;null;3.4
64475;Sainte-Engrâce;31.4;0;null;1.8
64476;Saint-Esteben;17.8;1;null;6.1
64477;Saint-Étienne-de-Baïgorry;30.1;8;null;7.4
64478;Saint-Faust;20.2;11;null;13
64479;Saint-Girons-en-Béarn;21.7;3;null;5.9
64480;Saint-Gladie-Arrive-Munein;22.2;3;null;8.3
64481;Saint-Goin;21.9;0;null;5.4
64482;Saint-Jammes;17.4;1;null;8.5
64483;Saint-Jean-de-Luz;32.5;207;64545;9.7
64484;Saint-Jean-le-Vieux;31.9;6;null;2.9
64485;Saint-Jean-Pied-de-Port;35.5;19;null;7
64486;Saint-Jean-Poudge;34.2;0;null;0
64487;Saint-Just-Ibarre;25.7;1;null;9
64488;Saint-Laurent-Bretagne;17.5;6;null;7.3
64489;Saint-Martin-d'Arberoue;20.1;1;null;2.5
64490;Saint-Martin-d'Arrossa;19.5;5;null;5.1
64491;Saint-Médard;24.3;3;null;6.3
64492;Saint-Michel;19.2;0;null;2.9
64493;Saint-Palais;33.1;25;null;6.4
64494;Saint-Pé-de-Léren;21.3;0;null;3.7
64495;Saint-Pée-sur-Nivelle;17;96;null;6.1
64496;Saint-Pierre-d'Irube;25.2;65;null;7
64498;Saint-Vincent;21.2;3;null;8.9
64499;Salies-de-Béarn;36.8;55;null;5.5
64500;Salles-Mongiscard;22.2;1;null;3.2
64501;Sallespisse;25.8;3;null;4.8
64502;Sames;19.6;6;null;3.5
64503;Samsons-Lion;23;0;null;7.1
64504;Sare;23.7;24;null;5.4
64505;Sarpourenx;10.3;2;null;2.6
64506;Sarrance;26.5;1;null;7.2
64507;Saubole;18.2;0;null;2.9
64508;Saucède;31.1;0;null;15.3
64509;Sauguis-Saint-Étienne;25.7;4;null;8.7
64510;Sault-de-Navailles;24.8;2;null;3.7
64511;Sauvagnon;16.4;25;null;9.2
64512;Sauvelade;17;2;null;1.1
64513;Sauveterre-de-Béarn;34.3;12;null;5.2
64514;Séby;19.5;4;null;4.1
64515;Sedze-Maubecq;15.4;1;null;2.6
64516;Sedzère;26.5;3;null;7.3
64517;Séméacq-Blachon;35.6;0;null;3.7
64518;Sendets;18.2;8;null;13.1
64519;Serres-Castet;17.2;58;null;10.3
64520;Serres-Morlaàs;23.6;7;null;22.3
64521;Serres-Sainte-Marie;22.4;4;null;6.3
64522;Sévignacq-Meyracq;23.4;5;null;5.2
64523;Sévignacq;16.7;8;null;5.2
64524;Simacourbe;17.5;6;null;2.6
64525;Siros;11;6;null;6.8
64526;Soumoulou;16.2;22;null;8.4
64527;Souraïde;23.5;10;null;5.5
64528;Suhescun;25.6;2;null;5.1
64529;Sus;25.8;3;null;2.5
64530;Susmiou;27.1;3;null;5.6
64531;Tabaille-Usquain;30.2;1;null;6.3
64532;Tadousse-Ussau;28.6;1;null;1.8
64533;Tardets-Sorholus;45.8;5;null;1.4
64534;Taron-Sadirac-Viellenave;32.8;1;null;5.3
64535;Tarsacq;16.7;2;null;2.6
64536;Thèze;17.3;6;null;8.6
64537;Trois-Villes;32.8;0;null;4.2
64538;Uhart-Cize;27;2;null;3.9
64539;Uhart-Mixe;17;2;null;5.4
64540;Urcuit;16.2;35;null;7
64541;Urdès;14.4;1;null;3.7
64542;Urdos;31.3;1;null;7.9
64543;Urepel;27.5;3;null;2.1
64544;Urost;13.2;1;null;9.4
64545;Urrugne;20.2;114;null;7.5
64546;Urt;21.3;18;null;6.5
64547;Ustaritz;19.6;89;null;7.5
64548;Uzan;14.9;0;null;4.8
64549;Uzein;11.4;12;null;5.1
64550;Uzos;30;7;null;10
64551;Verdets;26.1;3;null;6.4
64552;Vialer;29.5;0;null;2.7
64554;Viellenave-d'Arthez;18.5;1;null;4.9
64555;Viellenave-de-Navarrenx;24.5;1;null;1.7
64556;Vielleségure;24;2;null;2.1
64557;Vignes;18.7;6;null;5.3
64558;Villefranque;20;37;null;10.3
64559;Viodos-Abense-de-Bas;28.8;5;null;3.2
64560;Viven;18.5;0;null;11.8
65001;Adast;21.9;1;null;2.2
65002;Adé;22.2;9;null;3.4
65003;Adervielle-Pouchergues;14.7;2;null;6
65004;Agos-Vidalos;24.8;3;null;5.9
65005;Allier;12.7;5;null;8.6
65006;Ancizan;23.2;0;null;5.1
65007;Andrest;20.9;15;null;4.4
65009;Anères;31.6;1;null;5.6
65010;Angos;28.3;3;null;7.6
65011;Les Angles;29.2;2;null;3.5
65012;Anla;18.6;2;null;10.8
65013;Ansost;19.3;1;null;6.7
65014;Antichan;25;0;null;3
65015;Antin;29.4;2;null;6.6
65016;Antist;16.6;0;null;4.8
65017;Aragnouet;14.1;3;null;5.2
65018;Arbéost;31;0;null;4.2
65019;Arcizac-Adour;21.9;3;null;7.8
65020;Arcizac-ez-Angles;13.4;2;null;2.1
65021;Arcizans-Avant;21.3;3;null;7.1
65022;Arcizans-Dessus;17.7;0;null;9.1
65023;Ardengost;38.5;0;null;0
65024;Argelès-Bagnères;28.3;0;null;6.9
65025;Argelès-Gazost;35.4;40;null;7.5
65026;Aries-Espénan;26.8;1;null;1.9
65028;Arné;31.2;3;null;3.3
65029;Arras-en-Lavedan;25.7;4;null;5.4
65031;Arreau;23;12;null;6.4
65032;Arrens-Marsous;26.5;5;null;6.8
65033;Arrodets-ez-Angles;8;4;null;8
65034;Arrodets;38.1;0;null;0
65035;Artagnan;19.6;5;null;4.1
65036;Artalens-Souin;31;1;null;9.3
65037;Artiguemy;35.2;0;null;1.3
65038;Artigues;14.3;0;null;8.3
65039;Aspin-Aure;34.1;0;null;0
65040;Aspin-en-Lavedan;16.5;4;null;6.8
65041;Asque;26.9;4;null;4.3
65042;Asté;23.1;6;null;5.2
65043;Astugue;26.7;2;null;9.4
65044;Aubarède;20.5;3;null;6.1
65045;Aucun;37.6;6;null;10.5
65046;Aulon;33.3;1;null;8.5
65047;Aureilhan;26.4;69;65440;4.8
65048;Aurensan;23;4;null;4.8
65049;Auriébat;29.9;4;null;2.5
65050;Avajan;26.9;1;null;13.6
65051;Aventignan;31.2;4;null;5.4
65052;Averan;14.5;0;null;8.8
65053;Aveux;34.1;0;null;5
65054;Avezac-Prat-Lahitte;26;4;null;5.8
65055;Ayros-Arbouix;22.4;1;null;5
65056;Ayzac-Ost;28.3;12;null;10
65057;Azereix;24.3;6;null;5.8
65058;Azet;24.8;1;null;0.9
65059;Bagnères-de-Bigorre;34.5;115;null;7.9
65060;Banios;11.8;2;null;8.1
65061;Barbachen;27.8;0;null;4.5
65062;Barbazan-Debat;27.6;32;null;7.1
65063;Barbazan-Dessus;32.9;2;null;9.2
65064;Bareilles;28.3;3;null;0
65065;Barlest;17.6;3;null;3.8
65066;Barrancoueu;39.4;0;null;6.9
65067;Barry;12.3;0;null;6
65068;Barthe;26.1;0;null;5.9
65069;La Barthe-de-Neste;27.5;11;null;7.8
65070;Bartrès;21;2;null;6.6
65071;Batsère;47.1;1;null;9.7
65072;Bazet;27.5;8;null;3.9
65073;Bazillac;19.4;0;null;2.3
65074;Bazordan;28.7;0;null;8.2
65075;Bazus-Aure;32.6;4;null;4.8
65076;Bazus-Neste;15.3;0;null;0
65077;Beaucens;20.3;6;null;3.2
65078;Beaudéan;28.6;3;null;8
65079;Bégole;24.6;3;null;5.2
65080;Bénac;18.8;3;null;6.1
65081;Benqué-Molère;17.8;1;null;14.4
65082;Berbérust-Lias;26;0;null;8.8
65083;Bernac-Debat;20.5;5;null;10.3
65084;Bernac-Dessus;23.1;4;null;9.6
65085;Bernadets-Debat;29.4;4;null;5.4
65086;Bernadets-Dessus;22.9;1;null;5.4
65087;Bertren;32.2;1;null;2.8
65088;Betbèze;27.3;0;null;9.1
65089;Betpouey;25;1;null;4.1
65090;Betpouy;16.9;0;null;4.9
65091;Bettes;35.8;0;null;4.4
65092;Beyrède-Jumet-Camous;23.1;3;null;2.8
65093;Bize;35.9;2;null;5.2
65094;Bizous;26.7;1;null;6.8
65095;Bonnefont;26.7;4;null;3.5
65096;Bonnemazon;42.2;1;null;3.7
65097;Bonrepos;25.5;1;null;2.1
65098;Boô-Silhen;21.6;2;null;2
65099;Bordères-Louron;27.8;2;null;2.5
65100;Bordères-sur-l'Échez;19.6;50;65440;4.7
65101;Bordes;19.1;5;null;4.7
65102;Bouilh-Devant;28.6;0;null;0
65103;Bouilh-Péreuilh;23.9;2;null;3.3
65104;Boulin;21.9;4;null;15.1
65105;Bourg-de-Bigorre;30.6;3;null;7
65106;Bourisp;20.9;2;null;5
65107;Bourréac;14;0;null;16.4
65108;Bours;20.6;5;null;5.5
65109;Bramevaque;25;0;null;0
65110;Bugard;29.2;0;null;6.7
65111;Bulan;36.7;1;null;9.6
65112;Bun;26.9;1;null;3.1
65113;Burg;27.6;1;null;6.4
65114;Buzon;22.5;2;null;0
65115;Cabanac;19.3;1;null;3.3
65116;Cadéac;15.7;4;null;4.7
65117;Cadeilhan-Trachère;42.9;2;null;2.7
65118;Caharet;29.7;0;null;7.7
65119;Caixon;21.1;3;null;5.8
65120;Calavanté;15.3;3;null;5.5
65121;Camalès;29.7;3;null;3.9
65123;Campan;28;25;null;5.1
65124;Camparan;23.6;3;null;2.1
65125;Campistrous;34.8;1;null;4.7
65126;Campuzan;29.8;2;null;4.5
65127;Capvern;25.3;12;null;5.3
65128;Castelbajac;26.3;3;null;4.6
65129;Castelnau-Magnoac;37.8;4;null;5.3
65130;Castelnau-Rivière-Basse;36.3;4;null;4.9
65131;Castelvieilh;26.1;2;null;8.1
65132;Castéra-Lanusse;29.5;1;null;5.4
65133;Castéra-Lou;20.3;3;null;3.7
65134;Casterets;30.8;0;null;0
65135;Castillon;36.1;0;null;7.1
65136;Caubous;41.2;0;null;3.1
65137;Caussade-Rivière;33;4;null;2.5
65138;Cauterets;26.8;23;null;6.1
65139;Cazarilh;44.4;0;null;4.1
65140;Cazaux-Debat;13.3;0;null;15
65141;Cazaux-Fréchet-Anéran-Camors;17;0;null;2.4
65142;Chelle-Debat;21.2;0;null;1.8
65143;Chelle-Spou;23.7;0;null;1.1
65144;Cheust;16.5;0;null;2.9
65145;Chèze;14.6;0;null;7.3
65146;Chis;18.1;1;null;4.3
65147;Cieutat;22.8;4;null;5.3
65148;Cizos;33.1;0;null;2.7
65149;Clarac;23.2;0;null;6.8
65150;Clarens;22.1;2;null;5.4
65151;Collongues;16.3;2;null;6.3
65153;Coussan;23.8;1;null;6.2
65154;Créchets;25.9;1;null;2.4
65155;Devèze;46.3;1;null;2.1
65156;Dours;23.3;4;null;4.6
65157;Ens;33.3;0;null;28.6
65158;Esbareich;47.6;0;null;0
65159;Escala;30.2;1;null;3.6
65160;Escaunets;19.2;0;null;0
65161;Escondeaux;13.2;1;null;7.1
65162;Esconnets;23.5;0;null;23.1
65163;Escots;25.6;0;null;12.9
65164;Escoubès-Pouts;16;0;null;1.2
65165;Esparros;26.8;2;null;5.8
65166;Espèche;14.8;0;null;12.8
65167;Espieilh;30.8;1;null;0
