Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Part des pers. âgées de 65 ans ou + 2017;Nb créations d'entreprises 2020;Flux principal de migration résidentielle 2017;Part des diplômés d'un BAC+5 ou plus dans la pop. non scolarisée de 15 ans ou + 2017
25274;Glay;19.5;3;null;3
25275;Glère;16.6;0;null;1.2
25276;Gondenans-Montby;25.9;2;null;3.9
25277;Gondenans-les-Moulins;24;0;null;5.5
25278;Gonsans;16;5;null;5.4
25279;Gouhelans;22;1;null;3.1
25280;Goumois;21.4;1;null;5.1
25281;Goux-lès-Dambelin;11.6;1;null;1.4
25282;Goux-les-Usiers;15.2;4;null;4.7
25283;Goux-sous-Landet;27.7;0;null;2.2
25284;Grand-Charmont;22;52;null;4.3
25285;Grand'Combe-Châteleu;18.3;7;null;5.7
25286;Grand'Combe-des-Bois;7.2;0;null;2.3
25287;Grandfontaine;16.6;10;null;15.3
25288;Fournets-Luisans;13.3;2;null;4.6
25289;Grandfontaine-sur-Creuse;13.9;2;null;0
25290;La Grange;17.4;1;null;9.2
25293;Granges-Narboz;9.8;13;null;5.6
25295;Les Grangettes;19.9;4;null;13.6
25296;Les Gras;13.3;6;null;6
25297;Le Gratteris;12;1;null;10.6
25298;Grosbois;14.8;0;null;3.1
25299;Guillon-les-Bains;22.9;1;null;2.4
25300;Guyans-Durnes;14.5;1;null;5.4
25301;Guyans-Vennes;13.6;8;null;2.6
25303;Hauterive-la-Fresse;10.7;2;null;5.3
25304;Hérimoncourt;17;16;null;2.8
25305;L'Hôpital-du-Grosbois;10.2;2;null;4.7
25306;L'Hôpital-Saint-Lieffroy;10.6;0;null;2.5
25307;Les Hôpitaux-Neufs;10.3;10;null;10.8
25308;Les Hôpitaux-Vieux;9.1;3;null;7.7
25309;Houtaud;13.2;19;null;6
25310;Huanne-Montmartin;18.4;0;null;5.6
25311;Hyémondans;16.6;2;null;6.1
25312;Hyèvre-Magny;13.7;2;null;1.8
25313;Hyèvre-Paroisse;23;1;null;2.7
25314;Indevillers;16;0;null;2.8
25315;L'Isle-sur-le-Doubs;25.2;15;null;3.5
25316;Issans;27.3;0;null;5.6
25317;Jallerange;17.1;4;null;1.1
25318;Jougne;10.5;10;null;7.9
25320;Labergement-Sainte-Marie;14.6;14;null;6.3
25321;Villers-le-Lac;15.5;42;null;6.9
25322;Laire;20.3;1;null;8.9
25323;Laissey;17.5;1;null;2.2
25324;Lanans;17;0;null;2.8
25325;Landresse;20.7;1;null;2.5
25326;Lantenne-Vertière;14.4;4;null;6.3
25327;Lanthenans;20;0;null;3.6
25328;Larnod;21.6;14;null;16.1
25329;Laval-le-Prieuré;22.2;0;null;7.4
25330;Lavans-Quingey;14.8;1;null;9.8
25331;Lavans-Vuillafans;11.3;2;null;3.8
25332;Lavernay;12.3;5;null;6.4
25333;Laviron;20.7;0;null;3.5
25334;Levier;17.6;15;null;2.6
25335;Liebvillers;15.1;2;null;4
25336;Liesle;21.3;8;null;5.8
25338;Lizine;28.3;0;null;10.3
25339;Lods;28.3;2;null;6.4
25340;Lombard;23.2;3;null;3.4
25341;Lomont-sur-Crête;14.6;0;null;4
25342;Longechaux;15.2;0;null;4.1
25343;Longemaison;20.3;1;null;4.8
25344;Longevelle-lès-Russey;26.1;0;null;0
25345;Longevelle-sur-Doubs;16.7;7;null;2.9
25346;Longeville;22.7;0;null;6.8
25347;La Longeville;9.8;7;null;3
25348;Longevilles-Mont-d'Or;10.3;2;null;7.1
25349;Loray;14;6;null;2.1
25350;Lougres;23.4;4;null;4.4
25351;Le Luhier;15.9;2;null;3
25354;Luxiol;20.5;0;null;1.7
25355;Magny-Châtelard;4.8;0;null;0
25356;Maîche;21.7;35;null;3.5
25357;Maisons-du-Bois-Lièvremont;10.7;3;null;3.4
25359;Malans;26.2;0;null;1.5
25360;Malbrans;20.8;0;null;13.4
25361;Malbuisson;12.2;11;null;12.4
25362;Malpas;9.2;2;null;5.8
25364;Mamirolle;19.6;19;null;7.1
25365;Mancenans;21.6;1;null;3
25366;Mancenans-Lizerne;17.1;2;null;2.8
25367;Mandeure;23.8;23;null;3.1
25368;Marchaux-Chaudefontaine;14.6;10;null;6.5
25369;Marvelise;15.9;2;null;5.1
25370;Mathay;21.2;14;null;5.2
25371;Mazerolles-le-Salin;14.9;3;null;7.8
25372;Médière;22.2;1;null;3.5
25373;Le Mémont;17.1;0;null;0
25374;Mercey-le-Grand;16.4;4;null;3.4
25375;Mérey-sous-Montrond;21.9;3;null;10.5
25376;Mérey-Vieilley;20;1;null;1.8
25377;Mésandans;12.3;1;null;6.6
25378;Meslières;23.4;2;null;5.7
25379;Mesmay;15.3;1;null;9.4
25380;Métabief;7.6;23;null;8.3
25381;Miserey-Salines;20.2;28;null;13.4
25382;Moncey;15.1;2;null;6.9
25383;Moncley;19.3;2;null;10.7
25384;Mondon;16.8;0;null;4.3
25385;Montagney-Servigney;15.9;0;null;2.2
25386;Montancy;17.5;2;null;7.8
25387;Montandon;14.1;3;null;1.4
25388;Montbéliard;20.1;248;25056;9.4
25389;Montbéliardot;17.5;1;null;1.2
25390;Montbenoît;7.8;4;null;6
25391;Mont-de-Laval;16.8;0;null;3
25392;Mont-de-Vougney;10.2;3;null;5.3
25393;Montécheroux;21.7;1;null;4.3
25394;Montenois;14.5;7;null;6.1
25395;Montfaucon;21;12;null;20.9
25397;Montferrand-le-Château;26.7;16;null;7.5
25398;Montflovin;9.1;2;null;4.4
25400;Montgesoye;24.4;2;null;3.5
25401;Montivernage;19.2;0;null;13.6
25402;Montjoie-le-Château;32.1;0;null;9.1
25403;Montlebon;16.4;14;null;7
25404;Montmahoux;22.3;3;null;0
25405;Montperreux;11.4;11;null;11.3
25406;Montrond-le-Château;15.7;6;null;6.9
25408;Montussaint;25;0;null;2.2
25410;Morre;17.1;8;null;12.8
25411;Morteau;18.5;63;null;7
25413;Mouthe;20.8;12;null;5.2
25414;Le Moutherot;9.3;0;null;5.6
25415;Mouthier-Haute-Pierre;27.2;2;null;8.8
25416;Myon;36.9;1;null;2
25417;Naisey-les-Granges;16.4;5;null;5.7
25418;Nancray;19.2;11;null;8.2
25419;Nans;24.5;1;null;3.9
25420;Nans-sous-Sainte-Anne;29.7;0;null;12.7
25421;Narbief;16.7;1;null;0
25422;Neuchâtel-Urtière;11.4;0;null;5.3
25424;Les Premiers Sapins;17.4;15;null;5
25425;Noël-Cerneux;8.3;2;null;2.9
25426;Noirefontaine;24.4;2;null;1.6
25427;Noironte;17.5;4;null;5.3
25428;Nommay;27;12;null;6.7
25429;Novillars;14.6;5;null;5
25430;Ollans;33.3;1;null;2.8
25431;Onans;20.3;1;null;3.7
25432;Orchamps-Vennes;15.6;19;null;4
25433;Orgeans-Blanchefontaine;15.9;0;null;0
25434;Ornans;25.9;53;null;5.3
25435;Orsans;14;0;null;4.2
25436;Orve;31;0;null;0
25437;Osse;19.8;2;null;1.7
25438;Osselle-Routelle;14.5;5;null;5.2
25439;Ougney-Douvot;17;2;null;7.9
25440;Ouhans;15.7;5;null;3.3
25441;Ouvans;14.3;0;null;0
25442;Oye-et-Pallet;11.6;7;null;8.2
25443;Palantine;9;0;null;2.3
25444;Palise;21.3;0;null;5.7
25445;Paroy;18.5;1;null;10.6
25446;Passavant;19.4;0;null;3.6
25447;Passonfontaine;14.2;1;null;3.7
25448;Pelousey;10.7;4;null;10.2
25449;Péseux;13.4;0;null;2.4
25450;Pessans;18.6;1;null;7.8
25451;Petite-Chaux;17.2;2;null;1.8
25452;Pierrefontaine-lès-Blamont;11.5;1;null;4.9
25453;Pierrefontaine-les-Varans;22.4;8;null;2.7
25454;Pirey;17.2;21;null;14.9
25455;Placey;24.2;3;null;5.4
25456;Plaimbois-du-Miroir;8.6;1;null;5.1
25457;Plaimbois-Vennes;17.6;0;null;4.1
25458;Les Plains-et-Grands-Essarts;15;1;null;3.8
25459;La Planée;14.6;1;null;7.8
25460;Le Val;12.1;0;null;5.5
25461;Pompierre-sur-Doubs;16.9;2;null;1.7
25462;Pontarlier;19.7;189;25204;6.4
25463;Pont-de-Roide-Vermondans;25.5;24;null;2.5
25464;Les Pontets;9.8;1;null;4.4
25465;Pont-les-Moulins;19.5;1;null;4.9
25466;Pouilley-Français;14;3;null;5.4
25467;Pouilley-les-Vignes;21.4;18;null;11.9
25468;Pouligney-Lusans;11.6;5;null;7.4
25469;Présentevillers;27.9;3;null;8.8
25470;La Prétière;19.4;3;null;1.6
25471;Provenchère;20.1;0;null;1.1
25472;Puessans;25.8;2;null;0
25473;Pugey;18.5;2;null;7.3
25474;Le Puy;8.1;2;null;5.6
25475;Quingey;25.3;12;null;5.8
25476;Rahon;24.2;1;null;3.1
25477;Rancenay;15.5;1;null;16.7
25478;Randevillers;28.7;0;null;4.3
25479;Rang;26.7;1;null;2.1
25481;Raynans;10.8;2;null;14.6
25482;Recologne;16.1;2;null;8
25483;Reculfoz;2.4;0;null;9.1
25485;Rémondans-Vaivre;18.7;0;null;1.7
25486;Remoray-Boujeons;12.8;2;null;8.1
25487;Renédale;17.5;0;null;7.7
25488;Rennes-sur-Loue;14.1;0;null;5.4
25489;Reugney;19.4;2;null;5.8
25490;Rigney;24;2;null;7.9
25491;Rignosot;35.3;0;null;5.4
25492;Rillans;19.4;0;null;1.6
25493;La Rivière-Drugeon;13.2;5;null;2.9
25494;Rochejean;7.5;6;null;5.6
25495;Roche-lez-Beaupré;23;24;null;5.7
25496;Roche-lès-Clerval;24.8;0;null;5.5
25497;Roches-lès-Blamont;22.2;3;null;3.2
25498;Rognon;31.9;1;null;5
25499;Romain;16.7;1;null;3.3
25500;Ronchaux;16.1;3;null;4.6
25501;Rondefontaine;11.8;0;null;4.5
25502;Roset-Fluans;17.5;2;null;6.4
25503;Rosières-sur-Barbèche;20.7;1;null;3.4
25504;Rosureux;25.6;0;null;0
25505;Rougemont;27.1;6;null;3.5
25506;Rougemontot;22.6;0;null;2.9
25507;Rouhe;25.3;1;null;0
25508;Roulans;18.3;5;null;5.4
25510;Ruffey-le-Château;11.2;1;null;7.8
25511;Rurey;19;4;null;4.5
25512;Le Russey;14.9;14;null;3.2
25513;Sainte-Anne;23.4;1;null;2.9
25514;Saint-Antoine;13.3;2;null;5.1
25515;Sainte-Colombe;14;1;null;5.3
25516;Saint-Georges-Armont;18.5;0;null;0
25517;Saint-Gorgon-Main;12;2;null;3.7
25518;Saint-Hilaire;7;1;null;6.6
25519;Saint-Hippolyte;23.1;4;null;3.5
25520;Saint-Juan;24;1;null;0
25521;Saint-Julien-lès-Montbéliard;27.9;1;null;6.9
25522;Saint-Julien-lès-Russey;13.9;2;null;2.5
25523;Sainte-Marie;25.6;6;null;5.8
25524;Saint-Maurice-Colombier;21.3;6;null;4.2
25525;Saint-Point-Lac;14.6;2;null;11.8
25526;Sainte-Suzanne;19.1;8;null;7.1
25527;Saint-Vit;19.5;47;null;5.3
25528;Samson;25.7;0;null;8.5
25529;Sancey;26.8;16;null;4.3
25532;Saône;19.8;36;null;7.8
25533;Saraz;27.3;0;null;0
25534;Sarrageois;8.7;3;null;3.5
25535;Saules;22.7;1;null;5.4
25536;Sauvagney;15.7;1;null;5.3
25537;Scey-Maisières;24.6;2;null;8.8
25538;Séchin;21.5;1;null;0
25539;Seloncourt;23.2;39;null;4.9
25540;Semondans;20.1;5;null;4.6
25541;Septfontaines;15.6;1;null;2.8
25542;Serre-les-Sapins;18.4;19;null;14.3
25544;Servin;12.9;1;null;2.2
25545;Silley-Amancey;12.1;1;null;1.1
25546;Silley-Bléfond;23.3;0;null;8
25547;Sochaux;19.5;37;null;3.5
25548;Solemont;18.3;2;null;2.6
25549;Sombacour;19.2;5;null;1.9
25550;La Sommette;11.3;2;null;3.3
25551;Soulce-Cernay;14.5;0;null;1
25552;Sourans;23.1;1;null;2.2
25553;Soye;17.4;3;null;4.9
25554;Surmont;29.8;0;null;5.1
25555;Taillecourt;27.5;9;null;6.3
25556;Tallans;19.1;0;null;3.1
25557;Tallenay;33.2;1;null;13.7
25558;Tarcenay-Foucherans;13.8;14;null;6.5
25559;Thiébouhans;12.8;2;null;3
25560;Thise;30.5;24;null;9.4
25561;Thoraise;12.2;1;null;6.9
25562;Thulay;16.5;1;null;6.8
25563;Thurey-le-Mont;16.4;0;null;12.2
25564;Torpes;13.4;11;null;8.5
25565;Touillon-et-Loutelet;13.6;3;null;4.7
25566;La Tour-de-Sçay;17.7;2;null;9.1
25567;Tournans;17.1;2;null;3.3
25569;Trépot;16.1;5;null;7.7
25570;Tressandans;44;0;null;0
25571;Trévillers;16.1;2;null;3
25572;Trouvans;16.2;2;null;6.7
25573;Urtière;15.4;1;null;8.3
25574;Uzelle;20.3;1;null;0.8
25575;Vaire;19.1;8;null;7.4
25578;Valdahon;14.8;37;25056;4.5
25579;Val-de-Roulans;9.2;1;null;6.3
25580;Valentigney;22;86;null;4.6
25582;Valleroy;16.2;2;null;4.9
25583;Valonne;19.8;3;null;2.8
25584;Valoreille;13.7;1;null;3.6
25586;Vandoncourt;21.5;6;null;5.8
25588;Vaucluse;13.3;0;null;5
25589;Vauclusotte;26.4;0;null;1.4
25590;Vaudrivillers;26.7;0;null;1.5
25591;Vaufrey;18.9;2;null;2.4
25592;Vaux-et-Chantegrue;15.7;5;null;6.9
25594;Velesmes-Essarts;22.4;0;null;8.1
25595;Vellerot-lès-Belvoir;18.4;0;null;0
25596;Vellerot-lès-Vercel;23.1;1;null;2.2
25597;Vellevans;21.1;1;null;0.6
25598;Venise;15.1;2;null;6.5
25599;Vennans;3.5;1;null;2.4
25600;Vennes;7.7;3;null;2.3
25601;Vercel-Villedieu-le-Camp;16.3;15;null;4.3
25602;Vergranne;15;1;null;5.1
25604;Verne;21.7;1;null;4.3
25605;Vernierfontaine;14.3;3;null;3.7
25607;Vernois-lès-Belvoir;15;1;null;2.3
25608;Le Vernoy;15.8;0;null;5.1
25609;Verrières-de-Joux;14.4;1;null;1.8
25611;La Vèze;22.4;6;null;7
25612;Vieilley;18.8;5;null;8.3
25613;Viéthorey;18.1;0;null;2.6
25614;Vieux-Charmont;25.4;19;null;6.9
25615;Villars-lès-Blamont;17.5;5;null;1.8
25616;Villars-Saint-Georges;12.8;4;null;10.5
25617;Villars-sous-Dampjoux;27;3;null;3
25618;Villars-sous-Écot;26.3;2;null;5.1
25619;Les Villedieu;18.4;3;null;5.3
25620;Ville-du-Pont;19;2;null;5.2
25621;Villeneuve-d'Amont;17.3;0;null;1.6
25622;Villers-Buzon;20.5;3;null;7
25623;Villers-Chief;16;1;null;2.1
25624;Villers-Grélot;17.6;0;null;6.3
25625;Villers-la-Combe;33.3;1;null;2.3
25626;Villers-Saint-Martin;15.8;1;null;0
25627;Villers-sous-Chalamont;21.8;1;null;1.4
25628;Villers-sous-Montrond;14.8;0;null;13.9
25629;Voillans;12.5;2;null;8
25630;Voires;18.8;0;null;1.6
25631;Vorges-les-Pins;9.8;5;null;7.7
25632;Voujeaucourt;20.9;19;null;6.3
25633;Vuillafans;23.8;6;null;4.8
25634;Vuillecin;19;10;null;4.3
25635;Vyt-lès-Belvoir;17.1;2;null;5.6
26001;Solaure en Diois;25.3;3;null;7.1
26002;Albon;15.4;17;null;4.5
26003;Aleyrac;24;0;null;7.7
26004;Alixan;14.2;53;null;1.2
26005;Allan;20.8;22;null;9.7
26006;Allex;18.4;27;null;9
26007;Ambonil;17;2;null;7.4
26008;Ancône;17.3;16;null;4.6
26009;Andancette;19.1;9;null;3.2
26010;Anneyron;21.2;31;null;4.6
26011;Aouste-sur-Sye;22.2;40;null;6.6
26012;Arnayon;30.4;2;null;17.4
26013;Arpavon;11.7;2;null;10
26014;Arthémonay;15;5;null;8.6
26015;Aubenasson;13;2;null;21.3
26016;Aubres;23.2;2;null;3.4
26017;Aucelon;18.8;0;null;6.7
26018;Aulan;0;0;null;12.5
26019;Aurel;25.3;1;null;3.1
26020;La Répara-Auriples;22.1;4;null;5.3
26021;Autichamp;16;2;null;7.4
26022;Ballons;30.1;0;null;5.8
26023;Barbières;13.7;8;null;9.1
26024;Barcelonne;23.5;3;null;11.2
26025;Barnave;17.1;1;null;11.6
26026;Barret-de-Lioure;32.4;1;null;9.8
26027;Barsac;22.3;2;null;4.6
26028;Bathernay;10.1;3;null;6.4
26030;La Bâtie-des-Fonds;33.3;0;null;0
26031;La Bâtie-Rolland;17.2;14;null;6.6
26032;La Baume-Cornillane;20.6;5;null;12.1
26033;La Baume-de-Transit;21.6;10;null;12
26034;La Baume-d'Hostun;13.5;5;null;5.6
26035;Beaufort-sur-Gervanne;19.9;12;null;8.9
26036;Beaumont-en-Diois;8.7;4;null;12.2
26037;Beaumont-lès-Valence;23.5;49;null;8.9
26038;Beaumont-Monteux;15;11;null;3.8
26039;Beauregard-Baret;15.8;5;null;8.3
26040;Beaurières;22.4;0;null;3.6
26041;Beausemblant;20;16;null;4.6
26042;Beauvallon;33.1;10;null;9.5
26043;Beauvoisin;24.1;4;null;6.7
26045;La Bégude-de-Mazenc;21.8;17;null;8.2
26046;Bellecombe-Tarendol;20;1;null;3
26047;Bellegarde-en-Diois;18.8;2;null;9.9
26048;Bénivay-Ollon;34.3;1;null;6.8
26049;Bésayes;24.2;17;null;9.3
26050;Bésignan;28;0;null;1.6
26051;Bézaudun-sur-Bîne;29.4;0;null;18.2
26052;Bonlieu-sur-Roubion;14.4;2;null;5.2
26054;Bouchet;13.9;14;null;6.5
26055;Boulc;20.3;1;null;15.2
26056;Bourdeaux;30.8;11;null;8.7
26057;Bourg-de-Péage;23;117;26281;5.8
26058;Bourg-lès-Valence;21.5;227;26362;7.3
26059;Bouvante;29.4;1;null;4.4
26060;Bouvières;24.1;2;null;7
26061;Bren;20.6;5;null;5.2
26062;Brette;23.1;0;null;7.4
26063;Buis-les-Baronnies;35.6;25;null;6.1
26064;Chabeuil;19.8;85;null;10.1
26065;Chabrillan;22.3;5;null;10.4
26066;Le Chaffal;30.8;0;null;12.5
26067;Chalancon;39.7;2;null;14
26068;Le Chalon;19.9;3;null;10.1
26069;Chamaloc;25.2;3;null;5.9
26070;Chamaret;27.1;7;null;6.6
26071;Chanos-Curson;18.6;11;null;10.3
26072;Chantemerle-les-Blés;12.8;18;null;5.5
26073;Chantemerle-lès-Grignan;18.6;3;null;13.9
26074;La Chapelle-en-Vercors;28.1;19;null;7.2
26075;La Charce;48.6;0;null;0
26076;Charens;24.1;0;null;7.4
26077;Charmes-sur-l'Herbasse;14;6;null;6.5
26078;Charols;22.7;6;null;6.5
26079;Charpey;14.2;10;null;10.5
26080;Chastel-Arnaud;26.5;0;null;10.3
26081;Châteaudouble;14.2;12;null;14.1
26082;Châteauneuf-de-Bordette;25.8;0;null;9.5
26083;Châteauneuf-de-Galaure;28;11;null;6.8
26084;Châteauneuf-sur-Isère;17.2;49;null;6.8
26085;Châteauneuf-du-Rhône;18;32;null;4.6
26086;Châtillon-en-Diois;39.3;11;null;11.1
26087;Châtillon-Saint-Jean;16.7;7;null;6.1
26088;Chatuzange-le-Goubet;18.2;72;26281;7.6
26089;Chaudebonne;27.9;2;null;7.8
26090;La Chaudière;16.1;1;null;36.4
26091;Chauvac-Laux-Montaux;29.3;0;null;8.8
26092;Chavannes;13.2;9;null;6.4
26093;Clansayes;21.9;4;null;9.9
26094;Claveyson;15.6;4;null;5.7
26095;Cléon-d'Andran;25;13;null;3.6
26096;Clérieux;17;24;null;5.7
26097;Cliousclat;22.1;9;null;10.6
26098;Cobonne;24.4;2;null;12
26099;Colonzelle;19.6;5;null;8.6
26100;Combovin;15.6;6;null;13.1
26101;Comps;21.5;2;null;8.9
26102;Condillac;24.8;3;null;2.6
26103;Condorcet;26.2;3;null;3.4
26104;Cornillac;37;0;null;4.3
26105;Cornillon-sur-l'Oule;49.3;1;null;1.5
26106;La Coucourde;12.7;8;null;3.8
26107;Crépol;21.6;5;null;4
26108;Crest;25.9;122;null;8.8
26110;Crozes-Hermitage;14.7;6;null;0.4
26111;Crupies;27;1;null;12.3
26112;Curnier;18.8;4;null;7.5
26113;Die;26.9;68;null;8.5
26114;Dieulefit;38.5;45;null;9.6
26115;Divajeu;17.1;11;null;8
26116;Donzère;15;59;null;4.2
26117;Échevis;7.1;0;null;2.3
26118;Épinouze;17.7;12;null;2.8
26119;Érôme;17.5;12;null;4.4
26121;Espeluche;18.4;13;null;7.7
26122;Espenel;14.2;5;null;6.7
26123;Establet;57.7;0;null;16.7
26124;Étoile-sur-Rhône;16.2;69;null;7.9
26125;Eurre;19.3;17;null;11.4
26126;Eygalayes;31;1;null;12.9
26127;Eygaliers;18.6;5;null;1.2
26128;Eygluy-Escoulin;26.2;0;null;9.6
26129;Eymeux;9.6;12;null;1.3
26130;Eyroles;32;0;null;4.8
26131;Eyzahut;29.6;4;null;13.6
26133;Fay-le-Clos;32.5;1;null;6.8
26134;Félines-sur-Rimandoule;20.3;3;null;6.3
26135;Ferrassières;33.6;3;null;3
26136;Val-Maravel;35.3;1;null;13.3
26137;Francillon-sur-Roubion;20.4;4;null;8.5
26138;La Garde-Adhémar;24.1;9;null;8.6
26139;Génissieux;27;31;null;12.5
26140;Geyssans;12.7;10;null;7.1
26141;Gigors-et-Lozeron;23.6;5;null;18.5
26142;Glandage;23.5;5;null;15.2
26143;Le Grand-Serre;19;11;null;5.5
26144;Grane;22;16;null;9.8
26145;Les Granges-Gontardes;17;9;null;10.4
26146;Grignan;29.1;28;null;6.5
26147;Gumiane;35;0;null;0
26148;Hauterives;27.8;10;null;7.2
26149;Hostun;18.4;12;null;7.6
26150;Izon-la-Bruisse;9.1;0;null;12.5
26152;Jonchères;42.9;0;null;19.2
26153;Laborel;32.7;0;null;8.9
26154;Lachau;38.6;1;null;6.8
26155;Lapeyrouse-Mornay;17.8;10;null;3.1
26156;Larnage;14.5;7;null;5.5
26157;La Laupie;16;7;null;7.2
26159;Laval-d'Aix;24.2;3;null;5.9
26160;Laveyron;16.7;8;null;1.4
26161;Lemps;32;0;null;6.7
26162;Lens-Lestang;20.4;8;null;3.8
26163;Léoncel;23;0;null;0
26164;Lesches-en-Diois;33.9;2;null;21.3
26165;Livron-sur-Drôme;18.9;108;null;4.2
26166;Loriol-sur-Drôme;20.1;57;null;5.5
26167;Luc-en-Diois;34.2;9;null;5.7
26168;Lus-la-Croix-Haute;26.1;12;null;4.9
26169;Malataverne;15.6;18;null;6.2
26170;Malissard;23.5;33;null;1.9
26171;Manas;25.1;0;null;11.5
26172;Manthes;19.6;3;null;4.3
26173;Marches;18.6;6;null;1.2
26174;Margès;13.7;14;null;5.9
26175;Marignac-en-Diois;25;1;null;9.9
26176;Marsanne;22.9;17;null;8.2
26177;Marsaz;18.1;6;null;7.9
26178;Menglon;25.5;5;null;8.8
26179;Mercurol-Veaunes;16.1;25;null;9
26180;Mérindol-les-Oliviers;27.9;1;null;9.7
26181;Mévouillon;30.2;1;null;3.7
26182;Mirabel-aux-Baronnies;26.8;13;null;9.4
26183;Mirabel-et-Blacons;21.4;13;null;9.7
26185;Mirmande;24;10;null;13.7
26186;Miscon;30.4;3;null;24.5
26188;Mollans-sur-Ouvèze;30.1;6;null;8
26189;Montauban-sur-l'Ouvèze;29.9;2;null;6.8
26190;Montaulieu;20.7;1;null;11.3
26191;Montboucher-sur-Jabron;17.5;49;null;9.6
26192;Montbrison-sur-Lez;30.6;4;null;9.6
26193;Montbrun-les-Bains;27.3;7;null;5.1
26194;Montchenu;22.6;5;null;4.6
26195;Montclar-sur-Gervanne;24.3;1;null;12.1
26196;Montéléger;25.4;13;null;12.6
26197;Montélier;22.5;54;null;12.6
26198;Montélimar;21.4;504;07319;8.1
26199;Montferrand-la-Fare;53.3;1;null;0
26200;Montfroc;37.3;1;null;6.3
26201;Montguers;27.7;0;null;22.9
26202;Montjoux;21.1;2;null;9.2
26203;Montjoyer;19.9;1;null;6.8
26204;Montlaur-en-Diois;21.5;4;null;9.3
26205;Montmaur-en-Diois;32.9;0;null;5.7
26206;Montmeyran;21.1;34;null;8
26207;Montmiral;17.1;7;null;8.1
26208;Montoison;13.5;25;null;6.8
26209;Montréal-les-Sources;34.8;1;null;20
26210;Valherbasse;20.9;7;null;5.8
26211;Montségur-sur-Lauzon;23;15;null;8.7
26212;Montvendre;13.6;12;null;9.4
26213;Moras-en-Valloire;15.8;9;null;5.1
26214;Mornans;33.3;1;null;5.6
26215;La Motte-Chalancon;30.8;4;null;4.9
26216;La Motte-de-Galaure;19.5;2;null;3.4
26217;La Motte-Fanjas;17.5;6;null;7.4
26218;Mours-Saint-Eusèbe;25.2;28;null;8.6
26219;Mureils;13.5;5;null;4.2
26220;Nyons;38.4;83;null;7.5
26221;Omblèze;36.1;0;null;3.2
26222;Orcinas;13.2;0;null;3.7
26223;Oriol-en-Royans;22.8;3;null;6.1
26224;Ourches;19;7;null;7.5
26225;Parnans;23.5;3;null;5.1
26226;Le Pègue;35.1;1;null;5.9
26227;Pelonne;29.6;1;null;10
26228;Pennes-le-Sec;0;1;null;4.5
26229;La Penne-sur-l'Ouvèze;36.6;2;null;10.4
26231;Peyrins;22.1;30;null;9.4
26232;Peyrus;17.8;7;null;9.9
26233;Piégon;25.2;2;null;7.5
26234;Piégros-la-Clastre;20.8;17;null;6.5
26235;Pierrelatte;19.4;136;null;4.1
26236;Pierrelongue;16.4;5;null;7.3
26238;Les Pilles;21.1;5;null;7.9
26239;Plaisians;19.9;6;null;5.3
26240;Plan-de-Baix;29.7;4;null;4.3
26241;Le Poët-Célard;23.8;3;null;4
26242;Le Poët-en-Percip;17.6;1;null;0
26243;Le Poët-Laval;29.1;14;null;9.6
26244;Le Poët-Sigillat;18.5;1;null;15.7
26245;Pommerol;16.7;1;null;0
26246;Ponet-et-Saint-Auban;25.4;1;null;5.9
26247;Ponsas;19.5;4;null;2.9
26248;Pontaix;27.8;4;null;6.1
26249;Pont-de-Barret;18.2;17;null;11.8
26250;Pont-de-l'Isère;16.3;33;null;3.9
26251;Portes-en-Valdaine;25.7;4;null;8.4
26252;Portes-lès-Valence;19.2;98;26362;3.2
26253;Poyols;20;1;null;1.8
26254;Pradelle;16.7;0;null;0
26255;Les Prés;50;0;null;4.2
26256;Propiac;23.4;2;null;2.1
26257;Puygiron;18.4;1;null;6.3
26258;Puy-Saint-Martin;20.7;13;null;7.4
26259;Ratières;26.2;2;null;4.7
26261;Réauville;25.1;4;null;6.7
26262;Recoubeau-Jansac;21.4;7;null;4.9
26263;Reilhanette;28.5;3;null;8.6
26264;Rémuzat;29.6;2;null;5.2
26266;Rimon-et-Savel;48.3;0;null;19.2
26267;Rioms;11.5;1;null;5.6
26268;Rochebaudin;19;1;null;17.8
26269;Rochebrune;35.7;0;null;7.1
26270;Rochechinard;30.4;0;null;16.5
26271;La Roche-de-Glun;20.4;36;null;5.8
26272;Rochefort-en-Valdaine;13.2;3;null;10.6
26273;Rochefort-Samson;17;9;null;7.2
26274;Rochefourchat;0;0;null;0
26275;Rochegude;16.4;13;null;6.4
26276;Roche-Saint-Secret-Béconne;21.6;10;null;8.4
26277;La Roche-sur-Grane;19;7;null;7.6
26278;La Roche-sur-le-Buis;28.8;2;null;6.6
26279;La Rochette-du-Buis;35;0;null;5.7
26281;Romans-sur-Isère;23.2;455;26057;6.7
26282;Romeyer;15.7;1;null;10.3
26283;Rottier;45.5;0;null;0
26284;Roussas;21.9;5;null;5.4
26285;Rousset-les-Vignes;32.5;5;null;11.2
26286;Roussieux;17.4;0;null;14.3
26287;Roynac;21.7;0;null;7.1
26288;Sahune;27.6;4;null;9.9
26289;Saillans;26.4;21;null;12.1
26290;Saint-Agnan-en-Vercors;21.9;1;null;6.6
26291;Saint-Andéol;23.1;3;null;8.2
26292;Saint-Auban-sur-l'Ouvèze;27.4;1;null;10.1
