nom,nom_minimise,COG,SIREN,code_region,code_departement
Fresney-le-Vieux,FRESNEY-LE-VIEUX,14291,211402912,28,14
Fumichon,FUMICHON,14293,211402938,28,14
Gavrus,GAVRUS,14297,211402979,28,14
Géfosse-Fontenay,GEFOSSE-FONTENAY,14298,211402987,28,14
Genneville,GENNEVILLE,14299,211402995,28,14
Gerrots,GERROTS,14300,211403001,28,14
Giberville,GIBERVILLE,14301,211403019,28,14
Glanville,GLANVILLE,14302,211403027,28,14
Glos,GLOS,14303,211403035,28,14
Gonneville-sur-Honfleur,GONNEVILLE-SUR-HONFLEUR,14304,211403043,28,14
Gonneville-sur-Mer,GONNEVILLE-SUR-MER,14305,211403050,28,14
Gonneville-en-Auge,GONNEVILLE-EN-AUGE,14306,211403068,28,14
Goustranville,GOUSTRANVILLE,14308,211403084,28,14
Gouvix,GOUVIX,14309,211403092,28,14
Grainville-Langannerie,GRAINVILLE-LANGANNERIE,14310,211403100,28,14
Grainville-sur-Odon,GRAINVILLE-SUR-ODON,14311,211403118,28,14
Grandcamp-Maisy,GRANDCAMP-MAISY,14312,211403126,28,14
Grangues,GRANGUES,14316,211403167,28,14
Graye-sur-Mer,GRAYE-SUR-MER,14318,211403183,28,14
Grentheville,GRENTHEVILLE,14319,211403191,28,14
Grimbosq,GRIMBOSQ,14320,211403209,28,14
Guéron,GUERON,14322,211403225,28,14
Hermanville-sur-Mer,HERMANVILLE-SUR-MER,14325,211403258,28,14
Hermival-les-Vaux,HERMIVAL-LES-VAUX,14326,211403266,28,14
Hérouville-Saint-Clair,HEROUVILLE-SAINT-CLAIR,14327,211403274,28,14
Hérouvillette,HEROUVILLETTE,14328,211403282,28,14
Heuland,HEULAND,14329,211403290,28,14
La Hoguette,LA HOGUETTE,14332,211403324,28,14
Honfleur,HONFLEUR,14333,211403332,28,14
L'Hôtellerie,L HOTELLERIE,14334,211403340,28,14
Hotot-en-Auge,HOTOT-EN-AUGE,14335,211403357,28,14
Hottot-les-Bagues,HOTTOT-LES-BAGUES,14336,211403365,28,14
La Houblonnière,LA HOUBLONNIERE,14337,211403373,28,14
Houlgate,HOULGATE,14338,211403381,28,14
Ifs,IFS,14341,211403415,28,14
Isigny-sur-Mer,ISIGNY-SUR-MER,14342,200064905,28,14
Les Isles-Bardel,LES ISLES-BARDEL,14343,211403431,28,14
Janville,JANVILLE,14344,211403449,28,14
Jort,JORT,14345,211403456,28,14
Juaye-Mondaye,JUAYE-MONDAYE,14346,211403464,28,14
Dialan sur Chaîne,DIALAN SUR CHAINE,14347,200066421,28,14
Juvigny-sur-Seulles,JUVIGNY-SUR-SEULLES,14348,211403480,28,14
Laize-Clinchamps,LAIZE-CLINCHAMPS,14349,200065092,28,14
Landelles-et-Coupigny,LANDELLES-ET-COUPIGNY,14352,211403522,28,14
Landes-sur-Ajon,LANDES-SUR-AJON,14353,211403530,28,14
Langrune-sur-Mer,LANGRUNE-SUR-MER,14354,211403548,28,14
Ponts sur Seulles,PONTS SUR SEULLES,14355,200065068,28,14
Terres de Druance,TERRES DE DRUANCE,14357,200069714,28,14
Léaupartie,LEAUPARTIE,14358,211403589,28,14
Leffard,LEFFARD,14360,211403605,28,14
Lessard-et-le-Chêne,LESSARD-ET-LE-CHENE,14362,211403621,28,14
Lingèvres,LINGEVRES,14364,211403647,28,14
Lion-sur-Mer,LION-SUR-MER,14365,211403654,28,14
Lisieux,LISIEUX,14366,211403662,28,14
Lison,LISON,14367,211403670,28,14
Lisores,LISORES,14368,211403688,28,14
Litteau,LITTEAU,14369,211403696,28,14
Le Molay-Littry,LE MOLAY-LITTRY,14370,211403704,28,14
Livarot-Pays-d'Auge,LIVAROT-PAYS-D AUGE,14371,200060515,28,14
Les Loges,LES LOGES,14374,211403746,28,14
Les Loges-Saulces,LES LOGES-SAULCES,14375,211403753,28,14
Longues-sur-Mer,LONGUES-SUR-MER,14377,211403779,28,14
Longueville,LONGUEVILLE,14378,211403787,28,14
Longvillers,LONGVILLERS,14379,211403795,28,14
Loucelles,LOUCELLES,14380,211403803,28,14
Louvagny,LOUVAGNY,14381,211403811,28,14
Louvigny,LOUVIGNY,14383,211403837,28,14
Luc-sur-Mer,LUC-SUR-MER,14384,211403845,28,14
Magny-en-Bessin,MAGNY-EN-BESSIN,14385,211403852,28,14
Maisoncelles-Pelvey,MAISONCELLES-PELVEY,14389,211403894,28,14
Maisoncelles-sur-Ajon,MAISONCELLES-SUR-AJON,14390,211403902,28,14
Maisons,MAISONS,14391,211403910,28,14
Maizet,MAIZET,14393,211403936,28,14
Maizières,MAIZIERES,14394,211403944,28,14
Maltot,MALTOT,14396,211403969,28,14
Mandeville-en-Bessin,MANDEVILLE-EN-BESSIN,14397,211403977,28,14
Manerbe,MANERBE,14398,211403985,28,14
Manneville-la-Pipard,MANNEVILLE-LA-PIPARD,14399,211403993,28,14
Le Manoir,LE MANOIR,14400,211404009,28,14
Manvieux,MANVIEUX,14401,211404017,28,14
Le Marais-la-Chapelle,LE MARAIS-LA-CHAPELLE,14402,211404025,28,14
Marolles,MAROLLES,14403,211404033,28,14
Martainville,MARTAINVILLE,14404,211404041,28,14
Martigny-sur-l'Ante,MARTIGNY-SUR-L ANTE,14405,211404058,28,14
Moulins en Bessin,MOULINS EN BESSIN,14406,200065001,28,14
Mathieu,MATHIEU,14407,211404074,28,14
May-sur-Orne,MAY-SUR-ORNE,14408,211404082,28,14
Merville-Franceville-Plage,MERVILLE-FRANCEVILLE-PLAGE,14409,211404090,28,14
Méry-Bissières-en-Auge,MERY-BISSIERES-EN-AUGE,14410,200064889,28,14
Meslay,MESLAY,14411,211404116,28,14
Le Mesnil-au-Grain,LE MESNIL-AU-GRAIN,14412,211404124,28,14
Le Mesnil-Eudes,LE MESNIL-EUDES,14419,211404199,28,14
Le Mesnil-Guillaume,LE MESNIL-GUILLAUME,14421,211404215,28,14
Le Mesnil-Robert,LE MESNIL-ROBERT,14424,211404249,28,14
Le Mesnil-Simon,LE MESNIL-SIMON,14425,211404256,28,14
Le Mesnil-sur-Blangy,LE MESNIL-SUR-BLANGY,14426,211404264,28,14
Le Mesnil-Villement,LE MESNIL-VILLEMENT,14427,211404272,28,14
Meuvaines,MEUVAINES,14430,211404306,28,14
Mézidon Vallée d'Auge,MEZIDON VALLEE D AUGE,14431,200064996,28,14
Les Monceaux,LES MONCEAUX,14435,211404355,28,14
Monceaux-en-Bessin,MONCEAUX-EN-BESSIN,14436,211404363,28,14
Mondeville,MONDEVILLE,14437,211404371,28,14
Mondrainville,MONDRAINVILLE,14438,211404389,28,14
Monfréville,MONFREVILLE,14439,211404397,28,14
Montfiquet,MONTFIQUET,14445,211404454,28,14
Montigny,MONTIGNY,14446,211404462,28,14
Montreuil-en-Auge,MONTREUIL-EN-AUGE,14448,211404488,28,14
Monts-en-Bessin,MONTS-EN-BESSIN,14449,211404496,28,14
Morteaux-Coulibœuf,MORTEAUX-COULIBOEUF,14452,211404520,28,14
Mosles,MOSLES,14453,211404538,28,14
Mouen,MOUEN,14454,211404546,28,14
Moulines,MOULINES,14455,211404553,28,14
Moult-Chicheboville,MOULT-CHICHEBOVILLE,14456,200065019,28,14
Les Moutiers-en-Auge,LES MOUTIERS-EN-AUGE,14457,211404579,28,14
Les Moutiers-en-Cinglais,LES MOUTIERS-EN-CINGLAIS,14458,211404587,28,14
Moyaux,MOYAUX,14460,211404603,28,14
Mutrécy,MUTRECY,14461,211404611,28,14
Nonant,NONANT,14465,211404652,28,14
Norolles,NOROLLES,14466,211404660,28,14
Noron-l'Abbaye,NORON-L ABBAYE,14467,211404678,28,14
Noron-la-Poterie,NORON-LA-POTERIE,14468,211404686,28,14
Norrey-en-Auge,NORREY-EN-AUGE,14469,211404694,28,14
Notre-Dame-de-Livaye,NOTRE-DAME-DE-LIVAYE,14473,211404736,28,14
Notre-Dame-d'Estrées-Corbon,NOTRE-DAME-D ESTREES-CORBON,14474,200049336,28,14
Val d'Arry,VAL D ARRY,14475,200064954,28,14
Olendon,OLENDON,14476,211404769,28,14
Orbec,ORBEC,14478,211404785,28,14
Osmanville,OSMANVILLE,14480,211404801,28,14
Ouézy,OUEZY,14482,211404827,28,14
Ouffières,OUFFIERES,14483,211404835,28,14
Ouilly-du-Houley,OUILLY-DU-HOULEY,14484,211404843,28,14
Ouilly-le-Tesson,OUILLY-LE-TESSON,14486,211404868,28,14
Ouilly-le-Vicomte,OUILLY-LE-VICOMTE,14487,211404876,28,14
Ouistreham,OUISTREHAM,14488,211404884,28,14
Parfouru-sur-Odon,PARFOURU-SUR-ODON,14491,211404918,28,14
Pennedepie,PENNEDEPIE,14492,211404926,28,14
Périers-en-Auge,PERIERS-EN-AUGE,14494,211404942,28,14
Périers-sur-le-Dan,PERIERS-SUR-LE-DAN,14495,211404959,28,14
Périgny,PERIGNY,14496,211404967,28,14
Perrières,PERRIERES,14497,211404975,28,14
Pertheville-Ners,PERTHEVILLE-NERS,14498,211404983,28,14
Petiville,PETIVILLE,14499,211404991,28,14
Pierrefitte-en-Auge,PIERREFITTE-EN-AUGE,14500,211405006,28,14
Pierrefitte-en-Cinglais,PIERREFITTE-EN-CINGLAIS,14501,211405014,28,14
Pierrepont,PIERREPONT,14502,211405022,28,14
Le Pin,LE PIN,14504,211405048,28,14
Planquery,PLANQUERY,14506,211405063,28,14
Plumetot,PLUMETOT,14509,211405097,28,14
La Pommeraye,LA POMMERAYE,14510,211405105,28,14
Pont-Bellanger,PONT-BELLANGER,14511,211405113,28,14
Pontécoulant,PONTECOULANT,14512,211405121,28,14
Pont-l'Évêque,PONT-L EVEQUE,14514,200086379,28,14
Port-en-Bessin-Huppain,PORT-EN-BESSIN-HUPPAIN,14515,211405154,28,14
Potigny,POTIGNY,14516,211405162,28,14
Préaux-Bocage,PREAUX-BOCAGE,14519,211405196,28,14
Le Pré-d'Auge,LE PRE-D AUGE,14520,211405204,28,14
Prêtreville,PRETREVILLE,14522,211405220,28,14
Putot-en-Auge,PUTOT-EN-AUGE,14524,211405246,28,14
Belle Vie en Auge,BELLE VIE EN AUGE,14527,200064970,28,14
Quetteville,QUETTEVILLE,14528,211405287,28,14
Ranchy,RANCHY,14529,211405295,28,14
Ranville,RANVILLE,14530,211405303,28,14
Rapilly,RAPILLY,14531,211405311,28,14
Repentigny,REPENTIGNY,14533,211405337,28,14
Reux,REUX,14534,211405345,28,14
Reviers,REVIERS,14535,211405352,28,14
La Rivière-Saint-Sauveur,LA RIVIERE-SAINT-SAUVEUR,14536,211405360,28,14
Castine-en-Plaine,CASTINE-EN-PLAINE,14538,200086502,28,14
Rocques,ROCQUES,14540,211405402,28,14
La Roque-Baignard,LA ROQUE-BAIGNARD,14541,211405410,28,14
Rosel,ROSEL,14542,211405428,28,14
Rots,ROTS,14543,200060481,28,14
Rouvres,ROUVRES,14546,211405469,28,14
Rubercy,RUBERCY,14547,211405477,28,14
Rumesnil,RUMESNIL,14550,211405501,28,14
Ryes,RYES,14552,211405527,28,14
Le Castelet,LE CASTELET,14554,200082931,28,14
Saint-André-d'Hébertot,SAINT-ANDRE-D HEBERTOT,14555,211405550,28,14
Saint-André-sur-Orne,SAINT-ANDRE-SUR-ORNE,14556,211405568,28,14
Saint-Arnoult,SAINT-ARNOULT,14557,211405576,28,14
Saint-Aubin-d'Arquenay,SAINT-AUBIN-D ARQUENAY,14558,211405584,28,14
Saint-Aubin-des-Bois,SAINT-AUBIN-DES-BOIS,14559,211405592,28,14
Saint-Aubin-sur-Mer,SAINT-AUBIN-SUR-MER,14562,211405626,28,14
Saint-Benoît-d'Hébertot,SAINT-BENOIT-D HEBERTOT,14563,211405634,28,14
Saint-Côme-de-Fresné,SAINT-COME-DE-FRESNE,14565,211405659,28,14
Saint-Contest,SAINT-CONTEST,14566,211405667,28,14
Sainte-Croix-sur-Mer,SAINTE-CROIX-SUR-MER,14569,211405691,28,14
Valorbiquet,VALORBIQUET,14570,200058378,28,14
Saint-Denis-de-Mailloc,SAINT-DENIS-DE-MAILLOC,14571,211405717,28,14
Saint-Denis-de-Méré,SAINT-DENIS-DE-MERE,14572,211405725,28,14
Saint-Désir,SAINT-DESIR,14574,211405741,28,14
Saint-Étienne-la-Thillaye,SAINT-ETIENNE-LA-THILLAYE,14575,211405758,28,14
Val-de-Vie,VAL-DE-VIE,14576,200060408,28,14
Saint-Gatien-des-Bois,SAINT-GATIEN-DES-BOIS,14578,211405782,28,14
Seulline,SEULLINE,14579,200066447,28,14
Saint-Germain-de-Livet,SAINT-GERMAIN-DE-LIVET,14582,211405824,28,14
Saint-Germain-du-Pert,SAINT-GERMAIN-DU-PERT,14586,211405865,28,14
Saint-Germain-la-Blanche-Herbe,SAINT-GERMAIN-LA-BLANCHE-HERBE,14587,211405873,28,14
Saint-Germain-Langot,SAINT-GERMAIN-LANGOT,14588,211405881,28,14
Saint-Germain-le-Vasson,SAINT-GERMAIN-LE-VASSON,14589,211405899,28,14
Sainte-Honorine-de-Ducy,SAINTE-HONORINE-DE-DUCY,14590,211405907,28,14
Aure sur Mer,AURE SUR MER,14591,200073377,28,14
Sainte-Honorine-du-Fay,SAINTE-HONORINE-DU-FAY,14592,211405923,28,14
Saint-Hymer,SAINT-HYMER,14593,211405931,28,14
Saint-Jean-de-Livet,SAINT-JEAN-DE-LIVET,14595,211405956,28,14
Saint-Jouin,SAINT-JOUIN,14598,211405980,28,14
Saint-Julien-sur-Calonne,SAINT-JULIEN-SUR-CALONNE,14601,211406012,28,14
Saint-Lambert,SAINT-LAMBERT,14602,211406020,28,14
Saint-Laurent-de-Condel,SAINT-LAURENT-DE-CONDEL,14603,211406038,28,14
Saint-Laurent-sur-Mer,SAINT-LAURENT-SUR-MER,14605,211406053,28,14
Saint-Léger-Dubosq,SAINT-LEGER-DUBOSQ,14606,211406061,28,14
Saint-Louet-sur-Seulles,SAINT-LOUET-SUR-SEULLES,14607,211406079,28,14
Saint-Loup-Hors,SAINT-LOUP-HORS,14609,211406095,28,14
Saint-Manvieu-Norrey,SAINT-MANVIEU-NORREY,14610,211406103,28,14
Saint-Marcouf,SAINT-MARCOUF-DU-ROCHY,14613,211406137,28,14
Sainte-Marguerite-d'Elle,SAINTE-MARGUERITE-D ELLE,14614,211406145,28,14
Sainte-Marie-Outre-l'Eau,SAINTE-MARIE-OUTRE-L EAU,14619,211406194,28,14
Saint-Martin-aux-Chartrains,SAINT-MARTIN-AUX-CHARTRAINS,14620,211406202,28,14
Saint-Martin-de-Bienfaite-la-Cressonnière,ST-MARTIN-DE-BIENFAITE-LA-CRES,14621,211406210,28,14
Saint-Martin-de-Blagny,SAINT-MARTIN-DE-BLAGNY,14622,211406228,28,14
Saint-Martin-de-Fontenay,SAINT-MARTIN-DE-FONTENAY,14623,211406236,28,14
Saint-Martin-de-la-Lieue,SAINT-MARTIN-DE-LA-LIEUE,14625,211406251,28,14
Saint-Martin-de-Mailloc,SAINT-MARTIN-DE-MAILLOC,14626,211406269,28,14
Saint-Martin-de-Mieux,SAINT-MARTIN-DE-MIEUX,14627,211406277,28,14
Saint-Martin-des-Entrées,SAINT-MARTIN-DES-ENTREES,14630,211406301,28,14
Saint-Omer,SAINT-OMER,14635,211406350,28,14
Saint-Ouen-du-Mesnil-Oger,SAINT-OUEN-DU-MESNIL-OGER,14637,211406376,28,14
Saint-Ouen-le-Pin,SAINT-OUEN-LE-PIN,14639,211406392,28,14
Saint-Pair,SAINT-PAIR,14640,211406400,28,14
Saint-Paul-du-Vernay,SAINT-PAUL-DU-VERNAY,14643,211406434,28,14
Saint-Philbert-des-Champs,SAINT-PHILBERT-DES-CHAMPS,14644,211406442,28,14
Saint-Pierre-Azif,SAINT-PIERRE-AZIF,14645,211406459,28,14
Saint-Pierre-Canivet,SAINT-PIERRE-CANIVET,14646,211406467,28,14
Saint-Pierre-des-Ifs,SAINT-PIERRE-DES-IFS,14648,211406483,28,14
Saint-Pierre-du-Bû,SAINT-PIERRE-DU-BU,14649,211406491,28,14
Saint-Pierre-du-Fresne,SAINT-PIERRE-DU-FRESNE,14650,211406509,28,14
Saint-Pierre-du-Jonquet,SAINT-PIERRE-DU-JONQUET,14651,211406517,28,14
Saint-Pierre-du-Mont,SAINT-PIERRE-DU-MONT,14652,211406525,28,14
Saint-Pierre-en-Auge,SAINT-PIERRE-EN-AUGE,14654,200064798,28,14
Saint-Rémy,SAINT-REMY,14656,211406566,28,14
Saint-Samson,SAINT-SAMSON,14657,211406574,28,14
Noues de Sienne,NOUES DE SIENNE,14658,200069896,28,14
Saint-Sylvain,SAINT-SYLVAIN,14659,211406590,28,14
Saint-Vaast-en-Auge,SAINT-VAAST-EN-AUGE,14660,211406608,28,14
Saint-Vaast-sur-Seulles,SAINT-VAAST-SUR-SEULLES,14661,211406616,28,14
Saint-Vigor-le-Grand,SAINT-VIGOR-LE-GRAND,14663,211406632,28,14
Sallen,SALLEN,14664,211406640,28,14
Sallenelles,SALLENELLES,14665,211406657,28,14
Saon,SAON,14667,211406673,28,14
Saonnet,SAONNET,14668,211406681,28,14
Sassy,SASSY,14669,211406699,28,14
Val de Drôme,VAL DE DROME,14672,200066439,28,14
Soignolles,SOIGNOLLES,14674,211406749,28,14
Soliers,SOLIERS,14675,211406756,28,14
Sommervieu,SOMMERVIEU,14676,211406764,28,14
Soulangy,SOULANGY,14677,211406772,28,14
Soumont-Saint-Quentin,SOUMONT-SAINT-QUENTIN,14678,211406780,28,14
Subles,SUBLES,14679,211406798,28,14
Sully,SULLY,14680,211406806,28,14
Surrain,SURRAIN,14681,211406814,28,14
Surville,SURVILLE,14682,211406822,28,14
Tessel,TESSEL,14684,211406848,28,14
Thaon,THAON,14685,211406855,28,14
Le Theil-en-Auge,LE THEIL-EN-AUGE,14687,211406871,28,14
Le Hom,LE HOM,14689,200060572,28,14
Tilly-sur-Seulles,TILLY-SUR-SEULLES,14692,211406921,28,14
Le Torquesne,LE TORQUESNE,14694,211406947,28,14
Touffréville,TOUFFREVILLE,14698,211406988,28,14
Touques,TOUQUES,14699,211406996,28,14
Tour-en-Bessin,TOUR-EN-BESSIN,14700,211407002,28,14
Tourgéville,TOURGEVILLE,14701,211407010,28,14
Tournières,TOURNIERES,14705,211407051,28,14
Tourville-en-Auge,TOURVILLE-EN-AUGE,14706,211407069,28,14
Tourville-sur-Odon,TOURVILLE-SUR-ODON,14707,211407077,28,14
Tracy-Bocage,TRACY-BOCAGE,14708,211407085,28,14
Tracy-sur-Mer,TRACY-SUR-MER,14709,211407093,28,14
Tréprel,TREPREL,14710,211407101,28,14
Trévières,TREVIERES,14711,211407119,28,14
Troarn,SALINE,14712,200065043,28,14
Montillières-sur-Orne,MONTILLIERES-SUR-ORNE,14713,200083137,28,14
Le Tronquay,LE TRONQUAY,14714,211407143,28,14
Trouville-sur-Mer,TROUVILLE-SUR-MER,14715,211407150,28,14
Trungy,TRUNGY,14716,211407168,28,14
Urville,URVILLE,14719,211407192,28,14
Ussy,USSY,14720,211407200,28,14
Vacognes-Neuilly,VACOGNES-NEUILLY,14721,211407218,28,14
Valsemé,VALSEME,14723,211407234,28,14
Varaville,VARAVILLE,14724,211407242,28,14
Valdallière,VALDALLIERE,14726,200054641,28,14
Vaucelles,VAUCELLES,14728,211407283,28,14
Vauville,VAUVILLE,14731,211407317,28,14
Vaux-sur-Aure,VAUX-SUR-AURE,14732,211407325,28,14
Vaux-sur-Seulles,VAUX-SUR-SEULLES,14733,211407333,28,14
Vendes,VENDES,14734,211407341,28,14
Vendeuvre,VENDEUVRE,14735,211407358,28,14
Versainville,VERSAINVILLE,14737,211407374,28,14
Verson,VERSON,14738,211407382,28,14
Ver-sur-Mer,VER-SUR-MER,14739,211407390,28,14
La Vespière-Friardel,LA VESPIERE-FRIARDEL,14740,200060507,28,14
Le Vey,LE VEY,14741,211407416,28,14
Vicques,VICQUES,14742,211407424,28,14
Victot-Pontfol,VICTOT-PONTFOL,14743,211407432,28,14
Vienne-en-Bessin,VIENNE-EN-BESSIN,14744,211407440,28,14
Vierville-sur-Mer,VIERVILLE-SUR-MER,14745,211407457,28,14
Vieux,VIEUX,14747,211407473,28,14
Vieux-Bourg,VIEUX-BOURG,14748,211407481,28,14
Vignats,VIGNATS,14751,211407515,28,14
Villers-Bocage,VILLERS-BOCAGE,14752,211407523,28,14
Villers-Canivet,VILLERS-CANIVET,14753,211407531,28,14
Villers-sur-Mer,VILLERS-SUR-MER,14754,211407549,28,14
Villerville,VILLERVILLE,14755,211407556,28,14
La Villette,LA VILLETTE,14756,211407564,28,14
Villons-les-Buissons,VILLONS-LES-BUISSONS,14758,211407580,28,14
Villy-lez-Falaise,VILLY-LEZ-FALAISE,14759,211407598,28,14
Villy-Bocage,VILLY-BOCAGE,14760,211407606,28,14
Vimont,VIMONT,14761,211407614,28,14
Vire Normandie,VIRE NORMANDIE,14762,200060176,28,14
Pont-d'Ouilly,PONT-D OUILLY,14764,211407648,28,14
Allanche,ALLANCHE,15001,211500012,84,15
Alleuze,ALLEUZE,15002,211500020,84,15
Ally,ALLY,15003,211500038,84,15
Andelat,ANDELAT,15004,211500046,84,15
Anglards-de-Saint-Flour,ANGLARDS-DE-SAINT-FLOUR,15005,211500053,84,15
Anglards-de-Salers,ANGLARDS-DE-SALERS,15006,211500061,84,15
Anterrieux,ANTERRIEUX,15007,211500079,84,15
Antignac,ANTIGNAC,15008,211500087,84,15
Apchon,APCHON,15009,211500095,84,15
Arches,ARCHES,15010,211500103,84,15
Arnac,ARNAC,15011,211500111,84,15
Arpajon-sur-Cère,ARPAJON-SUR-CERE,15012,211500129,84,15
Auriac-l'Église,AURIAC-L'EGLISE,15013,211500137,84,15
Aurillac,AURILLAC,15014,211500145,84,15
Auzers,AUZERS,15015,211500152,84,15
Ayrens,AYRENS,15016,211500160,84,15
Badailhac,BADAILHAC,15017,211500178,84,15
Barriac-les-Bosquets,BARRIAC-LES-BOSQUETS,15018,211500186,84,15
Bassignac,BASSIGNAC,15019,211500194,84,15
Beaulieu,BEAULIEU,15020,211500202,84,15
Boisset,BOISSET,15021,211500210,84,15
Bonnac,BONNAC,15022,211500228,84,15
Brageac,BRAGEAC,15024,211500244,84,15
Albepierre-Bredons,ALBEPIERRE-BREDONS,15025,211500251,84,15
Brezons,BREZONS,15026,211500269,84,15
Puycapel,PUYCAPEL,15027,200086494,84,15
Carlat,CARLAT,15028,211500285,84,15
Cassaniouze,CASSANIOUZE,15029,211500293,84,15
Cayrols,CAYROLS,15030,211500301,84,15
Celoux,CELOUX,15032,211500327,84,15
Cézens,CEZENS,15033,211500335,84,15
Chaliers,CHALIERS,15034,211500343,84,15
Chalvignac,CHALVIGNAC,15036,211500368,84,15
Champagnac,CHAMPAGNAC,15037,211500376,84,15
Champs-sur-Tarentaine-Marchal,CHAMPS-SUR-TARENTAINE-MARCHAL,15038,211500384,84,15
Chanterelle,CHANTERELLE,15040,211500400,84,15
La Chapelle-d'Alagnon,CHAPELLE-D'ALAGNON (LA),15041,211500418,84,15
La Chapelle-Laurent,CHAPELLE-LAURENT (LA ),15042,211500426,84,15
Charmensac,CHARMENSAC,15043,211500434,84,15
Chaudes-Aigues,CHAUDES-AIGUES,15045,211500459,84,15
Chaussenac,CHAUSSENAC,15046,211500467,84,15
Chazelles,CHAZELLES,15048,211500483,84,15
Cheylade,CHEYLADE,15049,211500491,84,15
Le Claux,CLAUX (LE),15050,211500509,84,15
Clavières,CLAVIERES,15051,211500517,84,15
Collandres,COLLANDRES,15052,211500525,84,15
Coltines,COLTINES,15053,211500533,84,15
Condat,CONDAT,15054,211500541,84,15
Coren,COREN,15055,211500558,84,15
Crandelles,CRANDELLES,15056,211500566,84,15
Cros-de-Montvert,CROS-DE-MONTVERT,15057,211500574,84,15
Cros-de-Ronesque,CROS-DE-RONESQUE,15058,211500582,84,15
Cussac,CUSSAC,15059,211500590,84,15
Deux-Verges,DEUX-VERGES,15060,211500608,84,15
Dienne,DIENNE,15061,211500616,84,15
Drugeac,DRUGEAC,15063,211500632,84,15
Escorailles,ESCORAILLES,15064,211500640,84,15
Espinasse,ESPINASSE,15065,211500657,84,15
Le Falgoux,FALGOUX (LE),15066,211500665,84,15
Le Fau,FAU (LE),15067,211500673,84,15
Ferrières-Saint-Mary,FERRIERES-SAINT-MARY,15069,211500699,84,15
Fontanges,FONTANGES,15070,211500707,84,15
Freix-Anglards,FREIX-ANGLARDS,15072,211500723,84,15
Fridefont,FRIDEFONT,15073,211500731,84,15
Giou-de-Mamou,GIOU-DE-MAMOU,15074,211500749,84,15
Girgols,GIRGOLS,15075,211500756,84,15
Glénat,GLENAT,15076,211500764,84,15
Gourdièges,GOURDIEGES,15077,211500772,84,15
Jabrun,JABRUN,15078,211500780,84,15
Jaleyrac,JALEYRAC,15079,211500798,84,15
Joursac,JOURSAC,15080,211500806,84,15
Jou-sous-Monjou,JOU-SOUS-MONJOU,15081,211500814,84,15
Junhac,JUNHAC,15082,211500822,84,15
Jussac,JUSSAC,15083,211500830,84,15
Labesserette,LABESSERETTE,15084,211500848,84,15
Labrousse,LABROUSSE,15085,211500855,84,15
Lacapelle-Barrès,LACAPELLE-BARRES,15086,211500863,84,15
Lacapelle-del-Fraisse,LACAPELLE-DEL-FRAISSE,15087,211500871,84,15
Lacapelle-Viescamp,LACAPELLE-VIESCAMP,15088,211500889,84,15
Ladinhac,LADINHAC,15089,211500897,84,15
Lafeuillade-en-Vézie,LAFEUILLADE-EN-VEZIE,15090,211500905,84,15
Landeyrat,LANDEYRAT,15091,211500913,84,15
Lanobre,LANOBRE,15092,211500921,84,15
Lapeyrugue,LAPEYRUGUE,15093,211500939,84,15
Laroquebrou,LAROQUEBROU,15094,211500947,84,15
Laroquevieille,LAROQUEVIEILLE,15095,211500954,84,15
Lascelle,LASCELLE,15096,211500962,84,15
Lastic,LASTIC,15097,211500970,84,15
Laurie,LAURIE,15098,211500988,84,15
Laveissenet,LAVEISSENET,15100,211501002,84,15
Laveissière,LAVEISSIERE,15101,211501010,84,15
Lavigerie,LAVIGERIE,15102,211501028,84,15
Leucamp,LEUCAMP,15103,211501036,84,15
Leynhac,LEYNHAC,15104,211501044,84,15
Leyvaux,LEYVAUX,15105,211501051,84,15
Lieutadès,LIEUTADES,15106,211501069,84,15
Lorcières,LORCIERES,15107,211501077,84,15
Val d'Arcomie,VAL D'ARCOMIE,15108,200054104,84,15
Lugarde,LUGARDE,15110,211501101,84,15
Madic,MADIC,15111,211501119,84,15
Malbo,MALBO,15112,211501127,84,15
Mandailles-Saint-Julien,MANDAILLES-SAINT-JULIEN,15113,211501135,84,15
Marcenat,MARCENAT,15114,211501143,84,15
Marchastel,MARCHASTEL,15116,211501168,84,15
Marcolès,MARCOLES,15117,211501176,84,15
Marmanhac,MARMANHAC,15118,211501184,84,15
Massiac,MASSIAC,15119,211501192,84,15
Mauriac,MAURIAC,15120,211501200,84,15
Maurines,MAURINES,15121,211501218,84,15
Maurs,MAURS,15122,211501226,84,15
Méallet,MEALLET,15123,211501234,84,15
Menet,MENET,15124,211501242,84,15
Mentières,MENTIERES,15125,211501259,84,15
Molèdes,MOLEDES,15126,211501267,84,15
Molompize,MOLOMPIZE,15127,211501275,84,15
La Monselie,MONSELIE (LA),15128,211501283,84,15
Montboudif,MONTBOUDIF,15129,211501291,84,15
Montchamp,MONTCHAMP,15130,211501309,84,15
Le Monteil,MONTEIL (LE),15131,211501317,84,15
Montgreleix,MONTGRELEIX,15132,211501325,84,15
Montmurat,MONTMURAT,15133,211501333,84,15
Montsalvy,MONTSALVY,15134,211501341,84,15
Montvert,MONTVERT,15135,211501358,84,15
Moussages,MOUSSAGES,15137,211501374,84,15
Murat,MURAT,15138,200071702,84,15
Narnhac,NARNHAC,15139,211501390,84,15
Naucelles,NAUCELLES,15140,211501408,84,15
