nom,nom_minimise,COG,SIREN,code_region,code_departement
L'Abergement-Clémenciat,ABERGEMENT-CLEMENCIAT (L'),01001,210100012,84,01
L'Abergement-de-Varey,ABERGEMENT-DE-VAREY (L'),01002,210100020,84,01
Ambérieu-en-Bugey,AMBERIEU-EN-BUGEY,01004,210100046,84,01
Ambérieux-en-Dombes,AMBERIEUX-EN-DOMBES,01005,210100053,84,01
Ambléon,AMBLEON,01006,210100061,84,01
Ambronay,AMBRONAY,01007,210100079,84,01
Ambutrix,AMBUTRIX,01008,210100087,84,01
Andert-et-Condon,ANDERT CONDON,01009,210100095,84,01
Anglefort,ANGLEFORT,01010,210100103,84,01
Apremont,APREMONT,01011,210100111,84,01
Aranc,ARANC,01012,210100129,84,01
Arandas,ARANDAS,01013,210100137,84,01
Arbent,ARBENT,01014,210100145,84,01
Arboys en Bugey,ARBOYS EN BUGEY,01015,200053668,84,01
Arbigny,ARBIGNY,01016,210100160,84,01
Argis,ARGIS,01017,210100178,84,01
Armix,ARMIX,01019,210100194,84,01
Ars-sur-Formans,ARS-SUR-FORMANS,01021,210100210,84,01
Artemare,ARTEMARE,01022,210100228,84,01
Asnières-sur-Saône,ASNIERES-SUR-SAONE,01023,210100236,84,01
Attignat,ATTIGNAT,01024,210100244,84,01
Bâgé-Dommartin,BAGE-DOMMARTIN,01025,200077220,84,01
Bâgé-le-Châtel,BAGE-LE-CHATEL,01026,210100269,84,01
Balan,BALAN,01027,210100277,84,01
Baneins,BANEINS,01028,210100285,84,01
Beaupont,BEAUPONT,01029,210100293,84,01
Beauregard,BEAUREGARD,01030,210100301,84,01
Bellignat,BELLIGNAT,01031,210100319,84,01
Béligneux,BELIGNEUX,01032,210100327,84,01
Valserhône,VALSERHONE,01033,200083863,84,01
Belley,BELLEY,01034,210100343,84,01
Belleydoux,BELLEYDOUX,01035,210100350,84,01
Valromey-sur-Séran,VALROMEY SUR SERAN,01036,200086411,84,01
Bénonces,BENONCES,01037,210100376,84,01
Bény,BENY,01038,210100384,84,01
Béon,BEON,01039,210100392,84,01
Béréziat,BEREZIAT,01040,210100400,84,01
Bettant,BETTANT,01041,210100418,84,01
Bey,BEY,01042,210100426,84,01
Beynost,BEYNOST,01043,210100434,84,01
Billiat,BILLIAT,01044,210100442,84,01
Birieux,BIRIEUX,01045,210100459,84,01
Biziat,BIZIAT,01046,210100467,84,01
Blyes,BLYES,01047,210100475,84,01
La Boisse,BOISSE (LA ),01049,210100491,84,01
Boissey,BOISSEY,01050,210100509,84,01
Bolozon,BOLOZON,01051,210100517,84,01
Bouligneux,BOULIGNEUX,01052,210100525,84,01
Bourg-en-Bresse,BOURG EN BRESSE,01053,210100533,84,01
Bourg-Saint-Christophe,BOURG-SAINT-CHRISTOPHE,01054,210100541,84,01
Boyeux-Saint-Jérôme,BOYEUX-SAINT-JEROME,01056,210100566,84,01
Boz,BOZ,01057,210100574,84,01
Brégnier-Cordon,BREGNIER-CORDON,01058,210100582,84,01
Brénod,BRENOD,01060,210100608,84,01
Brens,BRENS,01061,210100616,84,01
Bressolles,BRESSOLLES,01062,210100624,84,01
Brion,BRION,01063,210100632,84,01
Briord,BRIORD,01064,210100640,84,01
Buellas,BUELLAS,01065,210100657,84,01
La Burbanche,BURBANCHE (LA ),01066,210100665,84,01
Ceignes,CEIGNES,01067,210100673,84,01
Cerdon,CERDON,01068,210100681,84,01
Certines,CERTINES,01069,210100699,84,01
Cessy,CESSY,01071,210100715,84,01
Ceyzériat,CEYZERIAT,01072,210100723,84,01
Ceyzérieu,CEYZERIEU,01073,210100731,84,01
Chalamont,CHALAMONT,01074,210100749,84,01
Chaleins,CHALEINS,01075,210100756,84,01
Chaley,CHALEY,01076,210100764,84,01
Challes-la-Montagne,CHALLES LA MONTAGNE,01077,210100772,84,01
Challex,CHALLEX,01078,210100780,84,01
Champagne-en-Valromey,CHAMPAGNE-EN-VALROMEY,01079,210100798,84,01
Champdor-Corcelles,CHAMPDOR-CORCELLES,01080,200056695,84,01
Champfromier,CHAMPFROMIER,01081,210100814,84,01
Chanay,CHANAY,01082,210100822,84,01
Chaneins,CHANEINS,01083,210100830,84,01
Chanoz-Châtenay,CHANOZ-CHATENAY,01084,210100848,84,01
La Chapelle-du-Châtelard,LA CHAPELLE DU CHATELARD,01085,210100855,84,01
Charix,CHARIX,01087,210100871,84,01
Charnoz-sur-Ain,CHARNOZ,01088,210100889,84,01
Château-Gaillard,CHATEAU-GAILLARD,01089,210100897,84,01
Châtenay,CHATENAY,01090,210100905,84,01
Châtillon-la-Palud,CHATILLON-LA-PALUD,01092,210100921,84,01
Châtillon-sur-Chalaronne,CHATILLON-SUR-CHALARONNE,01093,210100939,84,01
Chavannes-sur-Reyssouze,CHAVANNES-SUR-REYSSOUZE,01094,210100947,84,01
Nivigne et Suran,NIVIGNE ET SURAN,01095,200062537,84,01
Chaveyriat,CHAVEYRIAT,01096,210100962,84,01
Chazey-Bons,CHAZEY-BONS,01098,200063121,84,01
Chazey-sur-Ain,CHAZEY-SUR-AIN,01099,210100996,84,01
Cheignieu-la-Balme,CHEIGNIEU-LA-BALME,01100,210101002,84,01
Chevillard,CHEVILLARD,01101,210101010,84,01
Chevroux,CHEVROUX,01102,210101028,84,01
Chevry,CHEVRY,01103,210101036,84,01
Chézery-Forens,CHEZERY-FORENS,01104,210101044,84,01
Civrieux,CIVRIEUX,01105,210101051,84,01
Cize,CIZE,01106,210101069,84,01
Cleyzieu,CLEYZIEU,01107,210101077,84,01
Coligny,COLIGNY,01108,210101085,84,01
Collonges,COLLONGES,01109,210101093,84,01
Colomieu,COLOMIEU,01110,210101101,84,01
Conand,CONAND,01111,210101119,84,01
Condamine,CONDAMINE LA DOYE,01112,210101127,84,01
Condeissiat,CONDEISSIAT,01113,210101135,84,01
Confort,CONFORT,01114,210101143,84,01
Confrançon,CONFRANCON,01115,210101150,84,01
Contrevoz,CONTREVOZ,01116,210101168,84,01
Conzieu,CONZIEU,01117,210101176,84,01
Corbonod,CORBONOD,01118,210101184,84,01
Corlier,CORLIER,01121,210101218,84,01
Cormoranche-sur-Saône,CORMORANCHE-SUR-SAONE,01123,210101234,84,01
Cormoz,CORMOZ,01124,210101242,84,01
Corveissiat,CORVEISSIAT,01125,210101259,84,01
Courmangoux,COURMANGOUX,01127,210101275,84,01
Courtes,COURTES,01128,210101283,84,01
Crans,CRANS,01129,210101291,84,01
Bresse Vallons,BRESSE VALLONS,01130,200086965,84,01
Cressin-Rochefort,CRESSIN-ROCHEFORT,01133,210101333,84,01
Crottet,CROTTET,01134,210101341,84,01
Crozet,CROZET,01135,210101358,84,01
Cruzilles-lès-Mépillat,CRUZILLES-LES-MEPILLAT,01136,210101366,84,01
Culoz,CULOZ,01138,210101382,84,01
Curciat-Dongalon,CURCIAT-DONGALON,01139,210101390,84,01
Curtafond,CURTAFOND,01140,210101408,84,01
Cuzieu,CUZIEU,01141,210101416,84,01
Dagneux,DAGNEUX,01142,210101424,84,01
Divonne-les-Bains,DIVONNE-LES-BAINS,01143,210101432,84,01
Dompierre-sur-Veyle,DOMPIERRE SUR VEYLE,01145,210101457,84,01
Dompierre-sur-Chalaronne,DOMPIERRE-SUR-CHALARONNE,01146,210101465,84,01
Domsure,DOMSURE,01147,210101473,84,01
Dortan,DORTAN,01148,210101481,84,01
Douvres,DOUVRES,01149,210101499,84,01
Drom,DROM,01150,210101507,84,01
Druillat,DRUILLAT,01151,210101515,84,01
Échallon,ECHALLON,01152,210101523,84,01
Échenevex,ECHENEVEX,01153,210101531,84,01
Évosges,EVOSGES,01155,210101556,84,01
Faramans,FARAMANS,01156,210101564,84,01
Fareins,FAREINS,01157,210101572,84,01
Farges,FARGES,01158,210101580,84,01
Feillens,FEILLENS,01159,210101598,84,01
Ferney-Voltaire,FERNEY-VOLTAIRE,01160,210101606,84,01
Flaxieu,FLAXIEU,01162,210101622,84,01
Foissiat,FOISSIAT,01163,210101630,84,01
Francheleins,FRANCHELEINS,01165,210101655,84,01
Frans,FRANS,01166,210101663,84,01
Garnerans,GARNERANS,01167,210101671,84,01
Genouilleux,GENOUILLEUX,01169,210101697,84,01
Béard-Géovreissiat,BEARD-GEOVREISSIAT,01170,210101705,84,01
Géovreisset,GEOVREISSET,01171,210101713,84,01
Gex,GEX,01173,210101739,84,01
Giron,GIRON,01174,210101747,84,01
Gorrevod,GORREVOD,01175,210101754,84,01
Grand-Corent,GRAND CORENT,01177,210101770,84,01
Grièges,GRIEGES,01179,210101796,84,01
Grilly,GRILLY,01180,210101804,84,01
Groissiat,GROISSIAT,01181,210101812,84,01
Guéreins,GUEREINS,01183,210101838,84,01
Hautecourt-Romanèche,HAUTECOURT ROMANECHE,01184,210101846,84,01
Plateau d'Hauteville,PLATEAU D'HAUTEVILLE,01185,200086122,84,01
Haut Valromey,HAUT VALROMEY,01187,200053676,84,01
Illiat,ILLIAT,01188,210101887,84,01
Injoux-Génissiat,INJOUX-GENISSIAT,01189,210101895,84,01
Innimond,INNIMOND,01190,210101903,84,01
Izenave,IZENAVE,01191,210101911,84,01
Izernore,IZERNORE,01192,210101929,84,01
Izieu,IZIEU,01193,210101937,84,01
Jassans-Riottier,JASSANS-RIOTTIER,01194,210101945,84,01
Jasseron,JASSERON,01195,210101952,84,01
Jayat,JAYAT,01196,210101960,84,01
Journans,JOURNANS,01197,210101978,84,01
Joyeux,JOYEUX,01198,210101986,84,01
Jujurieux,JUJURIEUX,01199,210101994,84,01
Labalme,LABALME SUR CERDON,01200,210102000,84,01
Lagnieu,LAGNIEU,01202,210102026,84,01
Laiz,LAIZ,01203,210102034,84,01
Le Poizat-Lalleyriat,LE POIZAT-LALLEYRIAT,01204,200053395,84,01
Lantenay,LANTENAY,01206,210102067,84,01
Lapeyrouse,LAPEYROUSE,01207,210102075,84,01
Lavours,LAVOURS,01208,210102083,84,01
Léaz,LEAZ,01209,210102091,84,01
Lélex,LELEX,01210,210102109,84,01
Lent,LENT,01211,210102117,84,01
Lescheroux,LESCHEROUX,01212,210102125,84,01
Leyment,LEYMENT,01213,210102133,84,01
Leyssard,LEYSSARD,01214,210102141,84,01
Surjoux-Lhopital,SURJOUX-LHOPITAL,01215,200085306,84,01
Lhuis,LHUIS,01216,210102166,84,01
Lompnas,LOMPNAZ,01219,210102190,84,01
Loyettes,LOYETTES,01224,210102240,84,01
Lurcy,LURCY,01225,210102257,84,01
Magnieu,MAGNIEU,01227,200084978,84,01
Maillat,MAILLAT,01228,210102281,84,01
Malafretaz,MALAFRETAZ,01229,210102299,84,01
Mantenay-Montlin,MANTENAY-MONTLIN,01230,210102307,84,01
Manziat,MANZIAT,01231,210102315,84,01
Marboz,MARBOZ,01232,210102323,84,01
Marchamp,MARCHAMP,01233,210102331,84,01
Marignieu,MARIGNIEU,01234,210102349,84,01
Marlieux,MARLIEUX,01235,210102356,84,01
Marsonnas,MARSONNAS,01236,210102364,84,01
Martignat,MARTIGNAT,01237,210102372,84,01
Massieux,MASSIEUX,01238,210102380,84,01
Massignieu-de-Rives,MASSIGNIEU-DE-RIVES,01239,210102398,84,01
Matafelon-Granges,MATAFELON-GRANGES,01240,210102406,84,01
Meillonnas,MEILLONNAS,01241,210102414,84,01
Mérignat,MERIGNAT,01242,210102422,84,01
Messimy-sur-Saône,MESSIMY-SUR-SAONE,01243,210102430,84,01
Meximieux,MEXIMIEUX,01244,210102448,84,01
Bohas-Meyriat-Rignat,BOHAS MEYRIAT RIGNAT,01245,210102455,84,01
Mézériat,MEZERIAT,01246,210102463,84,01
Mijoux,MIJOUX,01247,210102471,84,01
Mionnay,MIONNAY,01248,210102489,84,01
Miribel,MIRIBEL,01249,210102497,84,01
Misérieux,MISERIEUX,01250,210102505,84,01
Mogneneins,MOGNENEINS,01252,210102521,84,01
Montagnat,MONTAGNAT,01254,210102547,84,01
Montagnieu,MONTAGNIEU,01255,210102554,84,01
Montanges,MONTANGES,01257,210102570,84,01
Montceaux,MONTCEAUX,01258,210102588,84,01
Montcet,MONTCET,01259,210102596,84,01
Le Montellier,LE MONTELLIER,01260,210102604,84,01
Monthieux,MONTHIEUX,01261,210102612,84,01
Montluel,MONTLUEL,01262,210102620,84,01
Montmerle-sur-Saône,MONTMERLE-SUR-SAONE,01263,210102638,84,01
Montracol,MONTRACOL,01264,210102646,84,01
Montréal-la-Cluse,MONTREAL-LA-CLUSE,01265,210102653,84,01
Montrevel-en-Bresse,MONTREVEL,01266,210102661,84,01
Nurieux-Volognat,NURIEUX-VOLOGNAT,01267,210102679,84,01
Murs-et-Gélignieux,MURS-ET-GELIGNIEUX,01268,210102687,84,01
Nantua,NANTUA,01269,210102695,84,01
Neuville-les-Dames,NEUVILLE-LES-DAMES,01272,210102729,84,01
Neuville-sur-Ain,NEUVILLE-SUR-AIN,01273,210102737,84,01
Les Neyrolles,NEYROLLES (LES),01274,210102745,84,01
Neyron,NEYRON,01275,210102752,84,01
Niévroz,NIEVROZ,01276,210102760,84,01
Nivollet-Montgriffon,NIVOLLET-MONTGRIFFON,01277,210102778,84,01
Oncieu,ONCIEU,01279,210102794,84,01
Ordonnaz,ORDONNAZ,01280,210102802,84,01
Ornex,ORNEX,01281,210102810,84,01
Outriaz,OUTRIAZ,01282,210102828,84,01
Oyonnax,OYONNAX,01283,210102836,84,01
Ozan,OZAN,01284,210102844,84,01
Parcieux,PARCIEUX,01285,210102851,84,01
Parves et Nattages,PARVES ET NATTAGES,01286,200059913,84,01
Péron,PERON,01288,210102885,84,01
Péronnas,PERONNAS,01289,210102893,84,01
Pérouges,PEROUGES,01290,210102901,84,01
Perrex,PERREX,01291,210102919,84,01
Peyriat,PEYRIAT,01293,210102935,84,01
Peyrieu,PEYRIEU,01294,210102943,84,01
Peyzieux-sur-Saône,PEYZIEUX,01295,210102950,84,01
Pirajoux,PIRAJOUX,01296,210102968,84,01
Pizay,PIZAY,01297,210102976,84,01
Plagne,PLAGNE,01298,210102984,84,01
Le Plantay,PLANTAY (LE ),01299,210102992,84,01
Polliat,POLLIAT,01301,210103016,84,01
Pollieu,POLLIEU,01302,210103024,84,01
Poncin,PONCIN,01303,210103032,84,01
Pont-d'Ain,PONT-D'AIN,01304,210103040,84,01
Pont-de-Vaux,PONT-DE-VAUX,01305,210103057,84,01
Pont-de-Veyle,PONT-DE-VEYLE,01306,210103065,84,01
Port,PORT,01307,210103073,84,01
Pougny,POUGNY,01308,210103081,84,01
Pouillat,POUILLAT,01309,210103099,84,01
Prémeyzel,PREMEYZEL,01310,210103107,84,01
Prémillieu,PREMILLIEU,01311,210103115,84,01
Prévessin-Moëns,PREVESSIN-MOENS,01313,210103131,84,01
Priay,PRIAY,01314,210103149,84,01
Ramasse,RAMASSE,01317,210103172,84,01
Rancé,RANCE,01318,210103180,84,01
Relevant,RELEVANT,01319,210103198,84,01
Replonges,REPLONGES,01320,210103206,84,01
Revonnas,REVONNAS,01321,210103214,84,01
Reyrieux,REYRIEUX,01322,210103222,84,01
Reyssouze,REYSSOUZE,01323,210103230,84,01
Rignieux-le-Franc,RIGNIEUX-LE-FRANC,01325,210103255,84,01
Romans,ROMANS,01328,210103289,84,01
Rossillon,ROSSILLON,01329,210103297,84,01
Ruffieu,RUFFIEU,01330,210103305,84,01
Saint-Alban,SAINT-ALBAN,01331,210103313,84,01
Saint-André-de-Bâgé,SAINT-ANDRE-DE-BAGE,01332,210103321,84,01
Saint-André-de-Corcy,SAINT-ANDRE-DE-CORCY,01333,210103339,84,01
Saint-André-d'Huiriat,SAINT-ANDRE-D'HUIRIAT,01334,210103347,84,01
Saint-André-le-Bouchoux,SAINT-ANDRE-LE-BOUCHOUX,01335,210103354,84,01
Saint-André-sur-Vieux-Jonc,ST ANDRE SUR VIEUX JONC,01336,210103362,84,01
Saint-Bénigne,SAINT-BENIGNE,01337,210103370,84,01
Groslée-Saint-Benoit,GROSLEE SAINT BENOIT,01338,200060143,84,01
Saint-Bernard,SAINT-BERNARD,01339,210103396,84,01
Sainte-Croix,SAINTE-CROIX,01342,210103420,84,01
Saint-Cyr-sur-Menthon,SAINT-CYR-SUR-MENTHON,01343,210103438,84,01
Saint-Denis-lès-Bourg,ST DENIS LES BOURG,01344,210103446,84,01
Saint-Denis-en-Bugey,SAINT-DENIS-EN-BUGEY,01345,210103453,84,01
Saint-Didier-d'Aussiat,SAINT-DIDIER-D'AUSSIAT,01346,210103461,84,01
Saint-Didier-de-Formans,ST-DIDIER-DE-FORMANS,01347,210103479,84,01
Saint-Didier-sur-Chalaronne,ST-DIDIER-SUR-CHALARONNE,01348,210103487,84,01
Saint-Éloi,SAINT-ELOI,01349,210103495,84,01
Saint-Étienne-du-Bois,ST ETIENNE DU BOIS,01350,210103503,84,01
Saint-Étienne-sur-Chalaronne,ST-ETIENNE-SUR-CHALARONNE,01351,210103511,84,01
Saint-Étienne-sur-Reyssouze,SAINT-ETIENNE-SUR-REYSSOUZE,01352,210103529,84,01
Sainte-Euphémie,SAINTE-EUPHEMIE,01353,210103537,84,01
Saint-Genis-Pouilly,SAINT-GENIS-POUILLY,01354,210103545,84,01
Saint-Genis-sur-Menthon,SAINT-GENIS-SUR-MENTHON,01355,210103552,84,01
Saint-Georges-sur-Renon,SAINT-GEORGES-SUR-RENON,01356,210103560,84,01
Saint-Germain-de-Joux,SAINT-GERMAIN-DE-JOUX,01357,210103578,84,01
Saint-Germain-les-Paroisses,SAINT-GERMAIN-LES-PAROISSES,01358,210103586,84,01
Saint-Germain-sur-Renon,SAINT-GERMAIN-SUR-RENON,01359,210103594,84,01
Saint-Jean-de-Gonville,SAINT-JEAN-DE-GONVILLE,01360,210103602,84,01
Saint-Jean-de-Niost,SAINT-JEAN-DE-NIOST,01361,210103610,84,01
Saint-Jean-de-Thurigneux,SAINT-JEAN-DE-THURIGNEUX,01362,210103628,84,01
Saint-Jean-le-Vieux,SAINT-JEAN-LE-VIEUX,01363,210103636,84,01
Saint-Jean-sur-Reyssouze,SAINT-JEAN-SUR-REYSSOUZE,01364,210103644,84,01
Saint-Jean-sur-Veyle,SAINT-JEAN-SUR-VEYLE,01365,210103651,84,01
Sainte-Julie,SAINTE-JULIE,01366,210103669,84,01
Saint-Julien-sur-Reyssouze,SAINT-JULIEN-SUR-REYSSOUZE,01367,210103677,84,01
Saint-Julien-sur-Veyle,SAINT-JULIEN-SUR-VEYLE,01368,210103685,84,01
Saint-Just,ST JUST,01369,210103693,84,01
Saint-Laurent-sur-Saône,SAINT-LAURENT-SUR-SAONE,01370,210103701,84,01
Saint-Marcel,SAINT-MARCEL-EN-DOMBES,01371,210103719,84,01
Saint-Martin-de-Bavel,SAINT-MARTIN-DE-BAVEL,01372,210103727,84,01
Saint-Martin-du-Frêne,SAINT-MARTIN-DU-FRESNE,01373,210103735,84,01
Saint-Martin-du-Mont,ST-MARTIN-DU-MONT,01374,210103743,84,01
Saint-Martin-le-Châtel,SAINT-MARTIN-LE-CHATEL,01375,210103750,84,01
Saint-Maurice-de-Beynost,SAINT-MAURICE-DE-BEYNOST,01376,210103768,84,01
Saint-Maurice-de-Gourdans,SAINT-MAURICE-DE-GOURDANS,01378,210103784,84,01
Saint-Maurice-de-Rémens,SAINT-MAURICE-DE-REMENS,01379,210103792,84,01
Saint-Nizier-le-Bouchoux,SAINT-NIZIER-LE-BOUCHOUX,01380,210103800,84,01
Saint-Nizier-le-Désert,SAINT-NIZIER-LE-DESERT,01381,210103818,84,01
Sainte-Olive,SAINTE-OLIVE,01382,210103826,84,01
Saint-Paul-de-Varax,SAINT-PAUL-DE-VARAX,01383,210103834,84,01
Saint-Rambert-en-Bugey,SAINT-RAMBERT-EN-BUGEY,01384,210103842,84,01
Saint-Rémy,ST REMY,01385,210103859,84,01
Saint-Sorlin-en-Bugey,SAINT-SORLIN-EN-BUGEY,01386,210103867,84,01
Saint-Sulpice,SAINT-SULPICE,01387,210103875,84,01
Saint-Trivier-de-Courtes,ST-TRIVIER-DE-COURTES,01388,210103883,84,01
Saint-Trivier-sur-Moignans,SAINT-TRIVIER-SUR-MOIGNANS,01389,210103891,84,01
Saint-Vulbas,SAINT-VULBAS,01390,210103909,84,01
Salavre,SALAVRE,01391,210103917,84,01
Samognat,SAMOGNAT,01392,210103925,84,01
Sandrans,SANDRANS,01393,210103933,84,01
Sault-Brénaz,SAULT-BRENAZ,01396,210103966,84,01
Sauverny,SAUVERNY,01397,210103974,84,01
Savigneux,SAVIGNEUX,01398,210103982,84,01
Ségny,SEGNY,01399,210103990,84,01
Seillonnaz,SEILLONNAZ,01400,210104006,84,01
Sergy,SERGY,01401,210104014,84,01
Sermoyer,SERMOYER,01402,210104022,84,01
Serrières-de-Briord,SERRIERES-DE-BRIORD,01403,210104030,84,01
Serrières-sur-Ain,SERRIERES-SUR-AIN,01404,210104048,84,01
Servas,SERVAS,01405,210104055,84,01
Servignat,SERVIGNAT,01406,210104063,84,01
Seyssel,SEYSSEL,01407,210104071,84,01
Simandre-sur-Suran,SIMANDRE,01408,210104089,84,01
Sonthonnax-la-Montagne,SONTHONNAX-LA-MONTAGNE,01410,210104105,84,01
Souclin,SOUCLIN,01411,210104113,84,01
Sulignat,SULIGNAT,01412,210104121,84,01
Talissieu,TALISSIEU,01415,210104154,84,01
Tenay,TENAY,01416,210104162,84,01
Thil,THIL,01418,210104188,84,01
Thoiry,THOIRY,01419,210104196,84,01
Thoissey,THOISSEY,01420,210104204,84,01
Torcieu,TORCIEU,01421,210104212,84,01
Tossiat,TOSSIAT,01422,210104220,84,01
Toussieux,TOUSSIEUX,01423,210104238,84,01
Tramoyes,TRAMOYES,01424,210104246,84,01
La Tranclière,LA TRANCLIERE,01425,210104253,84,01
Val-Revermont,VAL REVERMONT,01426,200057347,84,01
Trévoux,TREVOUX,01427,210104279,84,01
Valeins,VALEINS,01428,210104287,84,01
Vandeins,VANDEINS,01429,210104295,84,01
Varambon,VARAMBON,01430,210104303,84,01
Vaux-en-Bugey,VAUX-EN-BUGEY,01431,210104311,84,01
Verjon,VERJON,01432,210104329,84,01
Vernoux,VERNOUX,01433,210104337,84,01
Versailleux,VERSAILLEUX,01434,210104345,84,01
Versonnex,VERSONNEX,01435,210104352,84,01
Vesancy,VESANCY,01436,210104360,84,01
Vescours,VESCOURS,01437,210104378,84,01
Vésines,VESINES,01439,210104394,84,01
Vieu-d'Izenave,VIEU-D'IZENAVE,01441,210104410,84,01
Villars-les-Dombes,VILLARS-LES-DOMBES,01443,210104436,84,01
Villebois,VILLEBOIS,01444,210104444,84,01
Villemotier,VILLEMOTIER,01445,210104451,84,01
Villeneuve,VILLENEUVE,01446,210104469,84,01
Villereversure,VILLEREVERSURE,01447,210104477,84,01
Villes,VILLES,01448,210104485,84,01
Villette-sur-Ain,VILLETTE,01449,210104493,84,01
Villieu-Loyes-Mollon,VILLIEU-LOYES-MOLLON,01450,210104501,84,01
Viriat,VIRIAT,01451,210104519,84,01
Virieu-le-Grand,VIRIEU-LE-GRAND,01452,210104527,84,01
Arvière-en-Valromey,ARVIERE EN VALROMEY,01453,200086403,84,01
Virignin,VIRIGNIN,01454,210104543,84,01
Vongnes,VONGNES,01456,210104568,84,01
Vonnas,VONNAS,01457,210104576,84,01
Abbécourt,ABBECOURT,02001,210200010,32,02
Achery,ACHERY,02002,210200028,32,02
Acy,ACY,02003,210200036,32,02
Agnicourt-et-Séchelles,AGNICOURT-ET-SECHELLES,02004,210200044,32,02
Aguilcourt,AGUILCOURT,02005,210200051,32,02
Aisonville-et-Bernoville,AISONVILLE-ET-BERNOVILLE,02006,210200069,32,02
Aizelles,AIZELLES,02007,210200077,32,02
Aizy-Jouy,AIZY-JOUY,02008,210200085,32,02
Alaincourt,ALAINCOURT,02009,210200093,32,02
Allemant,ALLEMANT,02010,210200101,32,02
Ambleny,AMBLENY,02011,210200119,32,02
Ambrief,AMBRIEF,02012,210200127,32,02
Amifontaine,AMIFONTAINE,02013,210200135,32,02
Amigny-Rouy,AMIGNY-ROUY,02014,210200143,32,02
Ancienville,ANCIENVILLE,02015,210200150,32,02
Andelain,ANDELAIN,02016,210200168,32,02
Anguilcourt-le-Sart,ANGUILCOURT-LE-SART,02017,210200176,32,02
Anizy-le-Grand,ANIZY LE GRAND,02018,200084135,32,02
Annois,ANNOIS,02019,210200192,32,02
Any-Martin-Rieux,ANY-MARTIN-RIEUX,02020,210200200,32,02
Archon,ARCHON,02021,210200218,32,02
Arcy-Sainte-Restitue,ARCY-SAINTE-RESTITUE,02022,210200226,32,02
Armentières-sur-Ourcq,ARMENTIERES-SUR-OURCQ,02023,210200234,32,02
Arrancy,ARRANCY,02024,210200242,32,02
Artemps,ARTEMPS,02025,210200259,32,02
Assis-sur-Serre,ASSIS-SUR-SERRE,02027,210200275,32,02
Athies-sous-Laon,ATHIES-SOUS-LAON,02028,210200283,32,02
Attilly,ATTILLY,02029,210200291,32,02
Aubencheul-aux-Bois,AUBENCHEUL-AUX-BOIS,02030,210200309,32,02
Aubenton,AUBENTON,02031,210200317,32,02
Aubigny-aux-Kaisnes,AUBIGNY-AUX-KAISNES,02032,210200325,32,02
Aubigny-en-Laonnois,AUBIGNY-EN-LAONNOIS,02033,210200333,32,02
Audignicourt,AUDIGNICOURT,02034,210200341,32,02
Audigny,AUDIGNY,02035,210200358,32,02
Augy,AUGY,02036,210200366,32,02
Aulnois-sous-Laon,AULNOIS-SOUS-LAON,02037,210200374,32,02
Les Autels,AUTELS (LES ),02038,210200382,32,02
Autremencourt,AUTREMENCOURT,02039,210200390,32,02
Autreppes,AUTREPPES,02040,210200408,32,02
Autreville,AUTREVILLE,02041,210200416,32,02
Azy-sur-Marne,AZY-SUR-MARNE,02042,210200424,32,02
Bagneux,BAGNEUX,02043,210200432,32,02
Bancigny,BANCIGNY,02044,210200440,32,02
Barenton-Bugny,BARENTON-BUGNY,02046,210200457,32,02
Barenton-Cel,BARENTON-CEL,02047,210200465,32,02
Barenton-sur-Serre,BARENTON-SUR-SERRE,02048,210200473,32,02
Barisis-aux-Bois,BARISIS-AUX-BOIS,02049,210200481,32,02
Barzy-en-Thiérache,BARZY-EN-THIERACHE,02050,210200499,32,02
Barzy-sur-Marne,BARZY-SUR-MARNE,02051,210200507,32,02
Bassoles-Aulers,BASSOLES-AULERS,02052,210200515,32,02
Vallées en Champagne,VALLEES EN CHAMPAGNE,02053,200056307,32,02
Bazoches-sur-Vesles,BAZOCHES-SUR-VESLES,02054,210200531,32,02
Beaumé,BEAUME,02055,210200549,32,02
Beaumont-en-Beine,BEAUMONT-EN-BEINE,02056,210200556,32,02
Beaurevoir,BEAUREVOIR,02057,210200564,32,02
Beaurieux,BEAURIEUX,02058,210200572,32,02
Beautor,BEAUTOR,02059,210200580,32,02
Beauvois-en-Vermandois,BEAUVOIS-EN-VERMANDOIS,02060,210200598,32,02
Becquigny,BECQUIGNY,02061,210200606,32,02
Belleau,BELLEAU,02062,210200614,32,02
Bellenglise,BELLENGLISE,02063,210200622,32,02
Belleu,BELLEU,02064,210200630,32,02
Bellicourt,BELLICOURT,02065,210200648,32,02
Benay,BENAY,02066,210200655,32,02
Bergues-sur-Sambre,BERGUES-SUR-SAMBRE,02067,210200663,32,02
Berlancourt,BERLANCOURT,02068,210200671,32,02
Berlise,BERLISE,02069,210200689,32,02
Bernot,BERNOT,02070,210200697,32,02
Berny-Rivière,BERNY-RIVIERE,02071,210200705,32,02
Berrieux,BERRIEUX,02072,210200713,32,02
Berry-au-Bac,BERRY-AU-BAC,02073,210200721,32,02
Bertaucourt-Epourdon,BERTAUCOURT-EPOURDON,02074,210200739,32,02
Berthenicourt,BERTHENICOURT,02075,210200747,32,02
Bertricourt,BERTRICOURT,02076,210200754,32,02
Berzy-le-Sec,BERZY-LE-SEC,02077,210200762,32,02
Besmé,BESME,02078,210200770,32,02
