Exercice;Outre-mer;Code Insee 2020 Région;Nom 2020 Région;Code Insee 2020 Département;Nom 2020 Département;Strate population 2020;Nature juridique 2020 abrégée;Mode de financement 2020 abrégé;Tranche revenu par habitant;Présence QPV;Code Siren 2020 EPCI;Nom 2020 EPCI;Catégorie;Code Siren Collectivité;Libellé Budget;Agrégat;Montant;Montant en millions;Population totale;Montant en € par habitant;Compte 2019 disponible;agregat_niveau;ordre_analyse1_section1;ordre_analyse1_section2;ordre_analyse1_section3;ordre_analyse2_section1;ordre_analyse2_section2;ordre_analyse2_section3;ordre_analyse3_section1;ordre_analyse3_section2;ordre_analyse3_section3;ordre_analyse4_section1;Remarque;ordre_affichage
2019;Non;84;Auvergne-Rhône-Alpes;26;Drôme;2;CC;FA;1;Oui;200042901;CC Drôme Sud Provence;GFP;200042901;CC DROME SUD PROVENCE;Dépenses totales;8530641.5;8.5306415;43196;197.48683905917215;1;1;;1;;;;;;;;;NA;
2019;Non;84;Auvergne-Rhône-Alpes;01;Ain;3;CA;FPU;1;Oui;200042935;CA Haut - Bugey Agglomération;GFP;200042935;HAUT BUGEY AGGLOMERATION;Dépenses totales;50685163.8;50.6851638;65393;775.0854648051014;1;1;;1;;;;;;;;;NA;
2019;Non;94;Corse;2B;Haute-Corse;0;CC;FA;1;Non;200042943;CC du Cap Corse;GFP;200042943;CC DU CAP CORSE;Dépenses totales;2806273.48;2.8062734799999998;6923;405.35511772353027;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;51;Marne;0;CC;FA;1;Non;200042992;CC Perthois-Bocage et Der;GFP;200042992;CC PERTHOIS-BOCAGE ET DER;Dépenses totales;2837636.9;2.8376369;5771;491.70627274302547;1;1;;1;;;;;;;;;NA;
2019;Non;75;Nouvelle-Aquitaine;16;Charente;0;CC;FPU;1;Non;200043016;CC Val de Charente;GFP;200043016;CC VAL DE CHARENTE;Dépenses totales;10467330.92;10.46733092;14651;714.4448105931335;1;1;;1;;;;;;;;;NA;
2019;Non;24;Centre-Val de Loire;37;Indre-et-Loire;2;CC;FPU;1;Oui;200043065;CC du Val d'Amboise;GFP;200043065;CC DU VAL D'AMBOISE;Dépenses totales;17946488.76;17.94648876;28699;625.3349858880101;1;1;;1;;;;;;;;;NA;
2019;Non;24;Centre-Val de Loire;37;Indre-et-Loire;1;CC;FPU;1;Non;200043081;CC Chinon,Vienne et Loire;GFP;200043081;CC CHINON VIENNE ET LOIRE;Dépenses totales;36296521.2;36.2965212;24389;1488.2332690967241;1;1;;1;;;;;;;;;NA;
2019;Non;53;Bretagne;56;Morbihan;3;CC;FPU;2;Oui;200043123;CC Auray Quiberon Terre Atlantique;GFP;200043123;CC AQTA;Dépenses totales;56194517.9;56.1945179;88628;634.0492609559055;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;08;Ardennes;2;CC;FPU;1;Oui;200043156;CC du Pays Rethélois;GFP;200043156;CC DU PAYS RETHELOIS;Dépenses totales;24082494.78;24.08249478;30678;785.0086309407393;1;1;;1;;;;;;;;;NA;
2019;Non;75;Nouvelle-Aquitaine;19;Corrèze;4;CA;FPU;1;Oui;200043172;CA du Bassin de Brive;GFP;200043172;CA BASSIN BRIVE;Dépenses totales;87409302.08;87.40930208;110698;789.6195241106434;1;1;;1;;;;;;;;;NA;
2019;Non;32;Hauts-de-France;59;Nord;2;CC;FPU;1;Non;200043263;CC Cœur de l'Avesnois;GFP;200043263;CC COEUR DE L AVESNOIS;Dépenses totales;10940606.51;10.94060651;30997;352.95694776913894;1;1;;1;;;;;;;;;NA;
2019;Non;32;Hauts-de-France;59;Nord;2;CC;FPU;1;Oui;200043321;CC du Pays de Mormal;GFP;200043321;CC PAYS DE MORMAL;Dépenses totales;20946036.01;20.94603601;49337;424.55025660254984;1;1;;1;;;;;;;;;NA;
2019;Non;28;Normandie;50;Manche;1;CC;FPU;1;Non;200043354;CC de Villedieu Intercom;GFP;200043354;CC VILLEDIEU INTERCOM;Dépenses totales;9963063.86;9.96306386;16141;617.2519583668917;1;1;;1;;;;;;;;;NA;
2019;Non;32;Hauts-de-France;59;Nord;4;CA;FPU;1;Oui;200043396;CA Maubeuge Val de Sambre;GFP;200043396;CA MAUBEUGE VAL DE SAMBRE;Dépenses totales;103899523.42;103.89952342000001;127193;816.8651059413647;1;1;;1;;;;;;;;;NA;
2019;Non;32;Hauts-de-France;59;Nord;2;CC;FPU;0;Oui;200043404;CC du Sud Avesnois;GFP;200043404;CC DU SUD AVESNOIS;Dépenses totales;8594082.62;8.59408262;26234;327.5932995349546;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;51;Marne;0;CC;FA;2;Non;200043438;CC de la Moivre à la Coole;GFP;200043438;CC DE LA MOIVRE A LA COOLE;Dépenses totales;5499275.64;5.49927564;10093;544.8603626275636;1;1;;1;;;;;;;;;NA;
2019;Non;32;Hauts-de-France;02;Aisne;2;CA;FPU;1;Oui;200043495;CA du Pays de Laon;GFP;200043495;CA PAYS DE LAON;Dépenses totales;18632970.69;18.63297069;44505;418.6714007414898;1;1;;1;;;;;;;;;NA;
2019;Non;76;Occitanie;66;Pyrénées-Orientales;3;CC;FPU;1;Oui;200043602;CC des Albères,de la Côte Vermeille et de l'Illibéris;GFP;200043602;CC DES ALBERES COTE VERMEILLE ILLIBERIS;Dépenses totales;50676038.66;50.676038659999996;56061;903.9446078378908;1;1;;1;;;;;;;;;NA;
2019;Non;75;Nouvelle-Aquitaine;86;Vienne;2;CC;FPU;1;Non;200043628;CC des Vallées du Clain;GFP;200043628;CC DES  VALLEES DU CLAIN;Dépenses totales;12287386.23;12.287386230000001;26765;459.0841109658136;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;54;Meurthe-et-Moselle;1;CC;FA;1;Non;200043693;CC Terre Lorraine du Longuyonnais;GFP;200043693;CC TERRE LORRAINE DU LONGUYONNAIS;Dépenses totales;8979778.35;8.97977835;15854;566.4045887473193;1;1;;1;;;;;;;;;NA;
2019;Non;76;Occitanie;11;Aude;0;CC;FPU;1;Non;200043776;CC Pyrénées Audoises;GFP;200043776;CC PYRENEES AUDOISES;Dépenses totales;8760233.82;8.76023382;14435;606.8745285763769;1;1;;1;;;;;;;;;NA;
2019;Non;75;Nouvelle-Aquitaine;33;Gironde;2;CC;FPU;1;Non;200043974;CC du Sud Gironde;GFP;200043974;CC DU SUD GIRONDE;Dépenses totales;20142060.64;20.14206064;39266;512.9644129781491;1;1;;1;;;;;;;;;NA;
2019;Non;75;Nouvelle-Aquitaine;33;Gironde;1;CC;FPU;1;Non;200043982;CC du Bazadais;GFP;200043982;CC DU BAZADAIS;Dépenses totales;7067850.42;7.06785042;16289;433.90327337467;1;1;;1;;;;;;;;;NA;
2019;Non;53;Bretagne;35;Ille-et-Vilaine;2;CC;FPU;1;Non;200043990;CC Vallons de Haute-Bretagne Communauté;GFP;200043990;CC VALLONS HAUTE BRETAGNE COMMUNAUTE;Dépenses totales;15230885.5;15.2308855;44211;344.50443328583384;1;1;;1;;;;;;;;;NA;
2019;Non;75;Nouvelle-Aquitaine;23;Creuse;0;CC;FPU;1;Non;200044014;CC Creuse Grand Sud;GFP;200044014;CC CREUSE GRAND SUD (CCCGS);Dépenses totales;6948403.27;6.948403269999999;12725;546.043478978389;1;1;;1;;;;;;;;;NA;
2019;Non;32;Hauts-de-France;62;Pas-de-Calais;2;CC;FPU;1;Non;200044030;CC des Sept Vallées;GFP;200044030;CC 7 VALLEES COMM;Dépenses totales;15075477.73;15.075477730000001;30420;495.57783464825775;1;1;;1;;;;;;;;;NA;
2019;Non;32;Hauts-de-France;62;Pas-de-Calais;2;CC;FPU;1;Non;200044048;CC Osartis Marquion;GFP;200044048;CC OSARTIS - MARQUION;Dépenses totales;16888264.38;16.88826438;42442;397.9139621130013;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;52;Haute-Marne;0;CC;FPU;1;Non;200044253;CC du Bassin de Joinville en Champagne;GFP;200044253;CC DU BASSIN DE JOINVILLE EN CHAMPAGNE;Dépenses totales;8081064.79;8.08106479;13159;614.1093388555362;1;1;;1;;;;;;;;;NA;
2019;Non;75;Nouvelle-Aquitaine;33;Gironde;1;CC;FPU;1;Non;200044394;CC du Réolais en Sud Gironde;GFP;200044394;CC DU REOLAIS EN SUD GIRONDE;Dépenses totales;7641825.38;7.64182538;24180;316.0390976013234;1;1;;1;;;;;;;;;NA;
2019;Non;76;Occitanie;09;Ariège;0;CC;FPU;1;Non;200044469;CC du Pays de Mirepoix;GFP;200044469;CC DU PAYS DE MIREPOIX;Dépenses totales;9486303.53;9.486303529999999;10873;872.4642260645635;1;1;;1;;;;;;;;;NA;
2019;Non;32;Hauts-de-France;59;Nord;4;CA;FPU;1;Oui;200044618;CA du Douaisis Agglo;GFP;200044618;DOUAISIS AGGLO;Dépenses totales;104917473.63;104.91747362999999;151307;693.4079297719206;1;1;;1;;;;;;;;;NA;
2019;Oui;01;Guadeloupe;971;Guadeloupe;3;CA;FPU;0;Oui;200044691;CA du Nord Grande Terre;GFP;200044691;CA DU NORD GRANDE TERRE;Dépenses totales;20986938.21;20.98693821;58988;355.78317979928124;1;1;;1;;;;;;;;;NA;
2019;Non;52;Pays de la Loire;53;Mayenne;2;CC;FPU;1;Non;200048551;CC du Pays de Craon;GFP;200048551;CC DU PAYS DE CRAON;Dépenses totales;24947250.6;24.9472506;29430;847.6809582059124;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;55;Meuse;2;CA;FPU;1;Oui;200049187;CA du Grand Verdun;GFP;200049187;CA DU GRAND VERDUN;Dépenses totales;50495918.56;50.49591856;29910;1688.2620715479773;1;1;;1;;;;;;;;;NA;
2019;Non;76;Occitanie;66;Pyrénées-Orientales;1;CC;FPU;1;Non;200049211;CC Conflent-Canigó;GFP;200049211;CC CONFLENT-CANIGO;Dépenses totales;14552396.1;14.5523961;21511;676.5095114127655;1;1;;1;;;;;;;;;NA;
2019;Non;24;Centre-Val de Loire;18;Cher;0;CC;FPU;1;Non;200049484;CC Berry Grand Sud;GFP;200049484;CC BERRY GRAND SUD;Dépenses totales;4188847.17;4.18884717;12264;341.5563576320939;1;1;;1;;;;;;;;;NA;
2019;Oui;06;Mayotte;976;Mayotte;2;CC;FPU;0;Oui;200050532;CC de Petite-Terre;GFP;200050532;CC PETITE TERRE;Dépenses totales;10106075.73;10.10607573;30039;336.43182962149206;1;1;;1;;;;;;;;;NA;
2019;Non;11;Île-de-France;75,91,92,93,94,95;Essonne,Hauts-de-Seine,Paris,Seine-Saint-Denis,Val-de-Marne,Val-d'Oise;5;M;FPU;3;Oui;200054781;Métropole du Grand Paris;GFP;200054781;METROPOLE DU GRAND PARIS;Dépenses totales;61138194.53;61.13819453;7090092;8.623046715049679;1;1;;1;;;;;;;;;NA;
2019;Non;93;Provence-Alpes-Côte d'Azur;13,83,84;Bouches-du-Rhône,Var,Vaucluse;5;M;FPU;2;Oui;200054807;Métropole d'Aix-Marseille-Provence;GFP;200054807;MET AIX MARSEILLE PROVENCE;Dépenses totales;3074272783.79;3074.27278379;1898950;1618.932980747255;1;1;;1;;;;;;;;;NA;
2019;Non;24;Centre-Val de Loire;41;Loir-et-Cher;1;CC;FPU;1;Non;200055481;CC Beauce Val de Loire;GFP;200055481;CC BEAUCE VAL DE LOIRE;Dépenses totales;18282096.16;18.282096160000002;20352;898.2948191823899;1;1;;1;;;;;;;;;NA;
2019;Non;11;Île-de-France;77,95;Seine-et-Marne,Val-d'Oise;5;CA;FPU;1;Oui;200055655;CA Roissy Pays de France;GFP;200055655;CA ROISSY PAYS DE FRANCE;Dépenses totales;187050626.17;187.05062617;353428;529.2467664418213;1;1;;1;;;;;;;;;NA;
2019;Non;52;Pays de la Loire;53;Mayenne;2;CC;FPU;1;Non;200055887;CC Mayenne Communauté;GFP;200055887;CC MAYENNE COMMUNAUTE;Dépenses totales;25424237.6;25.4242376;38220;665.2076818419675;1;1;;1;;;;;;;;;NA;
2019;Non;11;Île-de-France;91;Essonne;5;CA;FPU;2;Oui;200056232;CA Communauté Paris-Saclay;GFP;200056232;CA COMMUNAUTE PARIS-SACLAY;Dépenses totales;149482292.48;149.48229247999998;318308;469.61525465900945;1;1;;1;;;;;;;;;NA;
2019;Non;11;Île-de-France;95;Val-d'Oise;4;CA;FPU;2;Oui;200056380;CA Plaine Vallée;GFP;200056380;CA PLAINE VALLEE;Dépenses totales;57150292.02;57.15029202;184322;310.0568137281497;1;1;;1;;;;;;;;;NA;
2019;Non;11;Île-de-France;91;Essonne;4;CA;FPU;2;Oui;200057859;CA Cœur d'Essonne Agglomération;GFP;200057859;CA COEUR D'ESSONNE AGGLOMERATION;Dépenses totales;142361781.58;142.36178158;199132;714.9116243496777;1;1;;1;;;;;;;;;NA;
2019;Non;11;Île-de-France;77;Seine-et-Marne;4;CA;FPU;1;Oui;200057958;CA Paris - Vallée de la Marne;GFP;200057958;CA PARIS VALLEE DE LA MARNE;Dépenses totales;140722557.72;140.72255772;229203;613.9647287339171;1;1;;1;;;;;;;;;NA;
2019;Non;24;Centre-Val de Loire;28;Eure-et-Loir;1;CC;FPU;1;Non;200058360;CC Entre Beauce et Perche;GFP;200058360;CC ENTRE BEAUCE ET PERCHE;Dépenses totales;11172671.96;11.17267196;22048;506.7431041364296;1;1;;1;;;;;;;;;NA;
2019;Non;11;Île-de-France;91;Essonne;4;CA;FPU;2;Oui;200058477;CA Val d'Yerres Val de Seine;GFP;200058477;CA VAL D'YERRES VAL DE SEINE;Dépenses totales;71053196.64;71.05319664;179331;396.21257139033406;1;1;;1;;;;;;;;;NA;
2019;Non;11;Île-de-France;95;Val-d'Oise;4;CA;FPU;2;Oui;200058485;CA Val Parisis;GFP;200058485;CA VAL PARISIS;Dépenses totales;71274908.38;71.27490838;276313;257.94989153604786;1;1;;1;;;;;;;;;NA;
2019;Non;11;Île-de-France;78,95;Val-d'Oise,Yvelines;5;CA;FPU;3;Oui;200058519;CA Saint-Germain Boucles de Seine;GFP;200058519;CA ST GERMAIN BOUCLES DE SEINE;Dépenses totales;46520361.3;46.5203613;341615;136.17774775697788;1;1;;1;;;;;;;;;NA;
2019;Non;11;Île-de-France;78;Yvelines;4;CA;FPU;2;Oui;200058782;CA de Saint-Quentin-en-Yvelines;GFP;200058782;CA SAINT-QUENTIN-EN-YVELINES;Dépenses totales;209735464.08;209.73546408;232778;901.0106800470835;1;1;;1;;;;;;;;;NA;
2019;Non;11;Île-de-France;77,91;Essonne,Seine-et-Marne;5;CA;FPU;1;Oui;200059228;CA Grand Paris Sud Seine Essonne Sénart;GFP;200059228;CA GRD PARIS SUD SEINE ESS SEN;Dépenses totales;379607059.0;379.607059;355686;1067.2533048812718;1;1;;1;;;;;;;;;NA;
2019;Non;84;Auvergne-Rhône-Alpes;38;Isère;3;CC;FPU;1;Non;200059392;CC Bièvre Isère;GFP;200059392;CC BIEVRE ISERE;Dépenses totales;44128391.16;44.12839116;55571;794.0902837811088;1;1;;1;;;;;;;;;NA;
2019;Non;75;Nouvelle-Aquitaine;87;Haute-Vienne;2;CC;FPU;1;Non;200059400;CC Porte Océane du Limousin;GFP;200059400;CC PORTE OCEANE DU LIMOUSIN;Dépenses totales;15922298.26;15.92229826;26424;602.569567817136;1;1;;1;;;;;;;;;NA;
2019;Oui;06;Mayotte;976;Mayotte;3;CC;FPU;0;Oui;200059871;CC du Centre-Ouest;GFP;200059871;CC DU CENTRE OUEST;Dépenses totales;4384956.28;4.38495628;51449;85.22918385196992;1;1;;1;;;;;;;;;NA;
2019;Non;11;Île-de-France;78;Yvelines;5;CU;FPU;2;Oui;200059889;CU Grand Paris Seine et Oise;GFP;200059889;CU GPSO;Dépenses totales;306819131.42;306.81913142;415647;738.1723708339048;1;1;;1;;;;;;;;;NA;
2019;Non;52;Pays de la Loire;49;Maine-et-Loire;4;CA;FPU;1;Non;200060010;CA Mauges Communauté;GFP;200060010;CA MAUGES COMMUNAUTE;Dépenses totales;34681148.98;34.681148979999996;123972;279.7498546445971;1;1;;1;;;;;;;;;NA;
2019;Oui;06;Mayotte;976;Mayotte;3;CA;FPU;0;Oui;200060457;CA Dembeni-Mamoudzou;GFP;200060457;CA DE DEMBENI-MAMOUDZOU;Dépenses totales;14363546.01;14.36354601;89090;161.2251207767426;1;1;;1;;;;;;;;;NA;
2019;Oui;06;Mayotte;976;Mayotte;3;CC;FPU;0;Oui;200060465;CC du Nord de Mayotte;GFP;200060465;CC DU NORD DE MAYOTTE;Dépenses totales;3011142.0;3.011142;60372;49.876465911349634;1;1;;1;;;;;;;;;NA;
2019;Oui;06;Mayotte;976;Mayotte;2;CC;FPU;0;Oui;200060473;CC du Sud;GFP;200060473;CC DU SUD;Dépenses totales;2925719.01;2.92571901;31945;91.58613272812646;1;1;;1;;;;;;;;;NA;
2019;Non;28;Normandie;14;Calvados;2;CC;FPU;2;Non;200065563;CC Normandie-Cabourg-Pays d'Auge;GFP;200065563;CC NORMANDIE-CABOURG-PAYS AUGE;Dépenses totales;19751438.25;19.75143825;31847;620.1977658806167;1;1;;1;;;;;;;;;NA;
2019;Non;28;Normandie;14;Calvados;1;CC;FA;1;Non;200065589;CC Val ès Dunes;GFP;200065589;CC VAL ES DUNES;Dépenses totales;7284124.99;7.2841249900000005;18124;401.9049321341867;1;1;;1;;;;;;;;;NA;
2019;Non;28;Normandie;14;Calvados;4;CU;FPU;1;Oui;200065597;CU Caen la Mer;GFP;200065597;CU CAEN LA MER;Dépenses totales;459751429.04;459.75142904;271472;1693.5500863440798;1;1;;1;;;;;;;;;NA;
2019;Non;27;Bourgogne-Franche-Comté;25;Doubs;4;CA;FPU;1;Oui;200065647;CA Pays de Montbéliard Agglomération;GFP;200065647;CA PAYS DE MONTBELIARD;Dépenses totales;142694959.73;142.69495973;142947;998.2368271457252;1;1;;1;;;;;;;;;NA;
2019;Non;28;Normandie;27;Eure;2;CC;FPU;1;Oui;200065787;CC de Pont-Audemer / Val de Risle;GFP;200065787;CC DE PONT-AUDEMER / VAL-DE-RISLE;Dépenses totales;24065999.43;24.065999429999998;34014;707.53217586876;1;1;;1;;;;;;;;;NA;
2019;Non;84;Auvergne-Rhône-Alpes;42;Loire;4;CA;FPU;1;Oui;200065886;CA Loire Forez Agglomération;GFP;200065886;LOIRE FOREZ AGGLOMERATION;Dépenses totales;94762589.23;94.76258923;112038;845.807576268766;1;1;;1;;;;;;;;;NA;
2019;Non;84;Auvergne-Rhône-Alpes;42;Loire;3;CC;FPU;1;Non;200065894;CC de Forez-Est;GFP;200065894;CC FOREZ EST;Dépenses totales;29602490.55;29.602490550000002;64756;457.138960868491;1;1;;1;;;;;;;;;NA;
2019;Non;53;Bretagne;22;Côtes-d'Armor;4;CA;FPU;1;Oui;200065928;CA Lannion-Trégor Communauté;GFP;200065928;CA LANNION-TREGOR COMMUNAUTE (2017);Dépenses totales;110035802.62;110.03580262;103730;1060.7905390918731;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;68;Haut-Rhin;4;CA;FPU;1;Oui;200066009;CA Mulhouse Alsace Agglomération;GFP;200066009;CA MULHOUSE ALSACE AGGLO M2A;Dépenses totales;258853975.58;258.85397558;277180;933.8840305216827;1;1;;1;;;;;;;;;NA;
2019;Non;28;Normandie;27;Eure;1;CC;FA;1;Non;200066017;CC Lieuvin Pays d'Auge;GFP;200066017;CC LIEUVIN PAYS D'AUGE;Dépenses totales;15750707.72;15.750707720000001;20873;754.59721745796;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;68;Haut-Rhin;2;CC;FPU;2;Non;200066025;CC Pays Rhin - Brisach;GFP;200066025;CC PAYS RHIN BRISACH;Dépenses totales;26154419.29;26.15441929;33580;778.8689484812388;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;68;Haut-Rhin;1;CC;FPU;2;Non;200066033;CC Sud Alsace Largue;GFP;200066033;CC SUD ALSACE  LARGUE;Dépenses totales;11459422.61;11.459422609999999;22657;505.7784618440217;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;68;Haut-Rhin;2;CC;FPU;2;Non;200066041;CC Sundgau;GFP;200066041;CC SUNDGAU;Dépenses totales;37035677.18;37.03567718;48664;761.0487666447476;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;68;Haut-Rhin;3;CA;FPU;3;Oui;200066058;CA Saint-Louis Agglomération;GFP;200066058;CA SAINT-LOUIS AGGLOMERATION;Dépenses totales;55926848.63;55.92684863;79711;701.6202108868287;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;55;Meuse;1;CC;FPU;1;Non;200066108;CC des Portes de Meuse;GFP;200066108;CC PORTES DE MEUSE;Dépenses totales;14812074.68;14.81207468;17343;854.0664637029349;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;55;Meuse;0;CC;FA;1;Non;200066116;CC Argonne-Meuse;GFP;200066116;CC ARGONNE-MEUSE;Dépenses totales;4014322.62;4.01432262;7408;541.8902024838013;1;1;;1;;;;;;;;;NA;
2019;Non;76;Occitanie;81;Tarn;3;CA;FPU;1;Oui;200066124;CA Gaillac-Graulhet;GFP;200066124;CA GAILLAC-GRAULHET;Dépenses totales;66344411.43;66.34441143;74891;885.879630796758;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;55;Meuse;0;CC;FPU;1;Non;200066132;CC du Pays de Stenay et du Val Dunois;GFP;200066132;CC PAYS STENAY ET VAL DUNOIS;Dépenses totales;7281367.55;7.28136755;10280;708.304236381323;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;55;Meuse;0;CC;FA;1;Non;200066140;CC de l'Aire à l'Argonne;GFP;200066140;CC DE L'AIRE A L'ARGONNE;Dépenses totales;4930500.12;4.9305001200000005;6746;730.8775748591759;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;55;Meuse;1;CC;FA;1;Non;200066157;CC de Commercy - Void - Vaucouleurs;GFP;200066157;CC COMMERCY-VOID-VAUCOULEURS;Dépenses totales;23948986.75;23.94898675;23372;1024.6870935307206;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;55;Meuse;0;CC;FPU;1;Non;200066165;CC Val de Meuse - Voie Sacrée;GFP;200066165;CC VAL DE MEUSE VOIE SACREE;Dépenses totales;6933892.29;6.93389229;9343;742.1483773948411;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;55;Meuse;0;CC;FPU;1;Non;200066173;CC de Damvillers Spincourt;GFP;200066173;CC DAMVILLERS-SPINCOURT;Dépenses totales;7086873.16;7.086873160000001;8541;829.7474721929517;1;1;;1;;;;;;;;;NA;
2019;Non;76;Occitanie;09;Ariège;0;CC;FPU;1;Non;200066223;CC Arize Lèze;GFP;200066223;CC ARIZE - LEZE;Dépenses totales;7559838.11;7.55983811;10908;693.0544655298863;1;1;;1;;;;;;;;;NA;
2019;Non;76;Occitanie;09;Ariège;2;CC;FA;1;Oui;200066231;CC des Portes d'Ariège Pyrénées;GFP;200066231;CC DES PORTES D'ARIEGE-PYRENEES;Dépenses totales;22404789.16;22.40478916;41004;546.4049643937177;1;1;;1;;;;;;;;;NA;
2019;Non;24;Centre-Val de Loire;45;Loiret;2;CC;FPU;1;Oui;200066280;CC du Pithiverais;GFP;200066280;CC DU PITHIVERAIS;Dépenses totales;16272640.79;16.27264079;30028;541.9155717996537;1;1;;1;;;;;;;;;NA;
2019;Non;76;Occitanie;82;Tarn-et-Garonne;2;CC;FPU;1;Oui;200066322;CC Terres des Confluences;GFP;200066322;CC TERRES DES CONFLUENCES;Dépenses totales;12623682.91;12.62368291;41983;300.6855848795941;1;1;;1;;;;;;;;;NA;
2019;Non;24;Centre-Val de Loire;18;Cher;2;CC;FPU;1;Non;200066330;CC Terres du Haut Berry;GFP;200066330;CC TERRES DU HAUT BERRY;Dépenses totales;11171481.29;11.17148129;26487;421.772238834145;1;1;;1;;;;;;;;;NA;
2019;Non;76;Occitanie;34;Hérault;1;CC;FPU;1;Non;200066348;CC du Minervois au Caroux;GFP;200066348;CC DU MINERVOIS AU CAROUX;Dépenses totales;7636075.24;7.63607524;15173;503.26733276214327;1;1;;1;;;;;;;;;NA;
2019;Non;76;Occitanie;34;Hérault;4;CA;FPU;1;Oui;200066355;CA Sète Agglopôle Méditerranée;GFP;200066355;CA SETE AGGLO MEDITERRANEE;Dépenses totales;132369988.38;132.36998838;126206;1048.8406920431676;1;1;;1;;;;;;;;;NA;
2019;Non;76;Occitanie;09;Ariège;0;CC;FPU;1;Non;200066363;CC de la Haute Ariège;GFP;200066363;CC DE LA HAUTE ARIEGE;Dépenses totales;23531312.71;23.53131271;7440;3162.81084811828;1;1;;1;;;;;;;;;NA;
2019;Non;76;Occitanie;46;Lot;2;CC;FPU;1;Non;200066371;CC Causses et Vallée de la Dordogne;GFP;200066371;CC CAUVALDOR 2;Dépenses totales;30332785.43;30.33278543;47067;644.4597155119297;1;1;;1;;;;;;;;;NA;
2019;Non;28;Normandie;50;Manche;3;CA;FPU;1;Oui;200066389;CA Saint-Lô Agglo;GFP;200066389;CA SAINT-LO AGGLO;Dépenses totales;62097474.81;62.09747481;79055;785.4971198532668;1;1;;1;;;;;;;;;NA;
2019;Non;28;Normandie;27,76;Eure,Seine-Maritime;2;CC;FPU;1;Non;200066405;CC Roumois Seine;GFP;200066405;CC ROUMOIS-SEINE;Dépenses totales;27820808.69;27.82080869;40707;683.4404080379296;1;1;;1;;;;;;;;;NA;
2019;Non;28;Normandie;27;Eure;3;CC;FPU;1;Oui;200066413;CC Intercom Bernay Terres de Normandie;GFP;200066413;CC INTERCOM BERNAY TERRES DE NORMANDIE;Dépenses totales;32004572.15;32.00457215;57513;556.4754429433345;1;1;;1;;;;;;;;;NA;
2019;Non;24,28;Centre-Val de Loire,Normandie;27,28;Eure,Eure-et-Loir;2;CC;FPU;1;Non;200066462;CC Interco Normandie Sud Eure;GFP;200066462;CC INTERCO NORMANDIE SUD EURE;Dépenses totales;25621260.95;25.62126095;40465;633.1709118991721;1;1;;1;;;;;;;;;NA;
2019;Non;75;Nouvelle-Aquitaine;87;Haute-Vienne;2;CC;FPU;1;Non;200066512;CC Élan Limousin Avenir Nature;GFP;200066512;CC ELAN LIMOUSIN AVENIR NATURE;Dépenses totales;12418636.07;12.41863607;28304;438.75904713114755;1;1;;1;;;;;;;;;NA;
2019;Non;75;Nouvelle-Aquitaine;87;Haute-Vienne;0;CC;FPU;1;Non;200066520;CC Ouest Limousin;GFP;200066520;CC OUEST LIMOUSIN;Dépenses totales;6549463.69;6.5494636900000005;11872;551.6731544811321;1;1;;1;;;;;;;;;NA;
2019;Non;76;Occitanie;34,81;Hérault,Tarn;0;CC;FPU;1;Non;200066553;CC des Monts de Lacaune et de la Montagne du Haut Languedoc;GFP;200066553;CC MONTS LACAUNE MONTAGNE HT LANGUEDOC;Dépenses totales;14722936.56;14.72293656;8227;1789.5875240063208;1;1;;1;;;;;;;;;NA;
2019;Non;76;Occitanie;81;Tarn;0;CC;FPU;1;Non;200066561;CC Sidobre Vals et Plateaux;GFP;200066561;CC SIDOBRE VALS ET PLATEAUX;Dépenses totales;9206509.99;9.20650999;13094;703.1090568199176;1;1;;1;;;;;;;;;NA;
2019;Non;84;Auvergne-Rhône-Alpes;42,69;Loire,Rhône;2;CC;FPU;1;Non;200066587;CC des Monts du Lyonnais;GFP;200066587;CC MONTS DU LYONNAIS - CCML;Dépenses totales;26758048.47;26.75804847;36126;740.6867206444111;1;1;;1;;;;;;;;;NA;
