Exercice;Outre-mer;Code Insee 2020 Région;Nom 2020 Région;Code Insee 2020 Département;Nom 2020 Département;Strate population 2020;Nature juridique 2020 abrégée;Mode de financement 2020 abrégé;Tranche revenu par habitant;Présence QPV;Code Siren 2020 EPCI;Nom 2020 EPCI;Catégorie;Code Siren Collectivité;Libellé Budget;Agrégat;Montant;Montant en millions;Population totale;Montant en € par habitant;Compte 2019 disponible;agregat_niveau;ordre_analyse1_section1;ordre_analyse1_section2;ordre_analyse1_section3;ordre_analyse2_section1;ordre_analyse2_section2;ordre_analyse2_section3;ordre_analyse3_section1;ordre_analyse3_section2;ordre_analyse3_section3;ordre_analyse4_section1;Remarque;ordre_affichage
2019;Non;11;Île-de-France;93;Seine-Saint-Denis;5;EPT;CF;1;Oui;200058790;Grand Paris - Grand Est;EPT;200058790;GRAND PARIS EST T9;Dépenses totales;75323181.06;75.32318106;397008;189.72711144359812;1;1;;1;;;;;;;;;NA;
2019;Non;84;Auvergne-Rhône-Alpes;74;Haute-Savoie;2;CC;FPU;2;Oui;200000172;CC Faucigny-Glières;GFP;200000172;CC FAUCIGNY-GLIERES CCFG;Dépenses totales;32051048.38;32.05104838;28076;1141.5817203305314;1;1;;1;;;;;;;;;NA;
2019;Non;52;Pays de la Loire;44;Loire-Atlantique;2;CC;FPU;1;Non;200000438;CC du Pays de Pontchâteau Saint-Gildas-des-Bois;GFP;200000438;CC PAYS PONTCHATEAU SAINT-GILDAS;Dépenses totales;17169778.98;17.16977898;35872;478.6401365967886;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;10;Aube;1;CC;FA;1;Oui;200000545;CC des Portes de Romilly-sur-Seine;GFP;200000545;CC PORTES ROMILLY;Dépenses totales;10525325.47;10.52532547;19030;553.091196531792;1;1;;1;;;;;;;;;NA;
2019;Non;93;Provence-Alpes-Côte d'Azur;84;Vaucluse;1;CC;FPU;1;Oui;200000628;CC Rhône Lez Provence;GFP;200000628;CC RHONE-LEZ-PROVENCE;Dépenses totales;24691560.24;24.691560239999998;24502;1007.7365211003183;1;1;;1;;;;;;;;;NA;
2019;Non;24;Centre-Val de Loire;41;Loir-et-Cher;0;CC;FPU;1;Non;200000800;CC Cœur de Sologne;GFP;200000800;CC COEUR DE SOLOGNE;Dépenses totales;1655965.87;1.6559658700000002;10809;153.20250439448608;1;1;;1;;;;;;;;;NA;
2019;Non;27;Bourgogne-Franche-Comté;21;Côte-d'Or;1;CC;FPU;1;Non;200000925;CC de la Plaine Dijonnaise;GFP;200000925;CC PLAINE DIJONNAISE;Dépenses totales;12324897.69;12.32489769;22549;546.5828945851257;1;1;;1;;;;;;;;;NA;
2019;Non;24;Centre-Val de Loire;18;Cher;0;CC;FA;1;Non;200000933;CC Sauldre et Sologne;GFP;200000933;CC SAULDRE ET SOLOGNE;Dépenses totales;4196260.29;4.19626029;14318;293.07586883642966;1;1;;1;;;;;;;;;NA;
2019;Non;93;Provence-Alpes-Côte d'Azur;83;Var;2;CC;FPU;2;Non;200004802;CC du Pays de Fayence;GFP;200004802;CC PAYS DE FAYENCE;Dépenses totales;13361888.25;13.36188825;28187;474.0443555539788;1;1;;1;;;;;;;;;NA;
2019;Non;24;Centre-Val de Loire;45;Loiret;1;CC;FPU;2;Non;200005932;CC des Portes de Sologne;GFP;200005932;CC DES PORTES DE SOLOGNE;Dépenses totales;5503618.83;5.50361883;15738;349.70255623332065;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;88;Vosges;0;CC;FPU;1;Non;200005957;CC de la Région de Rambervillers;GFP;200005957;CC RAMBERVILLERS;Dépenses totales;4826190.39;4.82619039;13785;350.1044896626768;1;1;;1;;;;;;;;;NA;
2019;Non;27;Bourgogne-Franche-Comté;21,71;Côte-d'Or,Saône-et-Loire;3;CA;FPU;2;Oui;200006682;CA Beaune,Côte et Sud - Communauté Beaune-Chagny-Nolay;GFP;200006682;CA BEAUNE COTE ET SUD;Dépenses totales;41308777.59;41.308777590000005;53919;766.1265526066878;1;1;;1;;;;;;;;;NA;
2019;Non;44;Grand Est;10;Aube;1;CC;FA;1;Non;200006716;CC du Nogentais;GFP;200006716;CC DU NOGENTAIS;Dépenses totales;3919529.4;3.9195294;17118;228.97122327374692;1;1;;1;;;;;;;;;NA;
2019;Non;76;Occitanie;48;Lozère;0;CC;FPU;1;Non;200006930;CC du Haut-Allier;GFP;200006930;CC DU HAUT ALLIER;Dépenses totales;3592273.26;3.59227326;5443;659.9803894910895;1;1;;1;;;;;;;;;NA;
2019;Non;24;Centre-Val de Loire;28;Eure-et-Loir;1;CC;FPU;1;Oui;200006971;CC du Perche;GFP;200006971;CC DU PERCHE;Dépenses totales;5649962.97;5.64996297;19444;290.5761659123637;1;1;;1;;;;;;;;;NA;
2019;Non;24;Centre-Val de Loire;36;Indre;0;CC;FA;1;Non;200007052;CC de la Marche Berrichonne;GFP;200007052;CC MARCHE BERRICHONNE;Dépenses totales;2556285.95;2.5562859500000004;5830;438.47100343053177;1;1;;1;;;;;;;;;NA;
2019;Non;24;Centre-Val de Loire;18;Cher;0;CC;FPU;1;Non;200007177;CC Pays de Nérondes;GFP;200007177;CC PAYS DE NERONDES;Dépenses totales;1693355.37;1.6933553700000001;5074;333.7318427276311;1;1;;1;;;;;;;;;NA;
2019;Non;27;Bourgogne-Franche-Comté;39;Jura;3;CA;FPU;1;Oui;200010650;CA du Grand Dole;GFP;200010650;CA DU GRAND DOLE;Dépenses totales;51193901.73;51.19390172999999;56045;913.4428000713712;1;1;;1;;;;;;;;;NA;
2019;Non;28;Normandie;76;Seine-Maritime;3;CA;FPU;1;Non;200010700;CA Caux Seine Agglo;GFP;200010700;CA CAUX SEINE AGGLO;Dépenses totales;84653214.36;84.65321435999999;78505;1078.3162137443476;1;1;;1;;;;;;;;;NA;
2019;Non;84;Auvergne-Rhône-Alpes;74;Haute-Savoie;3;CA;FPU;2;Oui;200011773;CA Annemasse-les Voirons-Agglomération;GFP;200011773;CA ANNEMASSE-LES VOIRONS-AGGLOMERATION;Dépenses totales;122351517.29;122.35151729;90702;1348.939574540804;1;1;;1;;;;;;;;;NA;
2019;Non;24;Centre-Val de Loire;18;Cher;0;CC;FPU;1;Non;200011781;CC Portes du Berry entre Loire et Val d'Aubois;GFP;200011781;CC PORTES DU BERRY ENTRE LOIRE ET VA;Dépenses totales;2324618.08;2.32461808;10065;230.96056433184302;1;1;;1;;;;;;;;;NA;
